station_or_segment_id,road_name,lat,lng,aadt,aadt_year
209492,143rd St,41.629488,-87.907156,13700,2025
209493,143rd St,41.62943,-87.910241,13700,2025
209494,143rd St,41.629508,-87.906119,13700,2025
209495,143rd St,41.629465,-87.908286,13700,2025
209496,143rd St,41.629521,-87.905337,13700,2025
209524,Bell Rd,41.624347,-87.930911,11200,2023
209528,Bell Rd,41.626467,-87.931003,11200,2023
209529,Bell Rd,41.628967,-87.931072,11200,2023
209533,Bell Rd,41.629565,-87.931086,11200,2023
209535,Bell Rd,41.621809,-87.930815,11200,2023
209538,Bell Rd,41.620942,-87.930784,11200,2023
209540,Bell Rd,41.627072,-87.931029,11200,2023
209547,Bell Rd,41.628057,-87.931051,11200,2023
209566,Will-Cook Rd,41.628576,-87.911488,6000,2022
209567,Will-Cook Rd,41.627095,-87.911439,6000,2022
209569,Will-Cook Rd,41.628208,-87.911477,6000,2022
209570,Will-Cook Rd,41.623144,-87.911302,6000,2022
209574,Will-Cook Rd,41.621648,-87.911251,6000,2022
209577,Will-Cook Rd,41.62232,-87.911273,6000,2022
209583,Will-Cook Rd,41.629019,-87.911503,6000,2022
209595,Will-Cook Rd,41.625839,-87.911396,6000,2022
209596,Will-Cook Rd,41.62205,-87.911265,6000,2022
209598,Will-Cook Rd,41.630458,-87.911551,5950,2022
209601,Will-Cook Rd,41.624821,-87.911361,6000,2022
209603,Will-Cook Rd,41.620685,-87.911209,6000,2022
209604,Will-Cook Rd,41.624045,-87.911333,6000,2022
209618,OAK TR,41.62725,-87.94712,100,2023
209625,143rd St,41.629085,-87.932246,15300,2023
209626,143rd St,41.629376,-87.914916,15500,2023
209627,143rd St,41.628793,-87.946049,15300,2023
209628,143rd St,41.628699,-87.949889,15300,2023
209629,143rd St,41.628987,-87.936531,15300,2023
209630,143rd St,41.629145,-87.929054,15500,2023
209631,143rd St,41.628712,-87.949292,15300,2023
209632,143rd St,41.629119,-87.930984,15500,2023
209633,143rd St,41.628844,-87.943258,15300,2023
209634,143rd St,41.629187,-87.92617,15500,2023
209635,143rd St,41.629164,-87.927669,15500,2023
209636,143rd St,41.628732,-87.948412,15300,2023
209637,143rd St,41.6294,-87.912496,15500,2023
209638,143rd St,41.628911,-87.940246,15300,2023
209640,143rd St,41.62913,-87.930157,15500,2023
209641,143rd St,41.628884,-87.941449,15300,2023
209642,143rd St,41.629265,-87.921022,15500,2023
211968,Glen Rd,41.673928,-87.909651,50,2022
211969,Campbell St,41.682031,-87.93407,150,2022
211970,Woodlawn Ave,41.681571,-87.935587,50,2022
211974,Bluff Rd,41.709472,-87.94549,6150,2024
211975,Bluff Rd,41.709162,-87.94582,6150,2024
211976,Grant Rd,41.697845,-87.938049,1500,2025
211977,McCarthy Rd,41.665191,-87.941113,5950,2025
211982,115th St,41.679943,-87.926733,725,2022
211983,115th St,41.680099,-87.922561,725,2022
211984,115th St,41.679918,-87.930048,725,2022
211985,115th St,41.679893,-87.931351,725,2022
211986,115th St,41.679927,-87.928781,725,2022
211987,Bell Rd,41.634264,-87.931209,11200,2023
211988,Bell Rd,41.635831,-87.931253,11200,2023
211989,Bell Rd,41.64358,-87.931454,11200,2023
211990,Bell Rd,41.63795,-87.931314,11200,2023
211991,Bell Rd,41.633071,-87.931176,11200,2023
211992,Bell Rd,41.636746,-87.931279,11200,2023
211993,Bell Rd,41.64096,-87.931395,11200,2023
211994,Bell Rd,41.637348,-87.931297,11200,2023
211995,Bell Rd,41.631505,-87.931133,11200,2023
211996,107th St,41.697634,-87.933196,4100,2022
211997,107th St,41.697201,-87.906289,4100,2022
211998,107th St,41.696975,-87.90859,4100,2022
211999,107th St,41.696275,-87.915485,4100,2022
212000,107th St,41.696603,-87.912131,4100,2022
212001,107th St,41.697727,-87.934441,4100,2022
212002,107th St,41.697962,-87.935856,4100,2022
212003,107th St,41.696947,-87.92507,4100,2022
212004,Jackson St,41.708994,-87.943366,625,2016
212005,Jackson St,41.709859,-87.943371,625,2016
212006,Jackson St,41.71329,-87.943434,625,2016
212007,Jackson St,41.710723,-87.943407,625,2016
212009,Jackson St,41.711652,-87.943391,625,2016
212010,Jackson St,41.716552,-87.943567,625,2016
212011,Bell Rd,41.646103,-87.931447,11200,2023
212012,Bell Rd,41.657833,-87.931803,11300,2022
212013,Bell Rd,41.679691,-87.93255,11700,2022
212014,Bell Rd,41.651407,-87.931603,11300,2022
212015,Bell Rd,41.650057,-87.93156,11200,2023
212016,Bell Rd,41.664534,-87.932019,11300,2022
212017,Bell Rd,41.682712,-87.932646,11700,2022
212018,Bell Rd,41.674797,-87.932402,11700,2022
212019,Bell Rd,41.648906,-87.931522,11200,2023
212020,Bell Rd,41.665986,-87.932073,11700,2022
212021,Bell Rd,41.668897,-87.9322,11700,2022
212022,Bell Rd,41.666809,-87.932109,11700,2022
212023,Madison St,41.712059,-87.93368,1350,2024
212024,Madison St,41.71521,-87.933796,1350,2024
212025,Madison St,41.710195,-87.933611,1350,2024
212026,Madison St,41.713724,-87.933736,1350,2024
212029,118th St,41.674603,-87.912256,35,2022
212030,135th St,41.644083,-87.904882,425,2022
212031,135th St,41.643993,-87.909554,425,2022
212035,131st St,41.651232,-87.911991,10200,2022
212039,131st St,41.650856,-87.931198,10200,2022
212040,131st St,41.650722,-87.937802,10200,2022
212043,131st St,41.651201,-87.913544,10200,2022
212045,131st St,41.650568,-87.944779,10200,2022
212046,131st St,41.650769,-87.935509,10200,2022
212047,131st St,41.651019,-87.922856,10200,2022
212048,131st St,41.650819,-87.933035,10200,2022
212050,131st St,41.651357,-87.904703,10200,2022
212052,Bell Rd,41.685444,-87.932726,50,2018
212053,Bell Rd,41.686909,-87.932792,50,2018
212054,Glen Rd,41.675823,-87.909906,125,2022
212055,Will-Cook Rd,41.643853,-87.911924,5950,2022
212056,Will-Cook Rd,41.653409,-87.912264,3600,2022
212057,Will-Cook Rd,41.639991,-87.911831,5950,2022
212058,Will-Cook Rd,41.665332,-87.912654,3600,2022
212059,Will-Cook Rd,41.650689,-87.91216,5350,2022
212060,Will-Cook Rd,41.64705,-87.912028,5350,2022
212061,Will-Cook Rd,41.651592,-87.912199,3600,2022
212062,Will-Cook Rd,41.665985,-87.912673,3600,2022
212063,Will-Cook Rd,41.632992,-87.91163,5950,2022
212064,Will-Cook Rd,41.662423,-87.912573,3600,2022
212065,Will-Cook Rd,41.671837,-87.912893,3600,2022
212066,Will-Cook Rd,41.663659,-87.912608,3600,2022
212067,Will-Cook Rd,41.658497,-87.912447,3600,2022
212068,Will-Cook Rd,41.632367,-87.911611,5950,2022
212069,Will-Cook Rd,41.631898,-87.911597,5950,2022
212070,Will-Cook Rd,41.664749,-87.912638,3600,2022
212071,Will-Cook Rd,41.633809,-87.911654,5950,2022
212072,Will-Cook Rd,41.634444,-87.911675,5950,2022
212073,Will-Cook Rd,41.635517,-87.911709,5950,2022
212074,118th St,41.674649,-87.909388,100,2022
212081,Artesian St,41.680574,-87.934036,100,2022
212082,Main St,41.688352,-87.933738,9200,2025
212083,Main St,41.688173,-87.932693,9200,2025
212084,Main St,41.688004,-87.931739,9200,2025
212085,Main St,41.688291,-87.933361,9200,2025
212086,Main St,41.688448,-87.934494,9200,2025
212087,Main St,41.68824,-87.933075,9200,2025
212088,Main St,41.688154,-87.945212,9200,2025
212089,Main St,41.688458,-87.936602,9200,2025
212090,Main St,41.688478,-87.935068,9200,2025
212093,McCarthy Rd,41.665808,-87.909721,8000,2022
212094,McCarthy Rd,41.665749,-87.913625,8000,2022
212095,McCarthy Rd,41.665687,-87.915639,8000,2022
212096,McCarthy Rd,41.665776,-87.912077,8000,2022
212097,McCarthy Rd,41.665793,-87.910801,8000,2022
212098,McCarthy Rd,41.665758,-87.913145,8000,2022
212099,McCarthy Rd,41.665766,-87.912762,8000,2022
212106,McCarthy Rd,41.665054,-87.948635,5950,2025
212107,McCarthy Rd,41.665386,-87.931183,8000,2022
212109,McCarthy Rd,41.665036,-87.949488,5950,2025
212112,McCarthy Rd,41.66553,-87.923891,8000,2022
212113,McCarthy Rd,41.665351,-87.932963,5950,2025
212727,Joliet Rd,41.759423,-87.90842,11800,2021
212728,Willowbrook Centre P,41.756224,-87.936138,2400,2024
212729,Willowbrook Centre P,41.754778,-87.938993,2400,2024
212730,75th St,41.752518,-87.943859,5650,2024
212731,75th St,41.752555,-87.94251,5650,2024
212732,Willowbrook Centre P,41.752596,-87.940881,2400,2024
212733,IL83SB TO I-55SWB CD,41.742996,-87.945944,4700,2025
212734,87th St,41.731237,-87.908142,900,2022
212735,87th St,41.731167,-87.914488,900,2022
212736,87th St,41.731223,-87.910563,900,2022
212737,87th St,41.731182,-87.913809,900,2022
212738,87th St,41.731213,-87.912315,900,2022
212739,I-55NEB CD TO IL83NB,41.740501,-87.942526,5600,2025
212740,91st St,41.723438,-87.935519,5050,2024
212742,91st St,41.723266,-87.943951,5050,2024
212743,91st St,41.723243,-87.945145,5050,2024
212744,91st St,41.723218,-87.946426,5050,2024
212745,91st St,41.72329,-87.94297,5050,2024
212746,91st St,41.723315,-87.942352,5050,2024
212747,91st St,41.723852,-87.916281,3100,2024
212748,91st St,41.723258,-87.944409,5050,2024
212749,91st St,41.72332,-87.942164,5050,2024
212750,91st St,41.723194,-87.947629,5050,2024
212751,91st St,41.723504,-87.932689,3100,2024
212752,91st St,41.72331,-87.942542,5050,2024
212753,91st St,41.723356,-87.940533,5050,2024
212754,91st St,41.723391,-87.937596,5050,2024
212755,91st St,41.72346,-87.934454,5050,2024
212756,91st St,41.723273,-87.94359,5050,2024
212763,Plainfield Rd,41.760272,-87.9462,15800,2024
212765,Plainfield Rd,41.760615,-87.945277,15800,2024
212766,I-55NEB CD TO IL83SB,41.739327,-87.945168,1500,2025
212767,German Church Rd,41.738556,-87.910295,5350,2022
212768,German Church Rd,41.738733,-87.903008,5350,2022
212769,I-55 SWB TO COLINESB,41.757607,-87.91796,3900,2025
212770,NB I-55 CD,41.741195,-87.944627,7100,2025
212771,NB I-55 CD,41.741432,-87.944072,7100,2025
212772,NB I-55 CD,41.739767,-87.947927,7100,2025
212773,79th St,41.746055,-87.902031,6550,2022
212774,NB I-55 CD,41.741059,-87.944964,7100,2025
212775,79th St,41.746003,-87.904504,6550,2022
212776,79th St,41.745963,-87.906291,6550,2022
212777,79th St,41.745918,-87.907866,6550,2022
212778,NB I-55 CD,41.743259,-87.940385,7100,2025
212779,NB I-55 CD,41.743488,-87.940112,7100,2025
212780,79th St,41.745823,-87.911266,6550,2022
212781,79th St,41.745739,-87.914541,6550,2022
212782,NB I-55 CD,41.742289,-87.942135,7100,2025
212783,83rd St,41.738046,-87.933951,2950,2024
212784,83rd St,41.738034,-87.934341,2950,2024
212785,83rd St,41.737944,-87.939151,2950,2024
212786,83rd St,41.738408,-87.917379,2950,2024
212787,83rd St,41.738225,-87.925999,2950,2024
212788,83rd St,41.73843,-87.915819,2950,2024
212789,72nd St,41.758838,-87.90154,2000,2022
212790,East Frontage Rd,41.756125,-87.913067,2000,2022
212791,COLINE SB TO I-55SWB,41.757485,-87.918259,1300,2025
212792,Santa Fe Ln,41.723198,-87.904913,475,2022
212793,Santa Fe Ln,41.722267,-87.907581,475,2022
212794,91st St,41.723943,-87.911721,1200,2022
212795,91st St,41.72404,-87.906836,1200,2022
212796,Madison St,41.748146,-87.934882,9800,2024
212797,Madison St,41.758883,-87.935212,9800,2024
212798,Madison St,41.728056,-87.934217,9800,2024
212799,Madison St,41.755328,-87.93508,9800,2024
212800,Madison St,41.746982,-87.934853,9800,2024
212801,Madison St,41.729875,-87.934278,9800,2024
212802,Madison St,41.734273,-87.934413,9800,2024
212803,Madison St,41.736299,-87.934454,9800,2024
212804,Madison St,41.7497,-87.934937,9800,2024
212805,Madison St,41.759783,-87.935254,9800,2024
212806,79th St,41.745453,-87.928387,5450,2024
212807,79th St,41.745399,-87.931647,5450,2024
212808,Madison St,41.74894,-87.934912,9800,2024
212809,Madison St,41.757536,-87.935159,9800,2024
212810,Madison St,41.748342,-87.934885,9800,2024
212811,79th St,41.74534,-87.934305,5450,2024
212812,Madison St,41.744553,-87.934775,9800,2024
212813,Madison St,41.756625,-87.935127,9800,2024
212814,Madison St,41.738173,-87.93454,9800,2024
212815,Madison St,41.745843,-87.934828,9800,2024
212816,79th St,41.745708,-87.915901,5450,2024
212817,Madison St,41.760663,-87.935281,9800,2024
212818,Madison St,41.754201,-87.935028,9800,2024
212819,Madison St,41.751594,-87.934974,9800,2024
212820,79th St,41.745586,-87.921843,5450,2024
212821,Madison St,41.753767,-87.934993,9800,2024
212822,Madison St,41.726355,-87.934161,9800,2024
212823,Madison St,41.741042,-87.934661,9800,2024
212824,Madison St,41.753405,-87.934989,9800,2024
212825,Madison St,41.747815,-87.934877,9800,2024
212826,Madison St,41.732362,-87.934366,9800,2024
212827,Madison St,41.726883,-87.934179,9800,2024
212828,Madison St,41.724761,-87.934108,9800,2024
212833,BURR RIDGE PKWY,41.753346,-87.910961,4150,2022
212834,I-55 SB TO IL-83 NB,41.743548,-87.943172,6200,2025
212835,I-55 WB TO CO LIN NB,41.758743,-87.91462,6600,2025
212838,75th St,41.752398,-87.947071,14700,2024
212842,75th St,41.752284,-87.948386,14700,2024
212844,75th St,41.752475,-87.94575,14700,2024
212847,Maple Ave,41.726066,-87.902289,125,2022
212849,County Line Rd,41.724906,-87.914662,3350,2022
212850,County Line Rd,41.746164,-87.915417,12100,2022
212851,County Line Rd,41.759086,-87.915957,18200,2022
212852,County Line Rd,41.728178,-87.914762,3350,2022
212853,County Line Rd,41.73174,-87.914891,4750,2022
212854,County Line Rd,41.742291,-87.915267,7350,2022
212855,County Line Rd,41.737907,-87.915104,4750,2022
212856,County Line Rd,41.73909,-87.915145,7350,2022
212857,County Line Rd,41.730794,-87.914859,3350,2022
212858,County Line Rd,41.745279,-87.915386,7350,2022
212859,County Line Rd,41.735067,-87.914992,4750,2022
212860,County Line Rd,41.732539,-87.914912,4750,2022
212861,IL83NB TO I-55SWB CD,41.743386,-87.943373,1400,2025
212862,I-55 EB TO CO LIN NB,41.755793,-87.913645,700,2025
212863,91st St,41.724098,-87.903511,300,2022
212866,County Line Rd,41.746929,-87.915447,12100,2022
212867,County Line Rd,41.747439,-87.915465,12100,2022
212868,County Line Rd,41.748059,-87.915488,12100,2022
212870,CO LIN NB TO I-55 EB,41.755838,-87.913401,1800,2021
212871,Joliet Rd,41.76013,-87.908365,17800,2025
212875,I-55 EB TO I-294 NB,41.759366,-87.90729,13700,2025
212876,I-55 EB TO I-294 NB,41.759295,-87.903889,13700,2025
212877,I-55 EB TO I-294 NB,41.759549,-87.906381,13700,2025
212878,I-55 EB TO I-294 NB,41.760195,-87.901936,13700,2025
212879,IL83NB TO I-55NEB CD,41.740256,-87.942604,4300,2025
212890,SWB I-55 CD,41.741015,-87.946319,10100,2025
212891,SWB I-55 CD,41.742007,-87.943986,10100,2025
212892,SWB I-55 CD,41.740137,-87.948393,6100,2025
212893,SWB I-55 CD,41.742938,-87.941926,10100,2025
212894,Wolf Rd,41.730554,-87.900759,1950,2022
212895,SWB I-55 CD,41.744134,-87.939821,10100,2025
212896,SWB I-55 CD,41.741499,-87.94517,10100,2025
212897,Wolf Rd,41.727209,-87.903154,1950,2022
212898,Barack Obama Preside,41.760242,-87.904316,125900,2025
212899,Barack Obama Preside,41.757872,-87.912697,156300,2025
212900,Barack Obama Preside,41.756756,-87.915452,157100,2025
212901,Barack Obama Preside,41.759637,-87.906563,125900,2025
212902,91st St,41.7238,-87.918984,3100,2024
212903,CO LIN NB TO I-55 WB,41.758401,-87.914276,800,2025
212904,Barack Obama Preside,41.759364,-87.907534,125900,2025
212905,Barack Obama Preside,41.757381,-87.913968,156300,2025
212906,Barack Obama Preside,41.758195,-87.91166,156300,2025
212907,Barack Obama Preside,41.758919,-87.909137,139600,2025
212909,Barack Obama Preside,41.75846,-87.910767,157400,2025
212910,Barack Obama Preside,41.758023,-87.912228,156300,2025
212911,91st St,41.723645,-87.925655,3100,2024
212912,I-55NEB TO COLINE SB,41.754868,-87.917742,2100,2025
212913,COLINE SB TO I-55NEB,41.754981,-87.917086,4500,2025
212914,IL-83 East Frontage,41.746658,-87.94404,6250,2025
212915,Midway Dr,41.748637,-87.944096,6250,2025
212916,I-55 West Frontage R,41.74682,-87.937974,6250,2025
212917,Midway Dr,41.748635,-87.944594,6250,2025
212918,I-55 West Frontage R,41.748246,-87.93519,6250,2025
212919,79th St,41.74515,-87.94167,6250,2025
212920,IL83SB TO I-55NEB CD,41.73983,-87.945674,5800,2025
212921,County Line Rd,41.756467,-87.915862,12100,2022
212922,County Line Rd,41.751211,-87.915673,12100,2022
212923,County Line Rd,41.748852,-87.915548,12100,2022
212924,I-294 SB TO I-55 EB,41.759071,-87.90321,13300,2025
212925,County Line Rd,41.750065,-87.915634,12100,2022
212926,County Line Rd,41.749385,-87.915604,12100,2022
212927,County Line Rd,41.754101,-87.915766,12100,2022
212928,I-55SWB CD TO IL83SB,41.742637,-87.94613,4400,2025
212930,Burlington Ave,41.798536,-87.948839,850,2024
212931,Stough St,41.799148,-87.945166,850,2024
212933,,41.784173,-87.947085,2500,2024
212934,55TH ST TO IL-83 SB,41.782912,-87.946968,2500,2024
212935,55TH ST TO IL-83 SB,41.787605,-87.949031,2500,2024
212936,55TH ST TO IL-83 SB,41.785328,-87.947157,2500,2024
212937,55TH ST TO IL-83 SB,41.786203,-87.947556,2500,2024
212938,Madison St,41.804071,-87.936902,3650,2024
212939,55th St,41.78911,-87.932269,21800,2024
212940,55th St,41.788634,-87.94667,25100,2024
212941,55th St,41.789014,-87.937122,25100,2024
212943,55th St,41.788752,-87.944098,25100,2024
212945,55th St,41.788658,-87.945372,25100,2024
212946,55th St,41.788961,-87.939889,25100,2024
212947,55th St,41.78906,-87.935409,21800,2024
212949,55th St,41.789136,-87.931303,21800,2024
212950,55th St,41.788786,-87.943791,25100,2024
212952,55th St,41.788605,-87.948218,25100,2024
212954,55th St,41.789085,-87.933665,21800,2024
212956,55th St,41.788917,-87.942277,25100,2024
212957,55th St,41.788629,-87.946926,25100,2024
212958,55th St,41.788861,-87.94312,25100,2024
212960,63rd St,41.774381,-87.938977,11300,2024
212961,Plainfield Rd,41.762064,-87.941455,18900,2024
212962,63rd St,41.774357,-87.94112,11300,2024
212963,63rd St,41.774395,-87.937858,11300,2024
212964,Plainfield Rd,41.763276,-87.938249,18900,2024
212965,Plainfield Rd,41.7658,-87.932124,18900,2024
212966,63rd St,41.774418,-87.936273,11300,2024
212967,63rd St,41.774412,-87.936832,11300,2024
212968,63rd St,41.7743,-87.944048,11300,2024
212969,63rd St,41.774368,-87.940553,11300,2024
212970,63rd St,41.774288,-87.944626,11300,2024
212971,Plainfield Rd,41.764844,-87.934347,18900,2024
212972,63rd St,41.774276,-87.945214,11300,2024
212973,63rd St,41.774265,-87.946017,11300,2024
212974,63rd St,41.774378,-87.939911,11300,2024
212975,63rd St,41.774316,-87.943259,11300,2024
212976,Plainfield Rd,41.761344,-87.943341,18900,2024
212977,63rd St,41.77435,-87.941562,11300,2024
212978,63rd St,41.774408,-87.937205,11300,2024
212979,Plainfield Rd,41.762298,-87.940846,18900,2024
212980,63rd St,41.774338,-87.942226,11300,2024
212981,55TH ST TO IL-83 NB,41.792274,-87.946908,9600,2024
212982,,41.791348,-87.94673,9600,2024
212983,55TH ST TO IL-83 NB,41.790596,-87.945897,9600,2024
212984,55TH ST TO IL-83 NB,41.789534,-87.94526,9600,2024
212985,LANE CT,41.770708,-87.939294,100,2024
212986,Madison St,41.789447,-87.936381,7750,2024
212987,Madison St,41.786088,-87.936242,7750,2024
212988,Madison St,41.784312,-87.936175,7750,2024
212989,Madison St,41.788376,-87.936338,7750,2024
212990,Madison St,41.787398,-87.936303,7750,2024
212991,Madison St,41.796758,-87.936632,7750,2024
212992,Madison St,41.791264,-87.936443,7750,2024
212994,Hinsdale Ave,41.801291,-87.93485,850,2024
212995,Burlington Ave,41.799179,-87.945942,850,2024
212996,Hinsdale Ave,41.80003,-87.940513,850,2024
212999,Hinsdale Ave,41.801688,-87.933076,850,2024
213001,67th St,41.766972,-87.945149,1800,2024
213002,67th St,41.766907,-87.949194,1800,2024
213005,IL-83 SB TO 55TH ST,41.78784,-87.948809,2400,2024
213006,IL-83 SB TO 55TH ST,41.788558,-87.947539,2400,2024
213007,,41.788377,-87.948177,2400,2024
213008,IL-83 SB TO 55TH ST,41.788607,-87.947354,2400,2024
213011,Chicago Ave,41.803512,-87.936657,6600,2024
213012,Chicago Ave,41.803405,-87.942742,6600,2024
213013,Chicago Ave,41.803332,-87.946794,6600,2024
213014,Chicago Ave,41.803613,-87.931241,6600,2024
213015,Chicago Ave,41.80332,-87.947372,6600,2024
213016,Chicago Ave,41.803584,-87.932791,6600,2024
213017,Madison St,41.776367,-87.935863,7750,2024
213018,IL-83 NB TO 55TH ST,41.789648,-87.945362,1700,2024
213019,Madison St,41.781562,-87.936061,7750,2024
213020,Madison St,41.763685,-87.935375,9800,2024
213021,Madison St,41.764878,-87.93543,9800,2024
213023,IL-83 NB TO 55TH ST,41.789103,-87.946758,1700,2024
213025,Chicago Ave,41.80334,-87.946387,6600,2024
213026,Madison St,41.78896,-87.936363,7750,2024
213027,Madison St,41.773794,-87.935763,9800,2024
213028,Madison St,41.762018,-87.935326,9800,2024
213029,Chicago Ave,41.803329,-87.94695,6600,2024
213030,Madison St,41.77709,-87.93589,7750,2024
213031,Madison St,41.765918,-87.935486,9800,2024
213032,Madison St,41.77922,-87.935972,7750,2024
213033,Chicago Ave,41.80329,-87.948927,6600,2024
213034,IL-83 NB TO 55TH ST,41.790153,-87.946523,1700,2024
213035,Madison St,41.781295,-87.936051,7750,2024
213036,Chicago Ave,41.803334,-87.946694,6600,2024
213037,Madison St,41.774647,-87.935816,7750,2024
213038,IL-83 NB TO 55TH ST,41.790432,-87.945916,1700,2024
213039,Madison St,41.773118,-87.935736,9800,2024
213040,Madison St,41.775513,-87.935841,7750,2024
213041,IL-83 NB TO 55TH ST,41.788799,-87.945339,1700,2024
213042,Madison St,41.769493,-87.935603,9800,2024
213043,Madison St,41.782574,-87.9361,7750,2024
213044,Madison St,41.77414,-87.935787,9800,2024
213045,Madison St,41.764256,-87.935407,9800,2024
213046,Madison St,41.781037,-87.936042,7750,2024
213047,Madison St,41.762913,-87.935359,9800,2024
213052,63rd St,41.774211,-87.948459,21000,2024
213054,63rd St,41.774236,-87.947544,21000,2024
213063,63rd St,41.774184,-87.949692,21000,2024
213064,63rd St,41.7742,-87.948829,21000,2024
213077,IL-83 SB TO 55TH ST,41.787344,-87.94727,5600,2020
213078,IL-83 SB TO 55TH ST,41.787985,-87.94893,5600,2020
213079,IL-83 SB TO 55TH ST,41.787017,-87.94871,5600,2020
213080,IL-83 SB TO 55TH ST,41.788482,-87.94897,5600,2020
213100,LINCOLN ST,41.803091,-87.930841,2450,2024
213101,LINCOLN ST,41.801151,-87.930752,2450,2024
213102,Madison St,41.802589,-87.936864,1050,2024
213103,MONROE ST,41.801887,-87.939284,3400,2024
213104,Hinsdale Ave,41.803042,-87.926969,6250,2024
213105,Chicago Ave,41.803898,-87.919685,6250,2024
213106,Joliet Rd,41.76248,-87.903302,12500,2018
213107,Joliet Rd,41.760686,-87.906617,11800,2021
213108,Joliet Rd,41.761583,-87.905139,11800,2021
213109,Hinsdale Oasis,41.775057,-87.907176,2700,2024
213110,Hinsdale Oasis,41.783388,-87.906746,2700,2024
213111,Hinsdale Oasis,41.779673,-87.907417,2700,2024
213112,Hinsdale Oasis,41.775922,-87.907226,2700,2024
213113,Hinsdale Oasis,41.785774,-87.90767,2700,2024
213114,Hinsdale Oasis,41.774445,-87.907087,2700,2024
213115,55th St,41.789231,-87.927663,21800,2024
213116,55th St,41.7893,-87.92387,20900,2024
213117,55th St,41.789153,-87.93077,21800,2024
213118,55th St,41.789255,-87.926281,20900,2024
213119,55th St,41.789373,-87.920171,20900,2024
213120,55th St,41.78944,-87.917742,20900,2024
213121,55th St,41.789191,-87.929617,21800,2024
213122,Plainfield Rd,41.767548,-87.928079,18900,2024
213123,Plainfield Rd,41.770198,-87.919653,18900,2024
213124,Plainfield Rd,41.766836,-87.929726,18900,2024
213125,Plainfield Rd,41.766238,-87.931101,18900,2024
213126,Plainfield Rd,41.768564,-87.925247,18900,2024
213127,Plainfield Rd,41.768151,-87.926579,18900,2024
213128,Plainfield Rd,41.768959,-87.923874,18900,2024
213129,WASHINGTON ST,41.801781,-87.929246,725,2024
213130,,41.761351,-87.906007,11200,2024
213131,,41.762636,-87.904987,11200,2024
213132,,41.761001,-87.906643,11200,2024
213133,,41.76112,-87.906433,11200,2024
213134,COMMONWEALTH AV,41.798212,-87.907448,425,2022
213135,Hinsdale Ave,41.802364,-87.930077,850,2024
213136,Hinsdale Ave,41.803658,-87.924295,6250,2024
213137,I-294SB TO JOLIET RD,41.76098,-87.904073,1600,2024
213138,Hinsdale Ave,41.802903,-87.927529,850,2024
213139,JOLIET TO I-294 NB,41.7633,-87.904758,2000,2024
213140,JOLIET TO I-294 NB,41.763164,-87.9025,2000,2024
213141,53RD ST,41.793302,-87.906501,550,2022
213142,53RD ST,41.793394,-87.901833,550,2022
213143,Chicago Ave,41.803635,-87.930087,6600,2024
213144,Chicago Ave,41.803677,-87.927802,6600,2024
213145,Chicago Ave,41.803658,-87.92884,6600,2024
213146,HINSOASIS TO I-294SB,41.78283,-87.90925,3400,2024
213147,HINSOASIS TO I-294SB,41.780327,-87.908084,3400,2024
213148,County Line Rd,41.792936,-87.917161,10700,2022
213149,County Line Rd,41.78156,-87.916713,10700,2022
213150,County Line Rd,41.772991,-87.916386,10700,2022
213151,County Line Rd,41.800196,-87.917462,10700,2022
213152,County Line Rd,41.762097,-87.916066,18200,2022
213153,County Line Rd,41.785121,-87.916844,10700,2022
213154,County Line Rd,41.776796,-87.91652,10700,2022
213155,County Line Rd,41.770904,-87.916294,18200,2022
213156,County Line Rd,41.780478,-87.916675,10700,2022
213157,County Line Rd,41.768866,-87.91622,18200,2022
213158,County Line Rd,41.787099,-87.916921,10700,2022
213159,County Line Rd,41.789227,-87.917002,10700,2022
213160,55th St,41.789462,-87.916331,16600,2022
213161,55th St,41.789611,-87.908337,16600,2022
213162,55th St,41.789578,-87.910246,16600,2022
213163,55th St,41.789593,-87.909262,16600,2022
213164,Plainfield Rd,41.774467,-87.908413,9650,2022
213165,Plainfield Rd,41.776098,-87.904116,9650,2022
213166,Plainfield Rd,41.773134,-87.912125,9650,2022
213167,County Line Rd,41.763204,-87.916045,18200,2022
213168,County Line Rd,41.767281,-87.916158,18200,2022
213169,County Line Rd,41.781008,-87.916693,10700,2022
213170,County Line Rd,41.783405,-87.91677,10700,2022
213171,County Line Rd,41.765469,-87.9161,18200,2022
213172,County Line Rd,41.7721,-87.916376,10700,2022
213173,55th St,41.789496,-87.914692,16600,2022
213174,55th St,41.789784,-87.899866,16600,2022
213175,55th St,41.78957,-87.911302,16600,2022
213176,55th St,41.78954,-87.91257,16600,2022
213177,55th St,41.789778,-87.900841,16600,2022
213178,55th St,41.789524,-87.913342,16600,2022
213179,55th St,41.789653,-87.906455,16600,2022
213180,55th St,41.78981,-87.898476,16600,2022
213181,55th St,41.789754,-87.902166,16600,2022
213182,55th St,41.789619,-87.907971,16600,2022
213183,55th St,41.789704,-87.904293,16600,2022
213184,55th St,41.789628,-87.90761,16600,2022
213185,Joliet Rd,41.76298,-87.902276,12500,2018
213186,Joliet Rd,41.763686,-87.900789,12500,2018
213187,Joliet Rd,41.763326,-87.901556,12500,2018
213188,Plainfield Rd,41.772198,-87.914633,9650,2022
213189,Plainfield Rd,41.778406,-87.899787,9650,2022
213190,Plainfield Rd,41.774836,-87.907379,9650,2022
