bg_geoid,lat,lng,population,acs_vintage,jobs,lodes_vintage
170311710004,41.9436595,-87.7952930,798,ACS 2020-2024 5-year,56,LODES8 2023
170311710005,41.9417331,-87.8007145,631,ACS 2020-2024 5-year,86,LODES8 2023
170311710006,41.9416582,-87.8050227,1290,ACS 2020-2024 5-year,344,LODES8 2023
170311711001,41.9439014,-87.7800829,1773,ACS 2020-2024 5-year,80,LODES8 2023
170311711002,41.9402345,-87.7799345,1138,ACS 2020-2024 5-year,104,LODES8 2023
170311711003,41.9420080,-87.7849335,965,ACS 2020-2024 5-year,63,LODES8 2023
170311801001,41.9363689,-87.7937840,1000,ACS 2020-2024 5-year,107,LODES8 2023
170311801002,41.9327338,-87.7936860,1530,ACS 2020-2024 5-year,45,LODES8 2023
170311801003,41.9326488,-87.7998219,628,ACS 2020-2024 5-year,132,LODES8 2023
170311801004,41.9362740,-87.8003930,2703,ACS 2020-2024 5-year,85,LODES8 2023
170311801005,41.9341451,-87.8049724,1179,ACS 2020-2024 5-year,194,LODES8 2023
170311901001,41.9352176,-87.7443889,2423,ACS 2020-2024 5-year,729,LODES8 2023
170311902001,41.9378516,-87.7517539,1454,ACS 2020-2024 5-year,245,LODES8 2023
170311902002,41.9360285,-87.7516845,1478,ACS 2020-2024 5-year,30,LODES8 2023
170311902003,41.9342048,-87.7516120,1805,ACS 2020-2024 5-year,55,LODES8 2023
170311902004,41.9323794,-87.7515457,1029,ACS 2020-2024 5-year,142,LODES8 2023
170311903001,41.9377256,-87.7615613,1123,ACS 2020-2024 5-year,210,LODES8 2023
170311903002,41.9359018,-87.7614966,1198,ACS 2020-2024 5-year,83,LODES8 2023
170311903003,41.9340760,-87.7614327,2050,ACS 2020-2024 5-year,18,LODES8 2023
170311903004,41.9322503,-87.7613635,1357,ACS 2020-2024 5-year,91,LODES8 2023
170311904011,41.9365568,-87.7810167,1271,ACS 2020-2024 5-year,98,LODES8 2023
170311904012,41.9328989,-87.7808881,2584,ACS 2020-2024 5-year,98,LODES8 2023
170311904021,41.9366861,-87.7712946,1399,ACS 2020-2024 5-year,269,LODES8 2023
170311904022,41.9330348,-87.7711690,3181,ACS 2020-2024 5-year,108,LODES8 2023
170311906011,41.9301376,-87.7820188,537,ACS 2020-2024 5-year,32,LODES8 2023
170311906012,41.9264793,-87.7818938,917,ACS 2020-2024 5-year,7,LODES8 2023
170311906013,41.9274648,-87.7768000,2334,ACS 2020-2024 5-year,44,LODES8 2023
170311906021,41.9275088,-87.7743932,772,ACS 2020-2024 5-year,73,LODES8 2023
170311906022,41.9275926,-87.7685491,2376,ACS 2020-2024 5-year,648,LODES8 2023
170311906023,41.9275370,-87.7721948,2597,ACS 2020-2024 5-year,42,LODES8 2023
170311907011,41.9297124,-87.7637324,1911,ACS 2020-2024 5-year,157,LODES8 2023
170311907012,41.9298864,-87.7589167,773,ACS 2020-2024 5-year,116,LODES8 2023
170311907021,41.9269758,-87.7636344,1232,ACS 2020-2024 5-year,66,LODES8 2023
170311907022,41.9271864,-87.7586129,1371,ACS 2020-2024 5-year,22,LODES8 2023
170311907023,41.9249620,-87.7610808,1789,ACS 2020-2024 5-year,242,LODES8 2023
170311908001,41.9301414,-87.7489941,889,ACS 2020-2024 5-year,226,LODES8 2023
170311908002,41.9274230,-87.7488850,440,ACS 2020-2024 5-year,20,LODES8 2023
170311908003,41.9251018,-87.7512556,1618,ACS 2020-2024 5-year,237,LODES8 2023
170311908004,41.9273565,-87.7538040,1891,ACS 2020-2024 5-year,9,LODES8 2023
170311908005,41.9300747,-87.7539091,1180,ACS 2020-2024 5-year,42,LODES8 2023
170311909001,41.9279225,-87.7441048,1818,ACS 2020-2024 5-year,153,LODES8 2023
170311910001,41.9224422,-87.7439179,901,ACS 2020-2024 5-year,233,LODES8 2023
170311910002,41.9174035,-87.7437345,1414,ACS 2020-2024 5-year,436,LODES8 2023
170311911001,41.9214794,-87.7474599,734,ACS 2020-2024 5-year,90,LODES8 2023
170311911002,41.9165713,-87.7475704,712,ACS 2020-2024 5-year,76,LODES8 2023
170311911003,41.9170485,-87.7510649,1285,ACS 2020-2024 5-year,873,LODES8 2023
170311911004,41.9214546,-87.7499190,1875,ACS 2020-2024 5-year,35,LODES8 2023
170311911005,41.9217698,-87.7533722,1435,ACS 2020-2024 5-year,100,LODES8 2023
170311911006,41.9178908,-87.7546208,238,ACS 2020-2024 5-year,67,LODES8 2023
170311912001,41.9217196,-87.7582933,2595,ACS 2020-2024 5-year,68,LODES8 2023
170311912002,41.9194936,-87.7618709,1241,ACS 2020-2024 5-year,76,LODES8 2023
170311913011,41.9225276,-87.7795106,1610,ACS 2020-2024 5-year,60,LODES8 2023
170311913012,41.9184058,-87.7792465,1574,ACS 2020-2024 5-year,154,LODES8 2023
170311913013,41.9201298,-87.7830304,1672,ACS 2020-2024 5-year,120,LODES8 2023
170311913021,41.9199021,-87.7725862,2439,ACS 2020-2024 5-year,230,LODES8 2023
170311913022,41.9206166,-87.7680972,1788,ACS 2020-2024 5-year,268,LODES8 2023
170312001001,41.9345491,-87.7343670,934,ACS 2020-2024 5-year,232,LODES8 2023
170312001002,41.9352455,-87.7369940,954,ACS 2020-2024 5-year,74,LODES8 2023
170312001003,41.9352692,-87.7400911,2116,ACS 2020-2024 5-year,181,LODES8 2023
170312002001,41.9297789,-87.7336207,628,ACS 2020-2024 5-year,355,LODES8 2023
170312002002,41.9261627,-87.7326324,1537,ACS 2020-2024 5-year,540,LODES8 2023
170312002003,41.9258227,-87.7391640,963,ACS 2020-2024 5-year,42,LODES8 2023
170312002004,41.9294701,-87.7392892,1473,ACS 2020-2024 5-year,285,LODES8 2023
170312003001,41.9235272,-87.7297793,618,ACS 2020-2024 5-year,72,LODES8 2023
170312003002,41.9234474,-87.7372134,1240,ACS 2020-2024 5-year,187,LODES8 2023
170312004011,41.9188461,-87.7389329,1267,ACS 2020-2024 5-year,203,LODES8 2023
170312004012,41.9211905,-87.7353985,1871,ACS 2020-2024 5-year,934,LODES8 2023
170312004021,41.9180323,-87.7291590,1446,ACS 2020-2024 5-year,198,LODES8 2023
170312004022,41.9198675,-87.7300058,1247,ACS 2020-2024 5-year,68,LODES8 2023
170312004023,41.9216908,-87.7300915,1685,ACS 2020-2024 5-year,165,LODES8 2023
170312101001,41.9446487,-87.7005716,1124,ACS 2020-2024 5-year,2400,LODES8 2023
170312101002,41.9409896,-87.7047112,1859,ACS 2020-2024 5-year,228,LODES8 2023
170312101003,41.9448081,-87.7055716,1223,ACS 2020-2024 5-year,169,LODES8 2023
170312104001,41.9372349,-87.7300274,1841,ACS 2020-2024 5-year,130,LODES8 2023
170312104002,41.9344639,-87.7305449,1254,ACS 2020-2024 5-year,469,LODES8 2023
170312105011,41.9374886,-87.7188946,727,ACS 2020-2024 5-year,414,LODES8 2023
170312105012,41.9373587,-87.7240049,2172,ACS 2020-2024 5-year,386,LODES8 2023
170312105021,41.9331433,-87.7211623,1514,ACS 2020-2024 5-year,45,LODES8 2023
170312105022,41.9348455,-87.7198719,1200,ACS 2020-2024 5-year,36,LODES8 2023
170312105023,41.9336651,-87.7255302,1586,ACS 2020-2024 5-year,294,LODES8 2023
170312106011,41.9383831,-87.7100874,771,ACS 2020-2024 5-year,34,LODES8 2023
170312106012,41.9365812,-87.7099923,452,ACS 2020-2024 5-year,36,LODES8 2023
170312106013,41.9378718,-87.7153055,1206,ACS 2020-2024 5-year,58,LODES8 2023
170312106021,41.9335778,-87.7094165,1153,ACS 2020-2024 5-year,38,LODES8 2023
170312106022,41.9336836,-87.7127340,1017,ACS 2020-2024 5-year,628,LODES8 2023
170312106023,41.9349241,-87.7149403,1772,ACS 2020-2024 5-year,420,LODES8 2023
170312107001,41.9366031,-87.7014026,343,ACS 2020-2024 5-year,64,LODES8 2023
170312107002,41.9329652,-87.7037783,1440,ACS 2020-2024 5-year,102,LODES8 2023
170312107003,41.9366145,-87.7051052,1986,ACS 2020-2024 5-year,372,LODES8 2023
170312108001,41.9357455,-87.6989334,1073,ACS 2020-2024 5-year,329,LODES8 2023
170312109001,41.9363832,-87.6935241,2011,ACS 2020-2024 5-year,921,LODES8 2023
170312109002,41.9330343,-87.6933566,1049,ACS 2020-2024 5-year,99,LODES8 2023
170312203001,41.9297451,-87.6948805,1076,ACS 2020-2024 5-year,30,LODES8 2023
170312203002,41.9263469,-87.6954268,1066,ACS 2020-2024 5-year,95,LODES8 2023
170312204001,41.9288378,-87.6986709,896,ACS 2020-2024 5-year,133,LODES8 2023
170312204002,41.9281136,-87.7009832,1634,ACS 2020-2024 5-year,333,LODES8 2023
170312205001,41.9293290,-87.7036703,849,ACS 2020-2024 5-year,257,LODES8 2023
170312205002,41.9263842,-87.7054979,1233,ACS 2020-2024 5-year,501,LODES8 2023
170312205003,41.9303221,-87.7061599,815,ACS 2020-2024 5-year,243,LODES8 2023
170312206011,41.9255997,-87.7098637,829,ACS 2020-2024 5-year,77,LODES8 2023
170312206012,41.9259775,-87.7149231,851,ACS 2020-2024 5-year,164,LODES8 2023
170312206021,41.9301089,-87.7090823,1223,ACS 2020-2024 5-year,367,LODES8 2023
170312206022,41.9295532,-87.7135506,1204,ACS 2020-2024 5-year,155,LODES8 2023
170312206023,41.9310299,-87.7147284,951,ACS 2020-2024 5-year,92,LODES8 2023
170312206024,41.9274075,-87.7111474,980,ACS 2020-2024 5-year,144,LODES8 2023
170312207011,41.9261559,-87.7207029,711,ACS 2020-2024 5-year,42,LODES8 2023
170312207012,41.9261869,-87.7182567,665,ACS 2020-2024 5-year,152,LODES8 2023
170312207013,41.9261365,-87.7240218,1475,ACS 2020-2024 5-year,136,LODES8 2023
170312207021,41.9298082,-87.7208075,1153,ACS 2020-2024 5-year,26,LODES8 2023
170312207022,41.9290838,-87.7272169,1125,ACS 2020-2024 5-year,992,LODES8 2023
170312207023,41.9294492,-87.7230761,836,ACS 2020-2024 5-year,23,LODES8 2023
170312207024,41.9298392,-87.7183600,789,ACS 2020-2024 5-year,54,LODES8 2023
170312209011,41.9190685,-87.7204977,1121,ACS 2020-2024 5-year,163,LODES8 2023
170312209012,41.9190976,-87.7180507,686,ACS 2020-2024 5-year,52,LODES8 2023
170312209013,41.9193086,-87.7237910,1187,ACS 2020-2024 5-year,64,LODES8 2023
170312209021,41.9226799,-87.7242814,1103,ACS 2020-2024 5-year,203,LODES8 2023
170312209022,41.9227425,-87.7193840,1917,ACS 2020-2024 5-year,294,LODES8 2023
170312210001,41.9227924,-87.7153096,935,ACS 2020-2024 5-year,109,LODES8 2023
170312210002,41.9191319,-87.7151956,1569,ACS 2020-2024 5-year,86,LODES8 2023
170312211001,41.9228419,-87.7095829,1665,ACS 2020-2024 5-year,331,LODES8 2023
170312211002,41.9191842,-87.7095085,1351,ACS 2020-2024 5-year,80,LODES8 2023
170312211003,41.9209966,-87.7128077,1170,ACS 2020-2024 5-year,78,LODES8 2023
170312212001,41.9194513,-87.7045986,1634,ACS 2020-2024 5-year,144,LODES8 2023
170312212002,41.9231098,-87.7047136,1462,ACS 2020-2024 5-year,326,LODES8 2023
170312213001,41.9232152,-87.6998306,1335,ACS 2020-2024 5-year,800,LODES8 2023
170312213002,41.9195766,-87.6986589,1023,ACS 2020-2024 5-year,306,LODES8 2023
170312213003,41.9195290,-87.7010966,411,ACS 2020-2024 5-year,74,LODES8 2023
170312214001,41.9230927,-87.6946543,791,ACS 2020-2024 5-year,313,LODES8 2023
170312214002,41.9205885,-87.6961093,1157,ACS 2020-2024 5-year,226,LODES8 2023
170312214003,41.9185961,-87.6932122,1047,ACS 2020-2024 5-year,685,LODES8 2023
170312215001,41.9208728,-87.6887198,1748,ACS 2020-2024 5-year,408,LODES8 2023
170312215002,41.9223459,-87.6910637,1489,ACS 2020-2024 5-year,128,LODES8 2023
170312216001,41.9212662,-87.6839346,1808,ACS 2020-2024 5-year,159,LODES8 2023
170312216002,41.9212278,-87.6863531,1598,ACS 2020-2024 5-year,1668,LODES8 2023
170312222001,41.9162952,-87.6822347,1120,ACS 2020-2024 5-year,132,LODES8 2023
170312222002,41.9155074,-87.6854856,1031,ACS 2020-2024 5-year,230,LODES8 2023
170312225001,41.9156825,-87.6995874,1241,ACS 2020-2024 5-year,94,LODES8 2023
170312226001,41.9156388,-87.7044798,1465,ACS 2020-2024 5-year,109,LODES8 2023
170312227001,41.9155257,-87.7085835,636,ACS 2020-2024 5-year,174,LODES8 2023
170312227002,41.9154757,-87.7118574,1399,ACS 2020-2024 5-year,64,LODES8 2023
170312228001,41.9154349,-87.7150953,945,ACS 2020-2024 5-year,64,LODES8 2023
170312229001,41.9155644,-87.7200744,1171,ACS 2020-2024 5-year,144,LODES8 2023
170312301001,41.9120080,-87.7043655,1516,ACS 2020-2024 5-year,18,LODES8 2023
170312302001,41.9118688,-87.7100844,1936,ACS 2020-2024 5-year,180,LODES8 2023
170312303001,41.9117866,-87.7149884,967,ACS 2020-2024 5-year,18,LODES8 2023
170312304001,41.9118504,-87.7191026,906,ACS 2020-2024 5-year,27,LODES8 2023
170312304002,41.9117899,-87.7240095,1216,ACS 2020-2024 5-year,140,LODES8 2023
170312305001,41.9117269,-87.7288324,2919,ACS 2020-2024 5-year,31,LODES8 2023
170312305002,41.9116713,-87.7363720,754,ACS 2020-2024 5-year,432,LODES8 2023
170312306001,41.9076175,-87.7276699,646,ACS 2020-2024 5-year,101,LODES8 2023
170312306002,41.9039850,-87.7288015,741,ACS 2020-2024 5-year,30,LODES8 2023
170312306003,41.9075689,-87.7301263,1289,ACS 2020-2024 5-year,71,LODES8 2023
170312306004,41.9075367,-87.7325831,1166,ACS 2020-2024 5-year,87,LODES8 2023
170312306005,41.9039091,-87.7337212,2697,ACS 2020-2024 5-year,19,LODES8 2023
170312306006,41.9063904,-87.7380450,2043,ACS 2020-2024 5-year,460,LODES8 2023
170312307001,41.9081589,-87.7191694,2105,ACS 2020-2024 5-year,112,LODES8 2023
170312307002,41.9045389,-87.7190599,431,ACS 2020-2024 5-year,76,LODES8 2023
170312307003,41.9044543,-87.7238745,1498,ACS 2020-2024 5-year,268,LODES8 2023
170312307004,41.9080472,-87.7240668,1311,ACS 2020-2024 5-year,39,LODES8 2023
170312308001,41.9058396,-87.7149530,993,ACS 2020-2024 5-year,198,LODES8 2023
170312309001,41.9082766,-87.7094007,1570,ACS 2020-2024 5-year,77,LODES8 2023
170312309002,41.9046277,-87.7092888,2182,ACS 2020-2024 5-year,70,LODES8 2023
170312309003,41.9073202,-87.7130452,1040,ACS 2020-2024 5-year,18,LODES8 2023
170312311001,41.8992542,-87.7150684,1248,ACS 2020-2024 5-year,174,LODES8 2023
170312312001,41.9009145,-87.7183262,1938,ACS 2020-2024 5-year,63,LODES8 2023
170312312002,41.8972670,-87.7182032,567,ACS 2020-2024 5-year,188,LODES8 2023
170312312003,41.8972323,-87.7218637,407,ACS 2020-2024 5-year,147,LODES8 2023
170312312004,41.9008811,-87.7219818,1521,ACS 2020-2024 5-year,16,LODES8 2023
170312312005,41.8990278,-87.7249723,1665,ACS 2020-2024 5-year,50,LODES8 2023
170312315001,41.8936574,-87.7132098,1100,ACS 2020-2024 5-year,7,LODES8 2023
170312315002,41.8936196,-87.7168694,484,ACS 2020-2024 5-year,74,LODES8 2023
170312315003,41.8898639,-87.7222631,1693,ACS 2020-2024 5-year,168,LODES8 2023
170312315004,41.8935656,-87.7223621,708,ACS 2020-2024 5-year,808,LODES8 2023
170312315005,41.8899387,-87.7149313,2060,ACS 2020-2024 5-year,645,LODES8 2023
170312402001,41.9124417,-87.6701816,1743,ACS 2020-2024 5-year,197,LODES8 2023
170312403001,41.9123693,-87.6750677,1299,ACS 2020-2024 5-year,730,LODES8 2023
170312405001,41.9119683,-87.6836267,2329,ACS 2020-2024 5-year,1337,LODES8 2023
170312406001,41.9121341,-87.6897111,1739,ACS 2020-2024 5-year,182,LODES8 2023
170312407001,41.9120878,-87.6945986,1509,ACS 2020-2024 5-year,132,LODES8 2023
170312408001,41.9120587,-87.6980943,620,ACS 2020-2024 5-year,47,LODES8 2023
170312408002,41.9120406,-87.7005307,963,ACS 2020-2024 5-year,116,LODES8 2023
170312409001,41.9048448,-87.6986233,1247,ACS 2020-2024 5-year,1567,LODES8 2023
170312410001,41.9079732,-87.6932829,789,ACS 2020-2024 5-year,109,LODES8 2023
170312410002,41.9079641,-87.6957497,1159,ACS 2020-2024 5-year,668,LODES8 2023
170312411001,41.9066547,-87.6883533,1734,ACS 2020-2024 5-year,266,LODES8 2023
170312411002,41.9066258,-87.6908099,1764,ACS 2020-2024 5-year,65,LODES8 2023
170312412001,41.9067279,-87.6834650,908,ACS 2020-2024 5-year,198,LODES8 2023
170312412002,41.9066861,-87.6859039,784,ACS 2020-2024 5-year,342,LODES8 2023
170312413001,41.9067716,-87.6810250,1844,ACS 2020-2024 5-year,381,LODES8 2023
170312414001,41.9085855,-87.6774268,1838,ACS 2020-2024 5-year,733,LODES8 2023
170312414002,41.9063126,-87.6747009,642,ACS 2020-2024 5-year,204,LODES8 2023
170312414003,41.9044598,-87.6710634,2101,ACS 2020-2024 5-year,969,LODES8 2023
170312414004,41.9047582,-87.6772864,1112,ACS 2020-2024 5-year,457,LODES8 2023
170312415001,41.9094623,-87.6700997,1388,ACS 2020-2024 5-year,192,LODES8 2023
170312415002,41.9072224,-87.6693959,591,ACS 2020-2024 5-year,469,LODES8 2023
170312415003,41.9082350,-87.6727138,790,ACS 2020-2024 5-year,1324,LODES8 2023
170312416001,41.9086175,-87.6656084,1410,ACS 2020-2024 5-year,2113,LODES8 2023
170312416002,41.9051982,-87.6651053,2369,ACS 2020-2024 5-year,364,LODES8 2023
170312420001,41.9002171,-87.6649449,1014,ACS 2020-2024 5-year,355,LODES8 2023
170312420002,41.8974751,-87.6648835,2491,ACS 2020-2024 5-year,173,LODES8 2023
170312420003,41.9024823,-87.6650756,1070,ACS 2020-2024 5-year,240,LODES8 2023
170312421001,41.9015073,-87.6686675,1465,ACS 2020-2024 5-year,204,LODES8 2023
170312421002,41.9014679,-87.6711129,1007,ACS 2020-2024 5-year,276,LODES8 2023
170312421003,41.8978510,-87.6697870,1320,ACS 2020-2024 5-year,401,LODES8 2023
170312422001,41.9014101,-87.6747711,2048,ACS 2020-2024 5-year,243,LODES8 2023
170312422002,41.8977711,-87.6746665,2134,ACS 2020-2024 5-year,1005,LODES8 2023
170312423001,41.9013284,-87.6796500,1441,ACS 2020-2024 5-year,229,LODES8 2023
170312423002,41.8976885,-87.6795508,1767,ACS 2020-2024 5-year,214,LODES8 2023
170312424001,41.9012409,-87.6845374,1096,ACS 2020-2024 5-year,1157,LODES8 2023
170312424002,41.8976028,-87.6844426,1988,ACS 2020-2024 5-year,299,LODES8 2023
170312425001,41.9011725,-87.6894448,1821,ACS 2020-2024 5-year,209,LODES8 2023
170312425002,41.8974716,-87.6891755,1573,ACS 2020-2024 5-year,149,LODES8 2023
170312426001,41.9043164,-87.6944493,1689,ACS 2020-2024 5-year,61,LODES8 2023
170312426002,41.9015827,-87.6943822,1600,ACS 2020-2024 5-year,393,LODES8 2023
170312426003,41.8979592,-87.6926506,1670,ACS 2020-2024 5-year,81,LODES8 2023
170312426004,41.8979333,-87.6955257,929,ACS 2020-2024 5-year,304,LODES8 2023
170312427001,41.8974254,-87.6993742,1880,ACS 2020-2024 5-year,308,LODES8 2023
170312428001,41.8926320,-87.6903237,1575,ACS 2020-2024 5-year,579,LODES8 2023
170312429001,41.8939658,-87.6843433,1433,ACS 2020-2024 5-year,159,LODES8 2023
170312429002,41.8903764,-87.6842345,809,ACS 2020-2024 5-year,434,LODES8 2023
170312430001,41.8937078,-87.6782133,1038,ACS 2020-2024 5-year,482,LODES8 2023
170312430002,41.8916510,-87.6799145,1326,ACS 2020-2024 5-year,1011,LODES8 2023
170312431001,41.8945827,-87.6745721,902,ACS 2020-2024 5-year,490,LODES8 2023
170312431002,41.8909869,-87.6744667,1010,ACS 2020-2024 5-year,1688,LODES8 2023
170312432001,41.8946674,-87.6696899,1550,ACS 2020-2024 5-year,1091,LODES8 2023
170312432002,41.8910681,-87.6695834,1037,ACS 2020-2024 5-year,898,LODES8 2023
170312433001,41.8952020,-87.6648212,819,ACS 2020-2024 5-year,200,LODES8 2023
170312433002,41.8915685,-87.6647113,1521,ACS 2020-2024 5-year,3686,LODES8 2023
170312434001,41.8948292,-87.6599015,1152,ACS 2020-2024 5-year,46,LODES8 2023
170312434002,41.8913572,-87.6583421,872,ACS 2020-2024 5-year,361,LODES8 2023
170312434003,41.8910842,-87.6607476,948,ACS 2020-2024 5-year,437,LODES8 2023
170312435001,41.8910803,-87.6543078,1369,ACS 2020-2024 5-year,1223,LODES8 2023
170312435002,41.8937326,-87.6512904,3455,ACS 2020-2024 5-year,3383,LODES8 2023
170312502001,41.9130657,-87.7519725,1206,ACS 2020-2024 5-year,100,LODES8 2023
170312502002,41.9109675,-87.7493323,1404,ACS 2020-2024 5-year,71,LODES8 2023
170312503001,41.9143583,-87.7598737,1377,ACS 2020-2024 5-year,148,LODES8 2023
170312503002,41.9103729,-87.7593654,1569,ACS 2020-2024 5-year,25,LODES8 2023
170312503003,41.9116135,-87.7630401,1690,ACS 2020-2024 5-year,19,LODES8 2023
170312503004,41.9137278,-87.7632069,508,ACS 2020-2024 5-year,0,LODES8 2023
170312504001,41.9146647,-87.7704636,248,ACS 2020-2024 5-year,107,LODES8 2023
170312504002,41.9109900,-87.7685513,1495,ACS 2020-2024 5-year,78,LODES8 2023
170312504003,41.9110917,-87.7734154,564,ACS 2020-2024 5-year,29,LODES8 2023
170312504004,41.9110706,-87.7771176,1307,ACS 2020-2024 5-year,83,LODES8 2023
170312504005,41.9132671,-87.7809473,2119,ACS 2020-2024 5-year,277,LODES8 2023
170312505001,41.9153565,-87.7906410,1048,ACS 2020-2024 5-year,445,LODES8 2023
170312505002,41.9109023,-87.7899555,969,ACS 2020-2024 5-year,112,LODES8 2023
170312505003,41.9107983,-87.7985107,1022,ACS 2020-2024 5-year,361,LODES8 2023
170312505004,41.9144438,-87.7986223,1096,ACS 2020-2024 5-year,20,LODES8 2023
170312505005,41.9181038,-87.7987451,1387,ACS 2020-2024 5-year,14,LODES8 2023
170312505006,41.9211164,-87.8029132,577,ACS 2020-2024 5-year,68,LODES8 2023
170312505007,41.9144046,-87.8041153,1410,ACS 2020-2024 5-year,228,LODES8 2023
170312506001,41.9075385,-87.7682647,861,ACS 2020-2024 5-year,60,LODES8 2023
170312506002,41.9039163,-87.7681450,542,ACS 2020-2024 5-year,46,LODES8 2023
170312506003,41.9038456,-87.7729937,676,ACS 2020-2024 5-year,31,LODES8 2023
170312506004,41.9074710,-87.7731173,1808,ACS 2020-2024 5-year,32,LODES8 2023
170312507001,41.9076696,-87.7577616,2004,ACS 2020-2024 5-year,14,LODES8 2023
170312507002,41.9042447,-87.7574941,720,ACS 2020-2024 5-year,3,LODES8 2023
170312507003,41.9030876,-87.7619762,825,ACS 2020-2024 5-year,5,LODES8 2023
170312507004,41.9068425,-87.7646627,1920,ACS 2020-2024 5-year,8,LODES8 2023
170312507005,41.9066410,-87.7616162,1207,ACS 2020-2024 5-year,53,LODES8 2023
170312508001,41.9077454,-87.7509779,1300,ACS 2020-2024 5-year,658,LODES8 2023
170312508002,41.9041030,-87.7521366,1442,ACS 2020-2024 5-year,12,LODES8 2023
170312510001,41.8986945,-87.7448924,1196,ACS 2020-2024 5-year,378,LODES8 2023
170312511001,41.9004729,-87.7502179,1181,ACS 2020-2024 5-year,77,LODES8 2023
170312511002,41.8968033,-87.7501364,572,ACS 2020-2024 5-year,7,LODES8 2023
170312511003,41.8967761,-87.7538072,1241,ACS 2020-2024 5-year,16,LODES8 2023
170312511004,41.9004346,-87.7538942,1527,ACS 2020-2024 5-year,14,LODES8 2023
170312512001,41.8985076,-87.7646095,327,ACS 2020-2024 5-year,34,LODES8 2023
170312512002,41.8967438,-87.7575142,1066,ACS 2020-2024 5-year,0,LODES8 2023
170312512003,41.8967105,-87.7615061,731,ACS 2020-2024 5-year,22,LODES8 2023
170312512004,41.9003794,-87.7597441,2190,ACS 2020-2024 5-year,56,LODES8 2023
170312513001,41.9002940,-87.7674097,733,ACS 2020-2024 5-year,27,LODES8 2023
170312513002,41.8966484,-87.7672827,1268,ACS 2020-2024 5-year,25,LODES8 2023
170312513003,41.8965986,-87.7707298,510,ACS 2020-2024 5-year,70,LODES8 2023
170312513004,41.9002382,-87.7710552,973,ACS 2020-2024 5-year,25,LODES8 2023
170312513005,41.8982314,-87.7739198,1031,ACS 2020-2024 5-year,37,LODES8 2023
170312514001,41.8932825,-87.7680982,617,ACS 2020-2024 5-year,21,LODES8 2023
170312514002,41.8906973,-87.7673338,363,ACS 2020-2024 5-year,4,LODES8 2023
170312514003,41.8928856,-87.7725677,755,ACS 2020-2024 5-year,21,LODES8 2023
170312514004,41.8887713,-87.7708492,1435,ACS 2020-2024 5-year,87,LODES8 2023
170312515001,41.8930480,-87.7573999,443,ACS 2020-2024 5-year,105,LODES8 2023
170312515002,41.8894747,-87.7579226,1155,ACS 2020-2024 5-year,116,LODES8 2023
170312515003,41.8936020,-87.7619195,737,ACS 2020-2024 5-year,16,LODES8 2023
170312515004,41.8899212,-87.7624521,2154,ACS 2020-2024 5-year,23,LODES8 2023
170312516001,41.8931503,-87.7506426,1354,ACS 2020-2024 5-year,14,LODES8 2023
170312516002,41.8895999,-87.7505117,1359,ACS 2020-2024 5-year,132,LODES8 2023
170312516003,41.8913882,-87.7542471,1270,ACS 2020-2024 5-year,87,LODES8 2023
170312517001,41.8913844,-87.7444793,1368,ACS 2020-2024 5-year,77,LODES8 2023
170312518001,41.8817191,-87.7526675,1046,ACS 2020-2024 5-year,68,LODES8 2023
170312518002,41.8854391,-87.7528024,421,ACS 2020-2024 5-year,44,LODES8 2023
170312518003,41.8841640,-87.7429548,1025,ACS 2020-2024 5-year,260,LODES8 2023
170312518004,41.8841180,-87.7466324,812,ACS 2020-2024 5-year,290,LODES8 2023
170312518005,41.8841689,-87.7490809,1228,ACS 2020-2024 5-year,37,LODES8 2023
170312519001,41.8838925,-87.7593102,961,ACS 2020-2024 5-year,15,LODES8 2023
170312519002,41.8837977,-87.7568297,1116,ACS 2020-2024 5-year,70,LODES8 2023
170312519003,41.8857783,-87.7626533,1803,ACS 2020-2024 5-year,94,LODES8 2023
170312519004,41.8822713,-87.7625590,1639,ACS 2020-2024 5-year,68,LODES8 2023
170312520001,41.8856835,-87.7675031,700,ACS 2020-2024 5-year,6,LODES8 2023
170312520002,41.8822286,-87.7673769,1975,ACS 2020-2024 5-year,648,LODES8 2023
170312520003,41.8821679,-87.7722746,1208,ACS 2020-2024 5-year,142,LODES8 2023
170312520004,41.8856346,-87.7723898,1760,ACS 2020-2024 5-year,7,LODES8 2023
170312521011,41.8738812,-87.7698552,1801,ACS 2020-2024 5-year,74,LODES8 2023
170312521021,41.8775023,-87.7598604,1159,ACS 2020-2024 5-year,19,LODES8 2023
170312521022,41.8756921,-87.7597918,2342,ACS 2020-2024 5-year,8,LODES8 2023
170312521023,41.8738388,-87.7597258,1144,ACS 2020-2024 5-year,47,LODES8 2023
170312521024,41.8793593,-87.7599320,1121,ACS 2020-2024 5-year,112,LODES8 2023
170312522011,41.8794579,-87.7522068,425,ACS 2020-2024 5-year,75,LODES8 2023
170312522012,41.8776010,-87.7521385,920,ACS 2020-2024 5-year,118,LODES8 2023
170312522013,41.8748385,-87.7520367,1783,ACS 2020-2024 5-year,300,LODES8 2023
170312522021,41.8787013,-87.7427627,573,ACS 2020-2024 5-year,25,LODES8 2023
170312522022,41.8776646,-87.7472474,1239,ACS 2020-2024 5-year,211,LODES8 2023
170312522023,41.8750452,-87.7422633,771,ACS 2020-2024 5-year,117,LODES8 2023
