bg_geoid,lat,lng,population,acs_vintage,jobs,lodes_vintage
170318007001,42.0895909,-87.7341217,714,ACS 2020-2024 5-year,97,LODES8 2023
170318007002,42.0826006,-87.7282133,1958,ACS 2020-2024 5-year,80,LODES8 2023
170318007003,42.0823021,-87.7374921,887,ACS 2020-2024 5-year,84,LODES8 2023
170318007004,42.0825030,-87.7570292,1425,ACS 2020-2024 5-year,1048,LODES8 2023
170318008001,42.0972200,-87.7586298,2322,ACS 2020-2024 5-year,2331,LODES8 2023
170318009001,42.0757468,-87.7469588,1391,ACS 2020-2024 5-year,359,LODES8 2023
170318009002,42.0678062,-87.7507749,779,ACS 2020-2024 5-year,90,LODES8 2023
170318009003,42.0740515,-87.7543610,1296,ACS 2020-2024 5-year,215,LODES8 2023
170318009004,42.0748382,-87.7596234,905,ACS 2020-2024 5-year,118,LODES8 2023
170318010001,42.0779739,-87.7290263,847,ACS 2020-2024 5-year,201,LODES8 2023
170318010002,42.0746623,-87.7270882,1221,ACS 2020-2024 5-year,38,LODES8 2023
170318010003,42.0683172,-87.7358754,1620,ACS 2020-2024 5-year,364,LODES8 2023
170318010004,42.0736847,-87.7387346,1403,ACS 2020-2024 5-year,336,LODES8 2023
170318011001,42.0818523,-87.7173102,859,ACS 2020-2024 5-year,151,LODES8 2023
170318011002,42.0743033,-87.7092924,1239,ACS 2020-2024 5-year,876,LODES8 2023
170318011003,42.0707758,-87.7156437,978,ACS 2020-2024 5-year,54,LODES8 2023
170318011004,42.0761396,-87.7179773,1885,ACS 2020-2024 5-year,100,LODES8 2023
170318012001,42.0845899,-87.7051320,1106,ACS 2020-2024 5-year,271,LODES8 2023
170318012002,42.0818293,-87.7021257,533,ACS 2020-2024 5-year,71,LODES8 2023
170318012003,42.0788722,-87.6848300,1870,ACS 2020-2024 5-year,308,LODES8 2023
170318013001,42.0726765,-87.6877042,878,ACS 2020-2024 5-year,126,LODES8 2023
170318013002,42.0725836,-87.6947555,1120,ACS 2020-2024 5-year,133,LODES8 2023
170318013003,42.0728793,-87.7002018,809,ACS 2020-2024 5-year,196,LODES8 2023
170318013004,42.0775453,-87.7062302,1654,ACS 2020-2024 5-year,1772,LODES8 2023
170318014001,42.0740581,-87.7674174,1435,ACS 2020-2024 5-year,118,LODES8 2023
170318014002,42.0676304,-87.7634134,1451,ACS 2020-2024 5-year,275,LODES8 2023
170318015001,42.1491010,-87.8076155,2139,ACS 2020-2024 5-year,8294,LODES8 2023
170318015002,42.1298394,-87.8085398,2537,ACS 2020-2024 5-year,692,LODES8 2023
170318015003,42.1399817,-87.8188457,1543,ACS 2020-2024 5-year,5619,LODES8 2023
170318016011,42.1463021,-87.8593492,2647,ACS 2020-2024 5-year,13673,LODES8 2023
170318016012,42.1418330,-87.8755593,1923,ACS 2020-2024 5-year,230,LODES8 2023
170318016031,42.0838430,-87.8824841,1496,ACS 2020-2024 5-year,714,LODES8 2023
170318016032,42.1009084,-87.8761338,2160,ACS 2020-2024 5-year,5763,LODES8 2023
170318016051,42.1346150,-87.8533464,1799,ACS 2020-2024 5-year,390,LODES8 2023
170318016052,42.1273722,-87.8535898,1001,ACS 2020-2024 5-year,28,LODES8 2023
170318016053,42.1347295,-87.8630693,1328,ACS 2020-2024 5-year,131,LODES8 2023
170318016054,42.1266636,-87.8702988,825,ACS 2020-2024 5-year,187,LODES8 2023
170318016055,42.1345351,-87.8833751,654,ACS 2020-2024 5-year,565,LODES8 2023
170318016061,42.1202281,-87.8536725,1284,ACS 2020-2024 5-year,137,LODES8 2023
170318016062,42.1111688,-87.8538291,2172,ACS 2020-2024 5-year,109,LODES8 2023
170318016063,42.1135996,-87.8731011,1671,ACS 2020-2024 5-year,2542,LODES8 2023
170318016064,42.1203374,-87.8616673,259,ACS 2020-2024 5-year,18,LODES8 2023
170318016065,42.1218273,-87.8753663,1826,ACS 2020-2024 5-year,123,LODES8 2023
170318016071,42.0985348,-87.8539929,1550,ACS 2020-2024 5-year,1887,LODES8 2023
170318016072,42.0808735,-87.8586125,1318,ACS 2020-2024 5-year,4023,LODES8 2023
170318016073,42.0968004,-87.8635358,3042,ACS 2020-2024 5-year,118,LODES8 2023
170318016081,42.1080908,-87.8196968,2109,ACS 2020-2024 5-year,5014,LODES8 2023
170318016082,42.1130316,-87.8393869,1162,ACS 2020-2024 5-year,1050,LODES8 2023
170318016083,42.1026832,-87.8439618,623,ACS 2020-2024 5-year,554,LODES8 2023
170318016084,42.0972176,-87.8407818,2424,ACS 2020-2024 5-year,221,LODES8 2023
170318017011,42.1213032,-87.8423543,1849,ACS 2020-2024 5-year,183,LODES8 2023
170318017012,42.1328708,-87.8436658,1620,ACS 2020-2024 5-year,291,LODES8 2023
170318017021,42.1328725,-87.8355172,1608,ACS 2020-2024 5-year,61,LODES8 2023
170318017022,42.1199443,-87.8208887,1142,ACS 2020-2024 5-year,2012,LODES8 2023
170318017023,42.1250815,-87.8351533,1824,ACS 2020-2024 5-year,419,LODES8 2023
170318017024,42.1207102,-87.8332187,376,ACS 2020-2024 5-year,30,LODES8 2023
170318018001,42.1191183,-87.7798558,1494,ACS 2020-2024 5-year,5976,LODES8 2023
170318018002,42.1121574,-87.7975769,1247,ACS 2020-2024 5-year,1602,LODES8 2023
170318018003,42.1072127,-87.7851798,2084,ACS 2020-2024 5-year,560,LODES8 2023
170318018004,42.1320809,-87.7946511,1348,ACS 2020-2024 5-year,1116,LODES8 2023
170318019011,42.0912105,-87.8059130,2890,ACS 2020-2024 5-year,2642,LODES8 2023
170318019012,42.1014090,-87.8041993,981,ACS 2020-2024 5-year,162,LODES8 2023
170318019013,42.0838651,-87.8042179,763,ACS 2020-2024 5-year,953,LODES8 2023
170318019021,42.0859240,-87.7780414,885,ACS 2020-2024 5-year,62,LODES8 2023
170318019022,42.0890635,-87.7857208,1582,ACS 2020-2024 5-year,63,LODES8 2023
170318019023,42.0841220,-87.7944748,1280,ACS 2020-2024 5-year,586,LODES8 2023
170318020021,42.0692442,-87.8317510,2411,ACS 2020-2024 5-year,358,LODES8 2023
170318020022,42.0783799,-87.8325095,2309,ACS 2020-2024 5-year,913,LODES8 2023
170318020031,42.0795988,-87.8456411,2376,ACS 2020-2024 5-year,582,LODES8 2023
170318020041,42.0696591,-87.8601417,601,ACS 2020-2024 5-year,663,LODES8 2023
170318020042,42.0711693,-87.8531621,1525,ACS 2020-2024 5-year,292,LODES8 2023
170318020043,42.0687361,-87.8494319,2115,ACS 2020-2024 5-year,308,LODES8 2023
170318020044,42.0675695,-87.8579622,1741,ACS 2020-2024 5-year,32,LODES8 2023
170318021001,42.0769052,-87.8110522,763,ACS 2020-2024 5-year,664,LODES8 2023
170318021002,42.0715125,-87.8084513,963,ACS 2020-2024 5-year,255,LODES8 2023
170318021003,42.0703182,-87.8129830,1946,ACS 2020-2024 5-year,187,LODES8 2023
170318022001,42.0713266,-87.7795346,1137,ACS 2020-2024 5-year,22,LODES8 2023
170318022002,42.0700585,-87.7979038,2074,ACS 2020-2024 5-year,1264,LODES8 2023
170318022003,42.0765490,-87.7930942,1642,ACS 2020-2024 5-year,1050,LODES8 2023
170318023001,42.0890876,-87.8175244,2088,ACS 2020-2024 5-year,2033,LODES8 2023
170318023002,42.0912240,-87.8277913,3518,ACS 2020-2024 5-year,2754,LODES8 2023
170318024021,42.1478428,-87.9215823,1674,ACS 2020-2024 5-year,1619,LODES8 2023
170318024022,42.1484421,-87.9029971,1318,ACS 2020-2024 5-year,606,LODES8 2023
170318024023,42.1438353,-87.9128647,1180,ACS 2020-2024 5-year,719,LODES8 2023
170318024024,42.1417733,-87.9208354,1567,ACS 2020-2024 5-year,444,LODES8 2023
170318024031,42.1418701,-87.9531258,1517,ACS 2020-2024 5-year,171,LODES8 2023
170318024041,42.1510833,-87.9492173,2083,ACS 2020-2024 5-year,514,LODES8 2023
170318024042,42.1472258,-87.9508720,2631,ACS 2020-2024 5-year,207,LODES8 2023
170318024043,42.1448673,-87.9337658,1193,ACS 2020-2024 5-year,702,LODES8 2023
170318024044,42.1494068,-87.9400187,1985,ACS 2020-2024 5-year,215,LODES8 2023
170318025031,42.1262765,-87.9586279,543,ACS 2020-2024 5-year,22,LODES8 2023
170318025032,42.1362446,-87.9538491,2123,ACS 2020-2024 5-year,354,LODES8 2023
170318025033,42.1294163,-87.9521608,3971,ACS 2020-2024 5-year,91,LODES8 2023
170318025034,42.1296009,-87.9581981,595,ACS 2020-2024 5-year,14,LODES8 2023
170318025041,42.1349273,-87.9414881,686,ACS 2020-2024 5-year,1482,LODES8 2023
170318025042,42.1352391,-87.9338601,1737,ACS 2020-2024 5-year,63,LODES8 2023
170318025043,42.1293266,-87.9337125,2740,ACS 2020-2024 5-year,1174,LODES8 2023
170318025044,42.1414702,-87.9432801,1210,ACS 2020-2024 5-year,38,LODES8 2023
170318025051,42.1160558,-87.9226263,0,ACS 2020-2024 5-year,3598,LODES8 2023
170318025052,42.1266871,-87.9164869,910,ACS 2020-2024 5-year,7141,LODES8 2023
170318025053,42.1168304,-87.9014301,0,ACS 2020-2024 5-year,1913,LODES8 2023
170318025054,42.1304387,-87.9077956,1833,ACS 2020-2024 5-year,16,LODES8 2023
170318025055,42.1272625,-87.9023750,1772,ACS 2020-2024 5-year,327,LODES8 2023
170318025056,42.1074641,-87.8928713,1642,ACS 2020-2024 5-year,355,LODES8 2023
170318025061,42.1294210,-87.8961470,1392,ACS 2020-2024 5-year,662,LODES8 2023
170318025062,42.1340216,-87.9101122,1001,ACS 2020-2024 5-year,28,LODES8 2023
170318026051,42.1000966,-87.9182854,1556,ACS 2020-2024 5-year,830,LODES8 2023
170318026052,42.0914377,-87.9173110,1606,ACS 2020-2024 5-year,262,LODES8 2023
170318026053,42.0948166,-87.8994351,1162,ACS 2020-2024 5-year,30,LODES8 2023
170318026054,42.0905807,-87.9004263,1122,ACS 2020-2024 5-year,67,LODES8 2023
170318026055,42.1068548,-87.9157815,1589,ACS 2020-2024 5-year,365,LODES8 2023
170318026071,42.0979804,-87.9331480,1421,ACS 2020-2024 5-year,804,LODES8 2023
170318026081,42.0983395,-87.9528580,1590,ACS 2020-2024 5-year,265,LODES8 2023
170318026082,42.1062723,-87.9562279,2106,ACS 2020-2024 5-year,594,LODES8 2023
170318026083,42.1025564,-87.9416046,977,ACS 2020-2024 5-year,644,LODES8 2023
170318026084,42.0916680,-87.9416702,1014,ACS 2020-2024 5-year,112,LODES8 2023
170318026091,42.1059545,-87.9046051,2298,ACS 2020-2024 5-year,4914,LODES8 2023
170318026092,42.1079557,-87.8990454,245,ACS 2020-2024 5-year,3,LODES8 2023
170318026093,42.1043136,-87.9000035,1642,ACS 2020-2024 5-year,20,LODES8 2023
170318026094,42.1040240,-87.8934337,2340,ACS 2020-2024 5-year,56,LODES8 2023
170318026101,42.0976999,-87.8954887,1978,ACS 2020-2024 5-year,59,LODES8 2023
170318027011,42.0847783,-87.9343979,1980,ACS 2020-2024 5-year,1683,LODES8 2023
170318027012,42.0843662,-87.8983902,1972,ACS 2020-2024 5-year,327,LODES8 2023
170318027013,42.0841183,-87.9238612,585,ACS 2020-2024 5-year,38,LODES8 2023
170318027014,42.0842043,-87.9122688,2435,ACS 2020-2024 5-year,71,LODES8 2023
170318027021,42.0749931,-87.9197815,1772,ACS 2020-2024 5-year,4567,LODES8 2023
170318027022,42.0743077,-87.8971904,1862,ACS 2020-2024 5-year,687,LODES8 2023
170318027023,42.0698477,-87.9112351,736,ACS 2020-2024 5-year,31,LODES8 2023
170318028011,42.0863920,-87.9683468,1071,ACS 2020-2024 5-year,57,LODES8 2023
170318028012,42.0827622,-87.9683137,1269,ACS 2020-2024 5-year,295,LODES8 2023
170318028013,42.0840114,-87.9575257,750,ACS 2020-2024 5-year,24,LODES8 2023
170318028014,42.0852657,-87.9508130,798,ACS 2020-2024 5-year,413,LODES8 2023
170318028015,42.0772143,-87.9513946,824,ACS 2020-2024 5-year,415,LODES8 2023
170318028021,42.0788543,-87.9399916,1220,ACS 2020-2024 5-year,58,LODES8 2023
170318028022,42.0752568,-87.9380254,1131,ACS 2020-2024 5-year,27,LODES8 2023
170318028023,42.0716744,-87.9364871,1448,ACS 2020-2024 5-year,28,LODES8 2023
170318028024,42.0680484,-87.9324897,1350,ACS 2020-2024 5-year,157,LODES8 2023
170318028025,42.0695643,-87.9541713,1226,ACS 2020-2024 5-year,1604,LODES8 2023
170318029001,42.1063426,-87.9731798,1300,ACS 2020-2024 5-year,1063,LODES8 2023
170318029002,42.0986940,-87.9676896,1774,ACS 2020-2024 5-year,196,LODES8 2023
170318029003,42.0915970,-87.9625081,1757,ACS 2020-2024 5-year,302,LODES8 2023
170318029004,42.0964457,-87.9792297,1162,ACS 2020-2024 5-year,442,LODES8 2023
170318030051,42.1271233,-87.9874528,1221,ACS 2020-2024 5-year,30,LODES8 2023
170318030052,42.1333916,-87.9930782,1639,ACS 2020-2024 5-year,7113,LODES8 2023
170318030071,42.1356062,-87.9674240,1702,ACS 2020-2024 5-year,356,LODES8 2023
170318030072,42.1285097,-87.9658407,1927,ACS 2020-2024 5-year,123,LODES8 2023
170318030073,42.1315514,-87.9760872,1463,ACS 2020-2024 5-year,50,LODES8 2023
170318030081,42.1134770,-87.9728067,1631,ACS 2020-2024 5-year,786,LODES8 2023
170318030082,42.1212313,-87.9612198,883,ACS 2020-2024 5-year,33,LODES8 2023
170318030083,42.1207099,-87.9734790,2206,ACS 2020-2024 5-year,99,LODES8 2023
170318030101,42.1492547,-87.9627478,706,ACS 2020-2024 5-year,16,LODES8 2023
170318030102,42.1508119,-87.9701323,330,ACS 2020-2024 5-year,761,LODES8 2023
170318030103,42.1502131,-87.9803298,823,ACS 2020-2024 5-year,180,LODES8 2023
170318030104,42.1491255,-87.9941785,2492,ACS 2020-2024 5-year,149,LODES8 2023
170318030121,42.1432824,-87.9952320,2135,ACS 2020-2024 5-year,1790,LODES8 2023
170318030131,42.1430851,-87.9631646,1907,ACS 2020-2024 5-year,307,LODES8 2023
170318030132,42.1431795,-87.9731580,2599,ACS 2020-2024 5-year,73,LODES8 2023
170318030133,42.1429799,-87.9813345,1184,ACS 2020-2024 5-year,321,LODES8 2023
170318030141,42.1188515,-87.9327845,2445,ACS 2020-2024 5-year,412,LODES8 2023
170318030142,42.1126591,-87.9316104,1098,ACS 2020-2024 5-year,48,LODES8 2023
170318030151,42.1137200,-87.9564978,2065,ACS 2020-2024 5-year,52,LODES8 2023
170318030152,42.1206123,-87.9512564,1248,ACS 2020-2024 5-year,45,LODES8 2023
170318030153,42.1170646,-87.9416432,1207,ACS 2020-2024 5-year,240,LODES8 2023
170318030161,42.1208172,-87.9865230,2537,ACS 2020-2024 5-year,517,LODES8 2023
170318030171,42.1141452,-87.9905932,2443,ACS 2020-2024 5-year,618,LODES8 2023
170318030172,42.1190143,-88.0006726,2058,ACS 2020-2024 5-year,278,LODES8 2023
170318030173,42.1294893,-88.0090500,2019,ACS 2020-2024 5-year,56,LODES8 2023
170318031001,42.1052180,-87.9863225,2031,ACS 2020-2024 5-year,450,LODES8 2023
170318031002,42.0937504,-87.9865384,1514,ACS 2020-2024 5-year,50,LODES8 2023
170318032001,42.1043991,-87.9993407,1609,ACS 2020-2024 5-year,141,LODES8 2023
170318032002,42.0969024,-87.9942384,2142,ACS 2020-2024 5-year,621,LODES8 2023
170318032003,42.0918825,-87.9997614,1210,ACS 2020-2024 5-year,131,LODES8 2023
170318033001,42.0848440,-87.9965997,2436,ACS 2020-2024 5-year,279,LODES8 2023
170318033002,42.0827615,-87.9856382,1387,ACS 2020-2024 5-year,1511,LODES8 2023
170318033003,42.0864124,-87.9808313,1706,ACS 2020-2024 5-year,1250,LODES8 2023
170318034001,42.0771542,-87.9591633,740,ACS 2020-2024 5-year,111,LODES8 2023
170318034002,42.0787980,-87.9659423,1424,ACS 2020-2024 5-year,16,LODES8 2023
170318034003,42.0767236,-87.9715777,753,ACS 2020-2024 5-year,309,LODES8 2023
170318034004,42.0713318,-87.9681628,1835,ACS 2020-2024 5-year,901,LODES8 2023
170318034005,42.0699467,-87.9784519,837,ACS 2020-2024 5-year,54,LODES8 2023
170318034006,42.0776792,-87.9792985,809,ACS 2020-2024 5-year,1032,LODES8 2023
170318035001,42.0783222,-87.9866117,873,ACS 2020-2024 5-year,309,LODES8 2023
170318035002,42.0727060,-87.9864224,1049,ACS 2020-2024 5-year,20,LODES8 2023
170318035003,42.0691534,-87.9956554,1242,ACS 2020-2024 5-year,5503,LODES8 2023
170318035004,42.0744343,-87.9966270,1591,ACS 2020-2024 5-year,162,LODES8 2023
170318035005,42.0794525,-87.9979741,483,ACS 2020-2024 5-year,116,LODES8 2023
170318036031,42.1167643,-88.0710138,1811,ACS 2020-2024 5-year,41,LODES8 2023
170318036032,42.1211994,-88.0882557,954,ACS 2020-2024 5-year,190,LODES8 2023
170318036033,42.1141794,-88.1083444,2397,ACS 2020-2024 5-year,419,LODES8 2023
170318036034,42.1249678,-88.1097695,1327,ACS 2020-2024 5-year,157,LODES8 2023
170318036041,42.1229619,-88.0416687,1040,ACS 2020-2024 5-year,2682,LODES8 2023
170318036042,42.1352826,-88.0448770,1280,ACS 2020-2024 5-year,96,LODES8 2023
170318036043,42.1339717,-88.0381905,954,ACS 2020-2024 5-year,80,LODES8 2023
170318036044,42.1274359,-88.0409339,1172,ACS 2020-2024 5-year,18,LODES8 2023
170318036051,42.1343863,-88.0286798,1871,ACS 2020-2024 5-year,1775,LODES8 2023
170318036052,42.1249965,-88.0301359,1272,ACS 2020-2024 5-year,205,LODES8 2023
170318036053,42.1250605,-88.0128593,962,ACS 2020-2024 5-year,27,LODES8 2023
170318036054,42.1292770,-88.0179690,538,ACS 2020-2024 5-year,26,LODES8 2023
170318036055,42.1332782,-88.0202908,1594,ACS 2020-2024 5-year,798,LODES8 2023
170318036071,42.1199448,-88.0215820,891,ACS 2020-2024 5-year,10,LODES8 2023
170318036072,42.1202930,-88.0156966,949,ACS 2020-2024 5-year,106,LODES8 2023
170318036073,42.1182267,-88.0079707,1813,ACS 2020-2024 5-year,62,LODES8 2023
170318036074,42.1132720,-88.0183832,781,ACS 2020-2024 5-year,10,LODES8 2023
170318036081,42.1428347,-88.0923434,2635,ACS 2020-2024 5-year,233,LODES8 2023
170318036082,42.1457870,-88.0463373,2815,ACS 2020-2024 5-year,648,LODES8 2023
170318036083,42.1510482,-88.0265690,2489,ACS 2020-2024 5-year,1628,LODES8 2023
170318036111,42.1512192,-88.0174622,1182,ACS 2020-2024 5-year,11,LODES8 2023
170318036112,42.1447134,-88.0196524,1193,ACS 2020-2024 5-year,81,LODES8 2023
170318036113,42.1472995,-88.0215403,1374,ACS 2020-2024 5-year,58,LODES8 2023
170318036114,42.1511459,-88.0216729,910,ACS 2020-2024 5-year,13,LODES8 2023
170318036115,42.1467285,-88.0128225,1682,ACS 2020-2024 5-year,18,LODES8 2023
170318036121,42.1520731,-88.0123562,1801,ACS 2020-2024 5-year,31,LODES8 2023
170318036122,42.1490181,-88.0074515,1578,ACS 2020-2024 5-year,1858,LODES8 2023
170318036131,42.1413450,-88.0186614,1549,ACS 2020-2024 5-year,191,LODES8 2023
170318036132,42.1416659,-88.0096411,1618,ACS 2020-2024 5-year,911,LODES8 2023
170318036141,42.1358292,-88.0068573,1632,ACS 2020-2024 5-year,15,LODES8 2023
170318036142,42.1366275,-88.0137519,2333,ACS 2020-2024 5-year,684,LODES8 2023
170318036151,42.1327897,-88.0816684,1478,ACS 2020-2024 5-year,70,LODES8 2023
170318036152,42.1315526,-88.0702539,982,ACS 2020-2024 5-year,10,LODES8 2023
170318036161,42.1287643,-88.0568031,1454,ACS 2020-2024 5-year,262,LODES8 2023
170318036162,42.1244466,-88.0687197,957,ACS 2020-2024 5-year,792,LODES8 2023
170318036163,42.1283419,-88.0675532,2431,ACS 2020-2024 5-year,157,LODES8 2023
170318037011,42.1168605,-88.0461362,1296,ACS 2020-2024 5-year,550,LODES8 2023
170318037012,42.1199966,-88.0552504,1499,ACS 2020-2024 5-year,823,LODES8 2023
170318037021,42.1055398,-88.0462537,968,ACS 2020-2024 5-year,898,LODES8 2023
170318037022,42.0996573,-88.0545705,1650,ACS 2020-2024 5-year,191,LODES8 2023
170318037023,42.1072479,-88.0552220,1822,ACS 2020-2024 5-year,119,LODES8 2023
170318037024,42.1136062,-88.0571870,1658,ACS 2020-2024 5-year,330,LODES8 2023
170318038001,42.1140021,-88.0293102,1061,ACS 2020-2024 5-year,263,LODES8 2023
170318038002,42.1073114,-88.0284374,725,ACS 2020-2024 5-year,189,LODES8 2023
170318038003,42.1030686,-88.0388991,1428,ACS 2020-2024 5-year,4606,LODES8 2023
170318038004,42.1151402,-88.0390706,931,ACS 2020-2024 5-year,971,LODES8 2023
170318039011,42.1047066,-88.0180328,1792,ACS 2020-2024 5-year,610,LODES8 2023
170318039012,42.0973527,-88.0193821,1834,ACS 2020-2024 5-year,7214,LODES8 2023
170318039021,42.0856871,-88.0112258,1108,ACS 2020-2024 5-year,17,LODES8 2023
170318039022,42.0794380,-88.0098124,1190,ACS 2020-2024 5-year,416,LODES8 2023
170318039023,42.0832533,-88.0213350,1111,ACS 2020-2024 5-year,452,LODES8 2023
170318040001,42.0720924,-88.0106548,2298,ACS 2020-2024 5-year,57,LODES8 2023
170318040002,42.0731923,-88.0228296,2407,ACS 2020-2024 5-year,716,LODES8 2023
170318041021,42.1037130,-88.0711905,2030,ACS 2020-2024 5-year,84,LODES8 2023
170318041022,42.0944493,-88.0815128,1972,ACS 2020-2024 5-year,1527,LODES8 2023
170318041023,42.0868877,-88.0681492,3025,ACS 2020-2024 5-year,2581,LODES8 2023
170318041041,42.1057527,-88.1030025,1881,ACS 2020-2024 5-year,219,LODES8 2023
170318041042,42.1067865,-88.1164609,1732,ACS 2020-2024 5-year,329,LODES8 2023
170318041043,42.1000202,-88.1166531,1327,ACS 2020-2024 5-year,20,LODES8 2023
170318041051,42.0777210,-88.0965417,1666,ACS 2020-2024 5-year,3373,LODES8 2023
170318041052,42.0942697,-88.1030269,1406,ACS 2020-2024 5-year,20,LODES8 2023
170318041053,42.0941774,-88.0960709,1498,ACS 2020-2024 5-year,149,LODES8 2023
170318041061,42.0920291,-88.0549960,2750,ACS 2020-2024 5-year,193,LODES8 2023
170318041062,42.0921691,-88.0401978,1550,ACS 2020-2024 5-year,335,LODES8 2023
170318041063,42.0827487,-88.0577884,1237,ACS 2020-2024 5-year,49,LODES8 2023
170318041064,42.0845196,-88.0460991,1694,ACS 2020-2024 5-year,823,LODES8 2023
170318041081,42.0760335,-88.0515069,1981,ACS 2020-2024 5-year,965,LODES8 2023
170318041082,42.0715619,-88.0485328,2289,ACS 2020-2024 5-year,252,LODES8 2023
170318041091,42.0718961,-88.0364693,1157,ACS 2020-2024 5-year,633,LODES8 2023
170318041092,42.0805538,-88.0370997,2046,ACS 2020-2024 5-year,191,LODES8 2023
170318042021,42.1508147,-88.1294331,1445,ACS 2020-2024 5-year,1631,LODES8 2023
170318042022,42.1237363,-88.1291906,2525,ACS 2020-2024 5-year,454,LODES8 2023
170318042023,42.1024517,-88.1307797,2777,ACS 2020-2024 5-year,208,LODES8 2023
170318042024,42.0802179,-88.1306215,697,ACS 2020-2024 5-year,958,LODES8 2023
170318042031,42.0743035,-88.1629350,2036,ACS 2020-2024 5-year,1067,LODES8 2023
170318042032,42.0988871,-88.1581646,1562,ACS 2020-2024 5-year,213,LODES8 2023
170318042041,42.1464981,-88.1646544,2168,ACS 2020-2024 5-year,2230,LODES8 2023
170318042042,42.1340647,-88.1834619,1656,ACS 2020-2024 5-year,382,LODES8 2023
170318042043,42.0964838,-88.2181811,1367,ACS 2020-2024 5-year,5363,LODES8 2023
170318043051,42.0276296,-88.1644404,1591,ACS 2020-2024 5-year,9,LODES8 2023
170318043052,42.0355699,-88.1500303,1898,ACS 2020-2024 5-year,282,LODES8 2023
170318043053,42.0320466,-88.1604511,2068,ACS 2020-2024 5-year,41,LODES8 2023
170318043054,42.0353749,-88.1725146,2569,ACS 2020-2024 5-year,88,LODES8 2023
170318043061,42.0251086,-88.1768894,3060,ACS 2020-2024 5-year,157,LODES8 2023
170318043062,42.0241480,-88.1708817,1026,ACS 2020-2024 5-year,7,LODES8 2023
170318043063,42.0204115,-88.1647972,770,ACS 2020-2024 5-year,2,LODES8 2023
170318043064,42.0169389,-88.1747994,1033,ACS 2020-2024 5-year,98,LODES8 2023
170318043081,42.0245299,-88.1520871,2045,ACS 2020-2024 5-year,544,LODES8 2023
170318043082,42.0200660,-88.1591820,2040,ACS 2020-2024 5-year,924,LODES8 2023
170318043083,42.0291603,-88.1488936,833,ACS 2020-2024 5-year,472,LODES8 2023
170318043091,42.0135423,-88.1663451,1878,ACS 2020-2024 5-year,36,LODES8 2023
170318043092,42.0119809,-88.1522064,1100,ACS 2020-2024 5-year,1495,LODES8 2023
170318043121,42.0542353,-88.2008038,1661,ACS 2020-2024 5-year,151,LODES8 2023
170318043131,42.0631496,-88.2536461,3443,ACS 2020-2024 5-year,224,LODES8 2023
170318043132,42.0604909,-88.2430534,1238,ACS 2020-2024 5-year,23,LODES8 2023
170318043133,42.0629495,-88.2274324,1882,ACS 2020-2024 5-year,42,LODES8 2023
170318043141,42.0377093,-88.2040103,1322,ACS 2020-2024 5-year,289,LODES8 2023
170318043151,42.0200711,-88.1881830,2683,ACS 2020-2024 5-year,178,LODES8 2023
170318043161,42.0265449,-88.1933889,2651,ACS 2020-2024 5-year,184,LODES8 2023
170318043162,42.0258635,-88.2104226,1835,ACS 2020-2024 5-year,402,LODES8 2023
170318044031,42.0504718,-88.2593006,1050,ACS 2020-2024 5-year,343,LODES8 2023
170318044032,42.0568270,-88.2586467,2377,ACS 2020-2024 5-year,16,LODES8 2023
170318044033,42.0517573,-88.2296727,760,ACS 2020-2024 5-year,54,LODES8 2023
170318044034,42.0498207,-88.2483064,3007,ACS 2020-2024 5-year,282,LODES8 2023
170318044041,42.0404180,-88.2534959,1456,ACS 2020-2024 5-year,24,LODES8 2023
170318044042,42.0401194,-88.2450536,833,ACS 2020-2024 5-year,11,LODES8 2023
170318044043,42.0428381,-88.2335512,1317,ACS 2020-2024 5-year,23,LODES8 2023
170318044044,42.0430265,-88.2560432,1793,ACS 2020-2024 5-year,182,LODES8 2023
170318044051,42.0342655,-88.2375773,2211,ACS 2020-2024 5-year,234,LODES8 2023
170318044052,42.0355820,-88.2517671,1432,ACS 2020-2024 5-year,181,LODES8 2023
170318044061,42.0087669,-88.2557684,2023,ACS 2020-2024 5-year,212,LODES8 2023
170318044062,42.0251306,-88.2430673,1948,ACS 2020-2024 5-year,289,LODES8 2023
170318044063,42.0303081,-88.2554482,1494,ACS 2020-2024 5-year,393,LODES8 2023
170318045051,41.9984025,-88.1777082,1058,ACS 2020-2024 5-year,678,LODES8 2023
170318045052,41.9926873,-88.1708920,874,ACS 2020-2024 5-year,327,LODES8 2023
170318045053,41.9898947,-88.1766701,1745,ACS 2020-2024 5-year,1139,LODES8 2023
170318045061,42.0003507,-88.1947453,1345,ACS 2020-2024 5-year,65,LODES8 2023
170318045062,41.9909300,-88.1977922,1732,ACS 2020-2024 5-year,733,LODES8 2023
170318045063,42.0117101,-88.1943614,2275,ACS 2020-2024 5-year,535,LODES8 2023
170318045081,42.0073192,-88.1800998,2285,ACS 2020-2024 5-year,972,LODES8 2023
170318045091,42.0077667,-88.1712266,732,ACS 2020-2024 5-year,347,LODES8 2023
170318045092,42.0060626,-88.1634963,1636,ACS 2020-2024 5-year,251,LODES8 2023
170318045093,42.0056073,-88.1571935,3011,ACS 2020-2024 5-year,48,LODES8 2023
170318045094,42.0006360,-88.1649635,1230,ACS 2020-2024 5-year,194,LODES8 2023
