license_id,name,category,lat,lng
2990721,DESIGNERS LINEN SOURCE,other,41.88807,-87.63496
2990722,BRYN MAWR & KEDZIE AUTO SERVICE,other,41.98322,-87.70904
2990723,Traveluxe,other,41.70516,-87.71741
2990724,Zing How Design,other,41.95237,-87.71701
2990725,"Clark Construction Group Chicago, LLC",other,41.87873,-87.64271
2990726,LINDO GUADALAJARA RESTAURANT,grocery,41.96882,-87.66734
2990728,A SAFE HAVEN FOUNDATION,other,41.86663,-87.69551
2990729,A SAFE HAVEN FOUNDATION,restaurant_cafe,41.86663,-87.69551
2990730,"ARMITAGE CONSULTING, INC.",other,41.93718,-87.68086
2990731,Paperish Mess,retail_general,41.89581,-87.67644
2990732,"ROBE, INC.",other,41.99337,-87.80098
2990733,"ARTESAN TRAVEL CONSULTANTS, INC.",other,41.98881,-87.71623
2990734,MIDTOWN MECHANICAL CORPORATION,other,41.87140,-87.73903
2990735,LINCOLN PARK GEMS,other,41.91277,-87.65189
2990736,DIPTYQUE,other,41.91185,-87.67735
2990737,PHODEGA,grocery,41.90332,-87.67583
2990739,HILTON O'HARE,liquor_tavern,42.00875,-87.90687
2990740,HILTON O'HARE,restaurant_cafe,42.00875,-87.90687
2990741,HILTON O'HARE,liquor_tavern,42.00875,-87.90687
2990742,HILTON O'HARE,liquor_tavern,42.00875,-87.90687
2990743,HILTON O'HARE,liquor_tavern,42.00875,-87.90687
2990744,HYDE PARK HOSPITALITY LLC,other,41.88514,-87.65432
2990746,Topiarius,other,41.88709,-87.75163
2990749,"LOS CHITOS BRAKES & MUFFLERS, INC.",other,41.79971,-87.70388
2990751,V&M DEVELOPMENT,other,41.94061,-87.67706
2990752,UNIVERSAL CUTS,personal_services,41.96122,-87.75516
2990753,AUTOSPORT CHICAGO,other,41.89054,-87.64776
2990754,SPINN'G BUBBLE,personal_services,41.89477,-87.76220
2990755,Wicker Park Athletic Club,gym_fitness,41.90322,-87.66878
2990759,INNOVATION PLAYGROUND,other,41.86926,-87.65990
2990760,RFC PERSONAL TRAINING & SPINNING STUDIO,other,41.96157,-87.67862
2990761,RFC PERSONAL TRAINING & SPINNING STUDIO,gym_fitness,41.92569,-87.64096
2990762,CASA SANCHEZ Y ASOCIADOS LLC,other,41.89631,-87.65945
2990763,ROAD MASTER,other,41.76353,-87.68336
2990765,THE CHICAGO FAUCET SHOPPE,other,41.95161,-87.71590
2990766,"DIGITECH DENTAL LABORATORY, INC.",other,41.98979,-87.74837
2990773,76 GAS,other,41.73582,-87.65340
2990774,76 GAS,grocery,41.73582,-87.65340
2990805,THE MARQ,liquor_tavern,41.87954,-87.63002
2990806,THE MARQ,restaurant_cafe,41.87954,-87.63002
2990807,THE LOEWS CHICAGO,liquor_tavern,41.89022,-87.61946
2990808,THE LOEWS CHICAGO,liquor_tavern,41.89022,-87.61946
2990809,THE LOEWS CHICAGO,liquor_tavern,41.89022,-87.61946
2990810,THE LOEWS CHICAGO,liquor_tavern,41.89022,-87.61946
2990811,THE LOEWS CHICAGO,liquor_tavern,41.89022,-87.61946
2990812,THE LOEWS CHICAGO,restaurant_cafe,41.89022,-87.61946
2990813,THE LOEWS CHICAGO,restaurant_cafe,41.89022,-87.61946
2990814,THE LOEWS CHICAGO,other,41.89022,-87.61946
2990815,THE LOEWS CHICAGO,gym_fitness,41.89022,-87.61946
2990817,SHOP & SAVE MARKET #2100,grocery,41.99599,-87.78764
2990818,SHOP & SAVE MARKET #2100,liquor_tavern,41.99599,-87.78764
2990819,SHAKE SHACK,liquor_tavern,41.89263,-87.62547
2990820,SHAKE SHACK,restaurant_cafe,41.89263,-87.62547
2990824,BLAZE PIZZA,restaurant_cafe,41.88110,-87.64132
2990826,SPARROW,liquor_tavern,41.90328,-87.62913
2990827,SPARROW,other,41.90328,-87.62913
2990829,ROOSEVELT WESTERN SHELL,grocery,41.86650,-87.68616
2990830,ROOSEVELT WESTERN SHELL,other,41.86650,-87.68616
2990831,"DREAMCHILD DEVELOPMENT CENTER, INC.",other,41.73582,-87.66944
2990832,WINDY CITY MUFFLERS INC.,other,41.91718,-87.75785
2990833,THE NEWPORT THEATER,liquor_tavern,41.94458,-87.65410
2990839,7-ELEVEN #30099C,grocery,41.93836,-87.79001
2990840,7-ELEVEN #30099C,liquor_tavern,41.93836,-87.79001
2990841,NAF NAF GRILL,restaurant_cafe,41.88138,-87.62634
2990842,DUNKIN DONUTS,restaurant_cafe,41.97922,-87.80684
2990843,Stans Donuts Erie Street,grocery,41.89409,-87.62040
2990844,ST. REST COUNTRY KITCHEN,restaurant_cafe,41.73652,-87.60619
2990873,"ANS AUTO BODY, LLC",other,41.88673,-87.74912
2990875,A & J TRUCK REPAIR INC.,other,41.86287,-87.68719
2990876,"AIT TRUCKLOAD SOLUTIONS, INC.",other,41.88060,-87.62991
2990877,NINEVEH MART & MEAT,grocery,41.99763,-87.70168
2990879,URBAN ROOFTOPS,retail_general,41.93235,-87.66462
2990880,RICHARD JENNINGS RODRIGUEZ,other,41.88986,-87.63512
2990881,CORNERSTONE PERMIT COMPANY,other,41.88986,-87.63512
2990882,JENNIFER MCBRIDE,other,41.88986,-87.63512
2990883,WILLIAM WABEL,other,41.88986,-87.63512
2990890,BRADFORDS HVAC & APPLIANCE REPAIR COMPANY,other,41.72916,-87.54412
2990891,FASHION ISLAND,retail_general,41.68483,-87.65239
2990892,AUGUSTA & ASHLAND CLEANERS,personal_services,41.89981,-87.66788
2990894,UNITED CHICAGO BUILDERS,other,41.94006,-87.73968
2990895,SOUTH CHICAGO COIN LAUNDRY,personal_services,41.72976,-87.55140
2990896,The House that HOPES,retail_general,41.75504,-87.72232
2990897,"BOWERY & BASH, INC.",other,41.86113,-87.68603
2990901,SOUTH SIDE IRISH ST. PATRICK'S DAY PARADE AND HERITAGE FOUNDATION,other,41.69345,-87.68663
2990903,"AK FOOD MART & WIRELESS, INC.",grocery,41.97045,-87.76299
2990911,Zumwalt Audio,other,41.92717,-87.72087
2990912,8TIV LABS CORPORATION,other,41.85830,-87.62219
2990913,DELPHI CONSULTING SERVICES LLC,other,41.95378,-87.71091
2990916,BIG 4'S CHOP SUEY,restaurant_cafe,41.79356,-87.80143
2990917,Toro Construction Corp,other,41.78225,-87.73727
2990918,LUXURY AUTO TECH,other,41.91676,-87.75454
2990919,SERVPRO OF MARQUETTE PARK WEST LAWN FORD CITY/SOUTH HOLLAND DOLTON RIVERDALE/EVERGREEN PARK SOUTH CHICAGO CITY,other,41.79683,-87.73689
2990921,Del Toro Creative Studio LLC,other,41.89275,-87.61756
2990923,Nappa Carwash,other,41.75450,-87.62450
2990924,RIVERPOINT WEALTH MANAGEMENT,other,41.87928,-87.63710
2990925,"MORGANS ON FULTON, LLC",other,41.88685,-87.65194
2990932,Le Meridien Essex Chicago,other,41.87181,-87.62432
2990933,Art + Science,personal_services,41.92808,-87.70555
2990935,ONE CUT AT A TIME,personal_services,41.76180,-87.60563
2990937,CAR 1 AUTO INC.,other,41.80129,-87.65901
2990943,SHOP 4 LESS,grocery,41.90911,-87.72663
2990945,Gretchen Grieser Consulting,other,41.89207,-87.62822
2990946,RTLR,other,41.89964,-87.63594
2990948,CARLA EVANS,other,41.95111,-87.80978
2990951,Ensemble Media,other,41.96745,-87.65635
2990952,BIO NAIL,personal_services,41.88152,-87.65656
2990953,RESTAURANTE AMATEPEC ESTADO DE MEXICO,restaurant_cafe,41.80072,-87.70307
2990954,COCINA ECONOMICA,restaurant_cafe,41.80824,-87.70317
2990956,"PRIMO'S BARBER SHOP, INC.",personal_services,41.81441,-87.70395
2990958,E.R. Air LLC,other,41.93475,-87.80264
2990959,"AHC Mechanical, Inc.",other,41.86023,-87.62224
2990960,X-PRESS CLEANERS,personal_services,41.92958,-87.64876
2990962,V-LA SALON,personal_services,41.94649,-87.72702
2990963,RUBIOS,retail_general,41.79868,-87.70356
2990964,"NEW HAIR N BEYOND, INC.",personal_services,41.84166,-87.64135
2990966,"Maids Du Jour, Ltd.",other,41.89576,-87.69676
2990967,"Rejuvenation, Inc. DBA Rejuvenation #5876",retail_general,41.91095,-87.65316
2991001,RAPHA CHICAGO,retail_general,41.91278,-87.67766
2991010,COZY CORNER RESTAURANT,liquor_tavern,41.99767,-87.67034
2991011,COZY CORNER RESTAURANT,restaurant_cafe,41.99767,-87.67034
2991013,WINTER'S JAZZ CLUB,liquor_tavern,41.89095,-87.61719
2991014,WINTER'S JAZZ CLUB,other,41.89095,-87.61719
2991015,"BUSY BEES LEARNING SCHOOL, INC.",other,41.83808,-87.63492
2991016,ECONOMIC CAR REPAIR INC.,other,41.74093,-87.55135
2991017,KOMBUCHADE,other,41.81060,-87.66028
2991018,KOMBUCHADE,other,41.81060,-87.66028
2991022,FENDER MENDERS COLLISION CENTER,other,41.77808,-87.76588
2991048,ROBEY HOTEL,other,41.91044,-87.67776
2991049,ROBEY HOTEL,other,41.91044,-87.67776
2991050,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991051,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991052,ROBEY HOTEL,restaurant_cafe,41.91044,-87.67776
2991053,ROBEY HOTEL,restaurant_cafe,41.91044,-87.67776
2991054,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991055,ROBEY HOTEL,restaurant_cafe,41.91044,-87.67776
2991056,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991057,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991058,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991059,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991060,ROBEY HOTEL,liquor_tavern,41.91044,-87.67776
2991061,Valedor,restaurant_cafe,41.91079,-87.67833
2991063,GRANDMA MARIE'S LEARNING CENTER/GMLC,other,41.78747,-87.68400
2991064,THE GREAT ESCAPE ROOM CHICAGO,other,41.89187,-87.62295
2991065,FRESH NAILS,personal_services,41.94631,-87.80689
2991066,ROYCE CHICAGO,grocery,41.89169,-87.62431
2991072,CANAL PARTNERS,other,41.88675,-87.64003
2991074,GOOD NIGHT JOHN BOY,other,41.88426,-87.64983
2991075,GOOD NIGHT JOHN BOY,liquor_tavern,41.88426,-87.64983
2991076,GOOD NIGHT JOHN BOY,restaurant_cafe,41.88426,-87.64983
2991077,THE JOINERY STUDIOS,other,41.91653,-87.69117
2991078,THE JOINERY STUDIOS,liquor_tavern,41.91653,-87.69117
2991079,THE JOINERY STUDIOS,liquor_tavern,41.91653,-87.69117
2991080,THE JOINERY STUDIOS,other,41.91653,-87.69117
2991081,VALERIO'S TROPICAL BAKESHOP,restaurant_cafe,41.97235,-87.74683
2991083,Maison Parisienne,restaurant_cafe,41.92931,-87.64285
2991084,MAISON PARISIENNE,restaurant_cafe,41.91803,-87.65100
2991085,"CHILDREN'S LAND ON BELMONT AVE., INC.",other,41.93826,-87.79652
2991086,AROMA THAI SPA,personal_services,41.95085,-87.66882
2991088,TAWANI PROPERTY MANAGEMENT - CHICAGO,other,42.01565,-87.66798
2991089,TAWANI PROPERTY MANAGEMENT - LOOP,other,41.88068,-87.62449
2991090,CHICAGO PRO TECH,other,41.88068,-87.62449
2991092,TAWANI PROPERTY MANAGEMENT - EVANSTON,other,41.88068,-87.62449
2991093,TAWANI PROPERTY MANAGEMENT - GOLD COAST,other,41.88068,-87.62449
2991094,TAWANI PROPERTY MANAGEMENT - NAPLES,other,41.88068,-87.62449
2991095,Popeye's #815,restaurant_cafe,41.83534,-87.66583
2991096,Popeye's #812,restaurant_cafe,41.94662,-87.68803
2991097,Popeye's #832,restaurant_cafe,41.99759,-87.66064
2991098,Popeye's#831,restaurant_cafe,42.01933,-87.68002
2991099,Popeye's#835,restaurant_cafe,41.86621,-87.71278
2991100,Popeye's #862,restaurant_cafe,41.80965,-87.60575
2991101,Popeye's #863,restaurant_cafe,41.83119,-87.61929
2991102,Popeye's #860,restaurant_cafe,41.72199,-87.61471
2991103,Popeye's #864,restaurant_cafe,41.73592,-87.58577
2991104,Popeye's #866,restaurant_cafe,41.75546,-87.65372
2991105,Popeye's #846,restaurant_cafe,41.81263,-87.70639
2991106,Popeye's #865,restaurant_cafe,41.75808,-87.62769
2991107,Popeye's #861,restaurant_cafe,41.75972,-87.58631
2991108,Popeye's #867,restaurant_cafe,41.80878,-87.65996
2991109,Popeye's #868,restaurant_cafe,41.80064,-87.74311
2991110,"4835 Studios, Inc.",other,41.96882,-87.74109
2991113,The Chicago Hotel Collection River North,liquor_tavern,41.89828,-87.63636
2991114,The Chicago Hotel Collection River North,other,41.89828,-87.63636
2991115,The Chicago Hotel Collection River North,liquor_tavern,41.89828,-87.63636
2991116,The Chicago Hotel Collection River North,restaurant_cafe,41.89828,-87.63636
2991117,Wingstop,restaurant_cafe,41.93623,-87.76656
2991118,"LYRIQ MUSIC SCHOOL, LLC",other,41.95429,-87.67668
2991119,LYRIQ Music School,retail_general,41.95225,-87.67667
2991122,KEYENCE CORPORATION OF AMERICA,other,41.98741,-87.84439
2991124,"CARNITAS MICHOACAN, INC.",restaurant_cafe,41.77847,-87.72901
2991128,CAFECITO,liquor_tavern,41.89832,-87.62122
2991129,CAFECITO,restaurant_cafe,41.89832,-87.62122
2991130,BETO'S PET GROOMING,retail_general,41.76478,-87.68521
2991131,BURRITO BEACH,restaurant_cafe,41.89490,-87.62074
2991132,MEDDLE COFFEE BAR,restaurant_cafe,41.87789,-87.64261
2991133,CAKE CHICAGO,restaurant_cafe,41.88602,-87.66837
2991134,LEE'S HERBS,retail_general,41.96836,-87.70832
2991135,AA CHICAGO METAL RECYCLING,other,41.86247,-87.73613
2991136,HELLO JASMINE,restaurant_cafe,41.85455,-87.63029
2991138,NUTS N MORE,grocery,41.99744,-87.76280
2991139,"YUMMY YUMMY NOODLES, INC.",restaurant_cafe,41.84995,-87.63209
2991140,BASE SALON,personal_services,41.88269,-87.65191
2991144,NIK'S COLLISION SERVICES LLC,other,41.96378,-87.72776
2991148,"Bellwood Industrial Plating, Inc",other,41.86593,-87.73453
2991150,Barry's Bootcamp,restaurant_cafe,41.89396,-87.62855
2991151,Barry's Bootcamp,gym_fitness,41.89396,-87.62855
2991152,BARRY'S BOOTCAMP,restaurant_cafe,41.91697,-87.64831
2991153,BARRY'S BOOTCAMP,gym_fitness,41.91697,-87.64831
2991154,BARRY'S,gym_fitness,41.90844,-87.67421
2991155,BARRY'S,restaurant_cafe,41.90844,-87.67421
2991156,LYLYS CLEANING,other,41.93488,-87.78596
2991157,"CLARK FURNITURE, INC.",retail_general,42.00542,-87.67298
2991158,Eleven04,other,41.85560,-87.68638
2991159,"MARINO'S DISTRIBUTION, INC.",other,41.74785,-87.70578
2991161,RINCONCITO ECUATORIANO,restaurant_cafe,41.95383,-87.70481
2991163,NEW BELMONT AUTO ENTERPRISES INC.,other,41.93917,-87.73014
2991164,MANE REFINERY SALON,personal_services,41.93395,-87.71517
2991165,MOJO SPA LLC,personal_services,41.90849,-87.67474
2991166,"Cattails, Inc.",retail_general,41.92531,-87.66464
2991167,CHICAGO CHINESE CULTURAL INSTITUTE/ SPOTLIGHT TRAVELS,other,41.85761,-87.62407
2991168,JUAN AND SONS CONCRETE REPAIR,other,41.91453,-87.63198
2991169,"B-UNIQUE FASHIONS, INCORPORATED",retail_general,41.69184,-87.67099
2991170,THE MICHAELS DEVELOPMENT COMPANY I,other,41.87486,-87.62936
2991171,LIBERTY TAX SERVICE,financial_services,41.95298,-87.78908
2991173,PIZZA Y PAN PA' YA CORP.,restaurant_cafe,41.96109,-87.70673
2991175,PEONY BEAUTY STUDIO,personal_services,41.89571,-87.68230
2991176,LA MICHOACANA CHICAG ICE CREAM,restaurant_cafe,41.93103,-87.77610
2991177,MCL SERVICES,other,41.93118,-87.78113
2991178,ROD N LIQUIDATION INC.,retail_general,41.73571,-87.66133
2991180,BURRITO HOUSE,restaurant_cafe,41.94651,-87.67327
2991181,MADO AFRICAN HAIR BRAIDING SALON INC.,personal_services,42.01183,-87.67466
2991182,FRANK'S UPHOLSTERY,other,41.74970,-87.72038
2991183,"PARAISO JIRE TRAVEL,INC.",other,41.78679,-87.70351
2991184,PRO CUTZ,personal_services,41.77885,-87.71728
2991185,UNIQUE JEWELRY,retail_general,41.77510,-87.64455
2991186,ULTA,other,41.87992,-87.63880
2991187,Brand Programming Network LLC,other,41.89071,-87.62427
2991190,NOTHING BUNDT CAKES,restaurant_cafe,41.91655,-87.65717
2991191,VICTURA CONSULTING LLC,other,41.88189,-87.63662
2991192,"W & W CONSULTANTS, INC.",other,41.76324,-87.55962
2991193,MODERN BEAUTY,retail_general,41.80255,-87.60656
2991235,"EL MERCADO FOOD MART, LLC",grocery,41.95097,-87.66398
2991238,STINGRAY AUTO SPA,other,41.89515,-87.74402
2991239,EDEN SOUTH SHORE,grocery,41.76430,-87.59110
2991240,EDEN SOUTH SHORE,medical_health,41.76430,-87.59110
2991251,GRAND PALACE,liquor_tavern,41.76457,-87.62474
2991253,GRAND PALACE,grocery,41.76457,-87.62474
2991255,Chicago Strength,gym_fitness,41.91898,-87.69117
2991256,CHICAGO STRENGTH,gym_fitness,41.90143,-87.64328
2991257,KNA FOOD & LIQUOR,liquor_tavern,41.77197,-87.67377
2991259,KNA FOOD & LIQUOR,grocery,41.77197,-87.67377
2991260,L. MAY CREATIONS,retail_general,41.89484,-87.77379
2991262,REDSTAR KITCHEN DESIGNS INC.,retail_general,41.80114,-87.67326
2991266,PAJARO AZUL LIQUOR & FOOD,liquor_tavern,41.94974,-87.71317
2991267,PAJARO AZUL LIQUOR & FOOD,grocery,41.94974,-87.71317
2991268,RICE THAI CAFE,restaurant_cafe,42.00488,-87.66101
2991271,UNIVERSAL CONCEPTS CONSULTING LLC,personal_services,41.72107,-87.68060
2991272,Dream Squad Luxury Rentals,other,41.86387,-87.67112
2991273,EAGLE FOOD & LIQUOR MARKET INC,liquor_tavern,41.71350,-87.55073
2991275,EAGLE FOOD & LIQUOR MARKET INC,grocery,41.71350,-87.55073
2991276,ASTER HALL,other,41.89925,-87.62427
2991277,ASTER HALL,restaurant_cafe,41.89925,-87.62427
2991280,ASTER HALL,liquor_tavern,41.89925,-87.62427
2991281,SMOKEYS,retail_general,41.75842,-87.62052
2991283,JIBARITOS ON HARLEM,liquor_tavern,41.94033,-87.80668
2991285,WISHBONE RESTAURANT,liquor_tavern,41.88494,-87.64260
2991286,WISHBONE RESTAURANT,liquor_tavern,41.88494,-87.64260
2991287,WISHBONE RESTAURANT,restaurant_cafe,41.88494,-87.64260
2991288,PIVA-BEER SPA,personal_services,41.90092,-87.66291
2991289,LA PALMA SUPERMERCADO,liquor_tavern,41.81758,-87.69832
2991290,LA PALMA SUPERMERCADO,grocery,41.81758,-87.69832
2991292,TATTOO UNION,personal_services,41.85225,-87.63635
2991293,TAUREAUX TAVERN,restaurant_cafe,41.87676,-87.63271
2991294,TAUREAUX TAVERN,liquor_tavern,41.87676,-87.63271
2991295,Pro Wheels,other,41.87259,-87.74481
2991296,Pro Wheels,other,41.76137,-87.66384
2991297,Pro Wheels,other,41.76984,-87.61091
2991327,CITGO,grocery,41.75089,-87.62597
2991328,CITGO,other,41.75089,-87.62597
2991330,PEDRO SOCOP,personal_services,41.84443,-87.70349
2991331,RAINDROP EARLY LEARNING CENTER,other,41.72625,-87.57341
2991332,MAC DYNAMITE,other,41.98214,-87.66477
2991333,SOLUX MED SPA,personal_services,41.89633,-87.64878
2991334,POWER GAS,other,41.85137,-87.72367
2991336,POWER GAS,grocery,41.85137,-87.72367
2991337,THE WOODLAWN,restaurant_cafe,41.75154,-87.59535
2991338,THE WOODLAWN,other,41.75154,-87.59535
2991340,AVLI TAVERNA,restaurant_cafe,41.92876,-87.66237
2991341,AVLI TAVERNA,liquor_tavern,41.92876,-87.66237
2991342,"WILSON WINGS, INC. / WINGSTOP RESTAURANT",restaurant_cafe,41.96498,-87.65704
2991344,Pearlie Sue Cleaning LLC,other,41.86708,-87.65813
2991345,EL PUEBLITO MEXICAN GRILL,restaurant_cafe,41.97504,-87.74813
2991346,LOS TRES AMIGOS #2,restaurant_cafe,41.70265,-87.54242
2991348,Baba's famous steak and lemonade,restaurant_cafe,41.88080,-87.71138
2991349,BABA'S FAMOUS STEAKS & LEMONDADE,restaurant_cafe,41.75848,-87.60553
2991350,Baba's Famous Steak and Lemonade,restaurant_cafe,41.78713,-87.64549
2991351,JACQUELIN TIRE SHOP,other,41.84873,-87.70531
2991352,PULLMAN COMMUNINTY CENTER,other,41.70592,-87.59413
2991353,PULLMAN COMMUNINTY CENTER,restaurant_cafe,41.70592,-87.59413
2991354,PULLMAN COMMUNINTY CENTER,liquor_tavern,41.70592,-87.59413
2991355,GMI COMPANIES INC,retail_general,41.88807,-87.63496
2991356,CITGO,other,41.77985,-87.63187
2991358,CITGO,grocery,41.77985,-87.63187
2991359,BRENDAN PATRICK BYRNE,other,41.93909,-87.69811
2991360,BLING BLING AUTO SPA,other,41.83944,-87.66225
2991361,LE LABO FRAGRANCES,retail_general,41.90067,-87.62660
2991362,LE LABO FRAGRANCES,retail_general,41.91076,-87.67827
2991363,ARTE Y DECORACIONES DAISY,retail_general,41.85197,-87.69867
2991364,TACOS EL PARAISO,restaurant_cafe,41.93877,-87.80663
2991365,RAINBOW CONE LLC,restaurant_cafe,41.72533,-87.68205
2991366,Rainbow Cone,restaurant_cafe,41.90338,-87.67203
2991367,URBANITY DANCE CHICAGO LLC,gym_fitness,41.91123,-87.65298
2991368,POZOLERIA Y ANTOJITOS MARTHA INC.,restaurant_cafe,41.84636,-87.70982
2991369,HARMONY PALACE,liquor_tavern,41.84905,-87.63208
2991370,HARMONY PALACE,grocery,41.84905,-87.63208
2991371,IHOP 1229,restaurant_cafe,41.95090,-87.64977
2991372,KIMCHI POP BY CHEF SON,restaurant_cafe,41.89908,-87.66723
2991376,STATS LLC,other,41.88582,-87.63230
2991377,TACO BELL,restaurant_cafe,41.94005,-87.65239
2991378,Entara Corporation,other,41.88054,-87.63459
2991379,JOHN DEMETRALIS,other,41.94864,-87.64651
2991380,PROPERTY CLAIMS LOSS,other,42.01134,-87.81687
2991382,AUNTIE ANNE'S,restaurant_cafe,41.88454,-87.62431
2991385,"TURF DESIGN, INC.",other,41.93199,-87.69680
2991386,Harttz Inc,personal_services,41.79557,-87.64504
2991390,MARCELA'S CAFE,restaurant_cafe,41.92453,-87.71387
2991391,NEW DOLLAR ITEMS,grocery,41.97616,-87.69250
2991393,HORIZONTES DE FE INC.,retail_general,41.95814,-87.74760
2991394,"VITALIZING BUSINESS SOLUTIONS INC.,",other,41.75652,-87.64282
2991395,BLUE MOON GRAPHICS,other,41.97670,-87.76801
2991396,OZZY TRUCK REPAIR,other,41.95853,-87.74458
2991397,ONE STONE SALON & SPA,personal_services,41.85212,-87.67197
2991398,GENESIS AUTO SUPPLY LLC,other,41.84648,-87.70495
2991399,Dunkin Donuts,restaurant_cafe,42.00875,-87.90687
2991400,Maredi Design,retail_general,41.90340,-87.67098
2991402,PARKER & PARKER TAX SERVICE,financial_services,41.78320,-87.60422
2991404,John's Upholstery Chicago LLC,other,41.99650,-87.76393
2991405,HAIR APOTHECARY LLC,personal_services,41.95409,-87.67549
2991406,DUCKI'S DOG TRAINING,other,41.97805,-87.67370
2991407,"LEAP SERVICES, INC.",retail_general,41.91824,-87.65201
2991408,United by Blue,retail_general,41.89169,-87.62431
2991409,PUBLIC REC,retail_general,41.88445,-87.65161
2991410,United By Blue,retail_general,41.89169,-87.62431
2991411,Collars & Co.,retail_general,41.89169,-87.62431
2991412,Hammit,retail_general,41.91827,-87.65004
2991413,Seraphine Maternity,retail_general,41.91298,-87.67737
2991414,Malbon Golf,retail_general,41.88428,-87.64866
2991415,Grown Brilliance,retail_general,41.90249,-87.62777
2991416,MZ WALLACE,retail_general,41.91197,-87.67765
2991417,THIRDLOVE,retail_general,41.94638,-87.66385
2991419,"EYH WELDING, INC.",other,41.89520,-87.74161
2991420,BURNHAM PARK ANIMAL HOSPITAL,retail_general,41.86935,-87.62732
2991421,"THE CLE EXPERTS, LLC",other,41.81229,-87.60161
2991422,"TRI-ANT, INC.",other,41.89720,-87.69166
2991423,HALAL PITTA LTD.,restaurant_cafe,41.90450,-87.64827
2991425,GL Home Decor,retail_general,41.97706,-87.66824
2991426,ELITE NAIL & SPA,personal_services,41.91285,-87.80575
2991427,NONI PRINT,other,41.94654,-87.77985
2991428,JOSEPH BLUMKA - ACCORDIONIST,other,41.92603,-87.77229
2991431,"NORWOOD DAMEN HAND CAR WASH, INC.",other,41.98151,-87.67972
2991432,ESMERALDA MORAN  LEAL,other,41.93965,-87.76259
2991433,ESMERALDA MORAN  LEAL,other,41.93965,-87.76259
2991436,COMFORT TEMP HEATING & COOLING LLC,other,41.89932,-87.76343
2991438,MANNY AUTO REPAIR,other,41.89541,-87.70966
2991441,FLOWER'S BRAIDING BOUTIQUE,personal_services,42.01933,-87.67966
2991442,JUANA FABIOLA DE LA TORRE,other,41.77728,-87.72287
2991445,PLANET FITNESS,gym_fitness,41.85208,-87.69033
2991446,PLANET FITNESS,gym_fitness,41.81437,-87.72368
2991447,"WARE RANCH STEAK HOUSE, INC.",restaurant_cafe,41.69113,-87.62088
2991448,"TRIBE, A HEALING ARTS COMMUNITY LLC",gym_fitness,41.93951,-87.67445
2991452,ANTONY'S WESTERN WEAR,retail_general,41.81944,-87.66538
2991453,ALAN JOSEPH PRODUCTIONS LLC,other,41.97889,-87.65519
2991454,RATTLEBACK RECORDS LLC,retail_general,41.98000,-87.66814
2991455,PANOREA FOODS LLC,other,41.98301,-87.78218
2991456,MY COLONIAL PAINTING,other,41.96737,-87.67780
2991457,HAIR STUDIO 5 LLC,personal_services,41.93002,-87.65537
2991458,FOREVER CHIC HAIR SALON,personal_services,41.91745,-87.68918
2991460,MAGIC TOUCH HAIR SALON,personal_services,41.94605,-87.73503
2991461,WONDER NAIL SPA,personal_services,41.94241,-87.68840
2991462,CHICAGO METAL MANAGEMENT,other,41.74460,-87.63598
2991463,NORA MEDINA'S CLEANING SERVICE,other,41.70344,-87.53301
2991464,"CHICAGO SERVICE SOURCE, INC.",other,41.82851,-87.68750
2991466,LEOS METROPOLITAN FLORIST LLC,retail_general,41.76561,-87.61495
2991472,"CONNECT EVENT SERVICES, LLC",other,41.88611,-87.73513
2991474,WILLIAMS STOKER & HEATING COMPANY,other,41.93951,-87.67460
2991475,SIMPLE FIX,retail_general,41.77188,-87.72273
2991476,SIMPLE FIX,retail_general,41.79362,-87.70389
2991477,Rogers Park Geographics LLC,other,42.01597,-87.69224
2991478,LINWAR LLC,financial_services,41.88353,-87.62608
2991480,VIOLETA'S UNISEX BEAUTY SALON,personal_services,41.93247,-87.71321
2991481,LA MICHOACANA,restaurant_cafe,41.80840,-87.67481
2991482,Bookish Chicago,other,41.79816,-87.59160
2991483,EL ARRIERO WESTERN WEAR & FASHION,retail_general,41.92441,-87.72403
2991485,LEBLON FITNESS CLUB,gym_fitness,41.89462,-87.63919
2991486,FORWARD TECHNOLOGIES,other,41.89600,-87.63255
2991488,CASANOVA SALON,personal_services,41.89614,-87.67011
2991489,Rafa's Detail Hand Carwash,other,41.93863,-87.75374
2991490,HUNTINGTON LEARNING CENTER,other,41.92507,-87.66600
2991491,CRRC SIFANG AMERICA INCORPORATED,other,41.64901,-87.55916
2991492,PURE INSURANCE,financial_services,41.88166,-87.63889
2991493,"MI VAQUITA, INC",grocery,41.90233,-87.74046
2991494,"MI VAQUITA, INC",grocery,41.90233,-87.74046
2991496,GAIA EVOLUTION SPA & SALON INC.,personal_services,41.92462,-87.70631
2991502,J Jordan Hair Company LLC,other,41.78382,-87.61311
2991503,SNL CLEANING CHICAGO INC.,other,41.91939,-87.76988
