license_id,name,category,lat,lng
2956595,THALI CORNER,restaurant_cafe,41.99785,-87.68949
2956609,Sweetgreen,restaurant_cafe,41.94716,-87.66387
2956648,VILLAGE MEAT & FOOD,grocery,41.90937,-87.77518
2956824,BLACK STAR GROUP,other,41.82688,-87.65947
2956837,"LA GUERRA TACOS, LLC",other,41.85045,-87.65880
2956838,"LA GUERRA TACOS, LLC",other,41.77353,-87.70896
2956845,JUST LIKE GRANNYS LEARNING CENTER,other,41.75197,-87.66362
2956883,THE OVEN,restaurant_cafe,41.65375,-87.54003
2956919,TU VENUE,restaurant_cafe,41.92739,-87.70443
2956944,LA PATRONA,restaurant_cafe,41.85192,-87.70224
2956990,Residence Inn Chicago Downtown Magnificent Mile,other,41.89401,-87.62537
2956991,Residence Inn Chicago Downtown Magnificent Mile,liquor_tavern,41.89401,-87.62537
2957020,"ABM Industry Groups, LLC",other,41.90908,-87.62867
2957085,UNIVERSAL ENTERTAINMENT,other,41.85222,-87.67986
2957092,"ALL AMERICAN SPIRITS, INC.",grocery,41.73108,-87.55113
2957093,"ALL AMERICAN SPIRITS, INC.",liquor_tavern,41.73108,-87.55113
2957104,THE LEARNING HUB LLC,other,41.76030,-87.58562
2957172,GOLD COAST AESTHETICS,personal_services,41.89640,-87.65588
2957204,Hotel RIU Plaza Chicago,liquor_tavern,41.89346,-87.62347
2957205,Hotel RIU Plaza Chicago,liquor_tavern,41.89346,-87.62347
2957208,Hotel RIU Plaza Chicago,liquor_tavern,41.89346,-87.62347
2957222,BEAUTY STUDIO BY AP LLC,personal_services,41.96121,-87.68795
2957261,TR Health and Wellness Group,retail_general,41.90143,-87.64328
2961295,CORAZON TEQUILERO RESTAURANT LLC,restaurant_cafe,41.93965,-87.76639
2961387,PATOLYN FOOD TRUCK,other,41.85045,-87.65880
2961389,FERNANDA MORALES BRITO,other,41.85477,-87.67953
2961399,POTLUC RESTAURANT,restaurant_cafe,41.90936,-87.77564
2961428,CHI ISLAND SMOOTHIE BAR,restaurant_cafe,41.73893,-87.60503
2961471,NOT JUST COOKIES WHOLESALE BAKERY,other,41.85781,-87.67305
2961478,EUPHORIC GATHERINGS LLC,other,41.95324,-87.77128
2961604,Famous Grill,restaurant_cafe,41.77917,-87.69699
2961620,NAFSI,restaurant_cafe,41.76660,-87.56632
2961621,NAFSI,liquor_tavern,41.76660,-87.56632
2961622,NAFSI,liquor_tavern,41.76660,-87.56632
2961697,76,other,41.87857,-87.74506
2961698,76,grocery,41.87857,-87.74506
2961744,99TH TRACK SNACKS AND DANCE STUDIO,retail_general,41.71400,-87.66692
2961831,McGee's Tavern & Grille,restaurant_cafe,41.92185,-87.65309
2961832,McGee's Tavern & Grille,other,41.92185,-87.65309
2961833,McGee's Tavern & Grille,liquor_tavern,41.92185,-87.65309
2961834,McGee's Tavern & Grille,liquor_tavern,41.92185,-87.65309
2961874,JAY'S FOOD & LIQUORS,liquor_tavern,41.91076,-87.74605
2961885,COMFY MASSAGE,personal_services,41.94708,-87.66871
2961888,Blue Bayou,restaurant_cafe,41.94994,-87.66424
2961889,Blue Bayou,other,41.94994,-87.66424
2961890,Blue Bayou,liquor_tavern,41.94994,-87.66424
2961928,76,other,41.70725,-87.61110
2961930,76,grocery,41.70725,-87.61110
2961948,NIMBUS-5 LLC,other,41.89734,-87.63735
2962034,COCO'S FAMOUS FRIED LOBSTER,restaurant_cafe,41.74724,-87.58603
2962039,FORK IT UP CATERING,other,41.86992,-87.70833
2962087,NOBLE MALALA INC.,other,41.97780,-87.68937
2962108,TOP SHELF,liquor_tavern,41.94276,-87.72715
