record_id,program_id,program_name,record_kind,assistance_type,funding_classification,program_status,administrator_name,administering_department,historical_authorized_usd,historical_budgeted_usd,historical_encumbered_usd,historical_expended_usd,financial_stage_note,record_granularity,geographic_scope,is_business_recipient,is_mappable_business_location,is_active_incentive_dollars,address_use_policy,financial_aggregation_policy,source_authority,source_dataset_id,source_record_ids,source_url,source_query_url,source_as_of,source_dataset_updated_at,specification_number,contract_numbers,source_revision_count,latest_revision_number,grant_project_code,fund_code,parent_cost_center_code,aln_code,period_start,period_end
chicago-cdbg-cv:accounting:F005C-CARES20CD-P412505-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Public Health,,533840.20,,533840.20,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P412505-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P412505,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P412565-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Public Health,,8952189.87,,8663600.87,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P412565-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P412565,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P412598-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Public Health,,6201103.63,,6186055.04,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P412598-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P412598,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P502510-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Family and Support Services,,1575000.00,,1575000.00,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P502510-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P502510,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P502515-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Family and Support Services,,7082050.33,,7082050.33,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P502515-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P502515,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P502520-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Family and Support Services,,3939297.04,,3930944.49,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P502520-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P502520,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P502525-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Family and Support Services,,1560195.59,,1560195.59,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P502525-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P502525,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P502530-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Family and Support Services,,195070.27,,195070.27,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P502530-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P502530,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P542005-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Planning and Development,,11000000.00,,11000000.00,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P542005-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P542005,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F005C-CARES20CD-P882505-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Water Management,,6043550.00,,3858341.61,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F005C-CARES20CD-P882505-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20CD,F005C,P882505,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F033C-CARES20DB-P382005-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Fleet and Facility Management,,4000000.00,43525.60,3952028.94,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F033C-CARES20DB-P382005-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20DB,F033C,P382005,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F033C-CARES20DB-P502005-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Family and Support Services,,4553666.57,,4553666.57,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F033C-CARES20DB-P502005-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20DB,F033C,P502005,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F033C-CARES20DB-P542005-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Planning and Development,,5000000.00,,5000000.00,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F033C-CARES20DB-P542005-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20DB,F033C,P542005,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F033C-CARES20DB-P702005-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Business Affairs and Consumer Protection,,2000000.00,267069.50,1732930.50,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F033C-CARES20DB-P702005-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20DB,F033C,P702005,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F033C-CARES20DB-P842125-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Chicago Department of Transportation,,83890.04,,83890.04,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F033C-CARES20DB-P842125-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20DB,F033C,P842125,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F033C-CARES20DB-P842145-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Chicago Department of Transportation,,4016109.96,2077670.51,1938439.45,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F033C-CARES20DB-P842145-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20DB,F033C,P842145,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:accounting:F033C-CARES20DB-P882505-2020,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program_accounting,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,Department of Water Management,,436753.00,,,"City grant-accounting record. Budget, encumbrances, and expenditures are separate historical stages, not business-recipient awards. The relief opportunity is closed even if administrative accounting remained open.",accounting_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,F033C-CARES20DB-P882505-2020,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,2026-05-31,2026-07-08T13:18:35.000Z,,,0,,CARES20DB,F033C,P882505,14.218,2020-03-01,2026-07-31
chicago-cdbg-cv:program,chicago-cdbg-cv,Community Development Block Grant Coronavirus (CDBG-CV),program,federal_grant_accounting,cdbg_cv_cares_act,closed_historical,,,,,,,Closed historical relief context. Department and cost-center accounting records are represented separately and must not be summed with recipient awards.,program_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Office of Budget and Management,iyu8-jkf8,CARES20CD|CARES20DB,https://data.cityofchicago.org/d/iyu8-jkf8,https://data.cityofchicago.org/resource/iyu8-jkf8.json?%24where=grant_project_code+in%28%27CARES20CD%27%2C%27CARES20DB%27%29&%24order=grant_project_code%2Cdepartment_code%2Cparent_cost_center_code%2Crecord_id&%24limit=5000,,2026-07-08T13:18:35.000Z,,,0,,,,,,,
chicago-covid-small-business-support:administrator:171932,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,ROGERS PARK BUSINESS ALLIANCE,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,45956.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171932|po:173743,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171932|173743,3,2,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171933,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,LINCOLN PARK CHAMBER OF COMMERCE|CLEANED-UP,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,40000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171933,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171933,1,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171934,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,POLISH AMERICAN CHAMBER OF COMMERCE,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,48074.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171934|po:174559,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171934|174559,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171936,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,BACK OF THE YARDS NEIGHBORHOOD COUNCIL,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171936|po:176220,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171936|176220,5,2,,,,,2021-10-20,2022-09-30
chicago-covid-small-business-support:administrator:171937,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,MOUNT GREENWOOD COMMUNITY & BUSINESS ASSOCIATION,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,10000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171937,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171937,1,0,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171938,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,EAST EDGEWATER CHAMBER OF COMMERCE,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,55712.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171938|po:179936,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171938|179936,4,2,,,,,2021-10-20,2022-01-31
chicago-covid-small-business-support:administrator:171939,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,HEGEWISCH BUSINESS ASSOCIATION,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171939,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171939,2,2,,,,,2021-10-20,2022-09-30
chicago-covid-small-business-support:administrator:171940,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,MAGNIFICENT MILE ASSOCIATION,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,30000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171940|po:176415,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171940|176415,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171941,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,GREATER CHATHAM INITIATIVE,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171941,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171941,2,2,,,,,2021-10-20,2022-01-31
chicago-covid-small-business-support:administrator:171942,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,51ST STREET BUSINESS ASSOCIATI,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171942|po:178179,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-27,2026-07-30T08:17:39.000Z,1231590,171942|178179,3,1,,,,,2021-10-20,2021-12-31
chicago-covid-small-business-support:administrator:171943,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,WOMEN'S BUSINESS DEVELOPMENT CENTER,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171943,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171943,3,3,,,,,2021-10-20,2022-09-30
chicago-covid-small-business-support:administrator:171944,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,LINCOLN PARK CHAMBER OF COMMERCE|CLEANED-UP,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:171944|po:174562,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2021-10-28,2026-07-30T08:17:39.000Z,1231590,171944|174562,3,1,,,,,2021-10-20,2021-12-31
