record_id,program_id,program_name,record_kind,assistance_type,funding_classification,program_status,administrator_name,administering_department,historical_authorized_usd,historical_budgeted_usd,historical_encumbered_usd,historical_expended_usd,financial_stage_note,record_granularity,geographic_scope,is_business_recipient,is_mappable_business_location,is_active_incentive_dollars,address_use_policy,financial_aggregation_policy,source_authority,source_dataset_id,source_record_ids,source_url,source_query_url,source_as_of,source_dataset_updated_at,specification_number,contract_numbers,source_revision_count,latest_revision_number,grant_project_code,fund_code,parent_cost_center_code,aln_code,period_start,period_end
chicago-covid-small-business-support:administrator:179605,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,LAKEVIEW EAST CHAM OF COMMERCE|CLEANED-UP,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,25000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:179605,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2022-01-19,2026-07-30T08:17:39.000Z,1231590,179605,2,1,,,,,,
chicago-covid-small-business-support:administrator:180086,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,WOMEN'S BUSINESS DEVELOPMENT CENTER,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,60000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:180086,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2022-01-25,2026-07-30T08:17:39.000Z,1231590,180086,3,2,,,,,,
chicago-covid-small-business-support:administrator:204303,chicago-covid-small-business-support,COVID-19 Small Business Support,program_administrator,business_support_administration,federal_covid_relief_unspecified,closed_historical,TOGETHER CHICAGO INC,DEPARTMENT OF FINANCE,5222.90,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:204303,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2022-09-28,2026-07-30T08:17:39.000Z,1231590,204303,1,0,,,,,,
chicago-covid-small-business-support:program,chicago-covid-small-business-support,COVID-19 Small Business Support,program,business_support_administration,federal_covid_relief_unspecified,closed_historical,,Department of Business Affairs and Consumer Protection,,,,,Closed historical program context. Administrator contracts are represented separately and must not be summed into a program total.,program_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,covidSmallBusinessSupport,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271231590%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,,2026-07-30T08:17:39.000Z,,,0,,,,,,,
chicago-hospitality-grant:administrator:144296,chicago-hospitality-grant,Chicago Hospitality Grant,program_administrator,grant_administration,cares_act,closed_historical,ACCION CHICAGO,DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,10000000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:144296|po:144588,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271215482%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2020-12-14,2026-07-30T08:17:39.000Z,1215482,144296|144588,3,2,,,,,2020-11-02,2021-03-08
chicago-hospitality-grant:program,chicago-hospitality-grant,Chicago Hospitality Grant,program,grant,cares_act,closed_historical,,Department of Business Affairs and Consumer Protection,,,,,Closed historical program context. Administrator contracts are represented separately and must not be summed into a program total.,program_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,chicagoHospitalityGrant,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=specification_number%3D%271215482%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,,2026-07-30T08:17:39.000Z,,,0,,,,,,,
chicago-microbusiness-recovery-grant:program,chicago-microbusiness-recovery-grant,Chicago Microbusiness Recovery Grant Program,program,grant,cares_era_city_program,closed_historical,,Department of Business Affairs and Consumer Protection,5000000.00,,,,"The official grant administrator described a $5 million program and grants of $5,000. This is an announced historical program amount, not a recipient roster or payment total.",program_level,eligible_community_areas_context,false,false,false,no_recipient_address_available,never_sum_across_records,"Chicago Urban League, official grant administrator",,microbusiness-recovery-grant-2020-04-29,https://chiul.org/2020/04/29/apply-for-the-city-of-chicagos-microbusiness-recovery-grant-program-by-may-4/,,2020-04-29,,,,0,,,,,,,
chicago-performance-venue-relief:administrator:144242,chicago-performance-venue-relief,Performance Venue Relief Program,program_administrator,grant_administration,cares_era_city_program,closed_historical,ACCION CHICAGO,DEPARTMENT OF CULTURAL AFFAIRS,1184000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:144242,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=purchase_order_contract_number%3D%27144242%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2020-12-10,2026-07-30T08:17:39.000Z,1215374,144242,1,0,,,,,2020-10-01,2020-12-31
chicago-performance-venue-relief:program,chicago-performance-venue-relief,Performance Venue Relief Program,program,grant,cares_era_city_program,closed_historical,,Department of Cultural Affairs,,,,,Closed historical program context. Administrator contracts are represented separately and must not be summed into a program total.,program_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,performanceVenueRelief,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=purchase_order_contract_number%3D%27144242%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,,2026-07-30T08:17:39.000Z,,,0,,,,,,,
chicago-small-business-resiliency-fund:program,chicago-small-business-resiliency-fund,Chicago Small Business Resiliency Fund,program,loan,cares_era_public_private,closed_historical,,Chicago City Treasurer,50000000.00,,,,"The Treasurer describes an investment of up to $50 million. This is an announced historical program ceiling, not a recipient disbursement total.",program_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,Chicago City Treasurer,,catalyst-fund,https://chicagocitytreasurer.com/catalyst-fund/,,,,,,0,,,,,,,
chicago-together-now:administrator:135349,chicago-together-now,Together Now,program_administrator,grant_administration,cares_era_mixed_or_unspecified,closed_historical,ACCION CHICAGO,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,2156000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:135349,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=upper%28purchase_order_description%29+like+%27%25TOGETHER+NOW%25%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2020-08-05,2026-07-30T08:17:39.000Z,1208223,135349,1,0,,,,,2020-06-15,2020-12-31
chicago-together-now:administrator:135576,chicago-together-now,Together Now,program_administrator,grant_administration,cares_era_mixed_or_unspecified,closed_historical,WOMEN'S BUSINESS DEVELOPMENT CENTER,Department of Business Affairs and Consumer Protection,1980000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:135576|po:135776,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=upper%28purchase_order_description%29+like+%27%25TOGETHER+NOW%25%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2020-08-10,2026-07-30T08:17:39.000Z,1208521,135576|135776,2,0,,,,,2020-06-15,2020-12-31
chicago-together-now:administrator:135774,chicago-together-now,Together Now,program_administrator,grant_administration,cares_era_mixed_or_unspecified,closed_historical,ACCION CHICAGO,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,2076000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:135774,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=upper%28purchase_order_description%29+like+%27%25TOGETHER+NOW%25%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2020-08-11,2026-07-30T08:17:39.000Z,1208223,135774,1,0,,,,,,
chicago-together-now:administrator:135778,chicago-together-now,Together Now,program_administrator,grant_administration,cares_era_mixed_or_unspecified,closed_historical,CHICAGO COMMUNITY LOAN FUND,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,1862000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:135778,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=upper%28purchase_order_description%29+like+%27%25TOGETHER+NOW%25%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2020-08-11,2026-07-30T08:17:39.000Z,1208522,135778,2,1,,,,,,
chicago-together-now:administrator:135870,chicago-together-now,Together Now,program_administrator,grant_administration,cares_era_mixed_or_unspecified,closed_historical,CHICAGO URBAN LEAGUE DEV CORP,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,1419000.00,,,,"Original City contract authorization from revision 0. Contract revisions and duplicate PO mirrors were not summed. This is an administrator contract, not a business-recipient award.",administrator_level,citywide_context,false,false,false,administrator_address_excluded,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,po:135870|po:136009,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=upper%28purchase_order_description%29+like+%27%25TOGETHER+NOW%25%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,2020-08-13,2026-07-30T08:17:39.000Z,1208715,135870|136009,3,2,,,,,2020-06-01,2020-12-31
chicago-together-now:program,chicago-together-now,Together Now,program,grant,cares_era_mixed_or_unspecified,closed_historical,,Department of Business Affairs and Consumer Protection,,,,,Closed historical program context. Administrator contracts are represented separately and must not be summed into a program total.,program_level,citywide_context,false,false,false,no_recipient_address_available,never_sum_across_records,City of Chicago Data Portal,rsxa-ify5,togetherNow,https://data.cityofchicago.org/d/rsxa-ify5,https://data.cityofchicago.org/resource/rsxa-ify5.json?%24where=upper%28purchase_order_description%29+like+%27%25TOGETHER+NOW%25%27&%24order=purchase_order_contract_number%2Crevision_number&%24limit=5000,,2026-07-30T08:17:39.000Z,,,0,,,,,,,
