record_id,program_name,program_slug,funding_law,assistance_type,program_state,opportunity_status,amount_context,sba_loan_number,approval_date,source_approval_date,legal_business_name,source_business_name,dba_trade_name,franchise_name,published_street_address,published_city,published_state,published_zip,location_precision,grant_amount_usd,rural_urban_indicator,hubzone_indicator,congressional_district,grant_purp_cons_outdoor_seating,grant_purpose_covered_supplier,grant_purpose_debt,grant_purpose_food,grant_purpose_maintenance_indoor,grant_purpose_operations,grant_purpose_payroll,grant_purpose_rent,grant_purpose_supplies,grant_purpose_utility,legal_organization_type,lmi_indicator,socioeconomic_indicator,veteran_indicator,women_owned_indicator,restaurant_type,source_url,source_download_url,source_version
sba-rrf-1036429110,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1036429110,2021-06-17,06/17/2021,KB V LLC,KB V LLC,,,852 W Fulton Market St,Chicago,IL,60607,published_street_address_ungeocoded,819728.20,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1036479103,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1036479103,2021-06-17,06/17/2021,111 W Hubbard Partnership,111 W Hubbard Partnership,,,111 W Hubbard St,Chicago,IL,60654,published_street_address_ungeocoded,3561150.00,U,N,IL-07,N,N,N,Y,Y,Y,Y,Y,Y,Y,Limited Liability Partnership,N,N,N,N,"Restaurant && Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1036689107,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1036689107,2021-06-17,06/17/2021,Burger Empire LLC,Burger Empire LLC,,,1120 W Taylor St,Chicago,IL,60607,published_street_address_ungeocoded,34361.68,U,Y,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1036749101,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1036749101,2021-06-17,06/17/2021,Honey Butter Fried Chicken LLC,Honey Butter Fried Chicken LLC,,,3361 N Elston Ave,Chicago,IL,60618,published_street_address_ungeocoded,1041435.87,U,N,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1037359104,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1037359104,2021-06-17,06/17/2021,CuencaII LLC,CuencaII LLC,,,2800 W Foster Ave,Chicago,IL,60625,published_street_address_ungeocoded,175323.88,U,N,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Partnership,N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1038259100,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1038259100,2021-06-17,06/17/2021,Jump Higher LLC,Jump Higher LLC,,,1647 W Fulton St Ste 2,Chicago,IL,60612,published_street_address_ungeocoded,5896384.05,U,Y,IL-05,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),Y,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1038899104,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1038899104,2021-06-17,06/17/2021,Fat Fish Bar & Grill Inc,Fat Fish Bar & Grill Inc,,,234 W 31st St,Chicago,IL,60616,published_street_address_ungeocoded,184983.00,U,Y,IL-01,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Corporation,N,N,N,N,"Restaurant && Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1040009105,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1040009105,2021-06-17,06/17/2021,Erro Inc,Erro Inc,,,2933 W Montrose Ave,Chicago,IL,60618,published_street_address_ungeocoded,61871.50,U,N,IL-04,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1040209106,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1040209106,2021-06-17,06/17/2021,EN HAKKORE DAMEN INC,EN HAKKORE DAMEN INC,,,1840 N DAMEN AVE,CHICAGO,IL,60647,published_street_address_ungeocoded,223585.00,U,N,IL-04,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Professional Association,N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1040299100,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1040299100,2021-06-17,06/17/2021,M2 Dining Inc.,M2 Dining Inc.,,,3441 N Halsted St,Chicago,IL,60657,published_street_address_ungeocoded,26354.00,U,N,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1040669104,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1040669104,2021-06-17,06/17/2021,Dollop Coffee LLC,Dollop Coffee LLC,,,4200 W Diversey Ave Ste 12,Chicago,IL,60639,published_street_address_ungeocoded,3133499.11,U,N,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),Y,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1040709103,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1040709103,2021-06-17,06/17/2021,B.B.L.L. INC.,B.B.L.L. INC.,,,1935 W Chicago Ave,Chicago,IL,60622,published_street_address_ungeocoded,508579.00,U,N,IL-04,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1042359109,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1042359109,2021-06-17,06/17/2021,Second City Sandwich,Second City Sandwich,,Which Wich,108 N State St Ste B1,Chicago,IL,60602,published_street_address_ungeocoded,396288.00,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1042889104,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1042889104,2021-06-17,06/17/2021,Habetler Bowl Inc,Habetler Bowl Inc,,,5250 N Northwest Hwy,Chicago,IL,60630,published_street_address_ungeocoded,300043.52,U,N,IL-04,N,N,N,Y,Y,Y,Y,Y,Y,Y,Corporation,Y,N,N,N,"Restaurant && Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1042929103,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1042929103,2021-06-17,06/17/2021,A LOVELY IDEA LLC,A LOVELY IDEA LLC,,,3120 N Lincoln Avenue,Chicago,IL,60657,published_street_address_ungeocoded,437504.00,U,N,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1043899109,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1043899109,2021-06-17,06/17/2021,81 Wacker LLC,81 Wacker LLC,,,1932 W Lake St,Chicago,IL,60612,published_street_address_ungeocoded,385965.23,U,Y,IL-05,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),Y,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1044299108,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1044299108,2021-06-17,06/17/2021,Karim & Zube,Karim & Zube,,Subway,511 N McClurg Ct,Chicago,IL,60611,published_street_address_ungeocoded,390776.00,U,N,IL-07,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Subchapter S Corporation,N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1044859110,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1044859110,2021-06-17,06/17/2021,CMN Group LLC,CMN Group LLC,,,2656 W Lawrence Ave,Chicago,IL,60625,published_street_address_ungeocoded,341987.00,U,N,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1045379110,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1045379110,2021-06-17,06/17/2021,U.S.G. Italian Marketcaffe LLC,U.S.G. Italian Marketcaffe LLC,,,445 W Erie St suite 209,Chicago,IL,60654,published_street_address_ungeocoded,2495406.00,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1045459110,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1045459110,2021-06-17,06/17/2021,Sweat The Sound Inc.,Sweat The Sound Inc.,,,2338 N Milwaukee Ave Ste 1,Chicago,IL,60647,published_street_address_ungeocoded,374513.00,U,N,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,N,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1045809108,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1045809108,2021-06-17,06/17/2021,Meathead Management LLC,Meathead Management LLC,,,350 W Hubbard St STE 650,Chicago,IL,60654,published_street_address_ungeocoded,2288168.00,U,N,IL-07,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1045879107,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1045879107,2021-06-17,06/17/2021,DEBONAIR SOCIAL CLUB LLC,DEBONAIR SOCIAL CLUB LLC,,,1575 N Milwaukee Ave,Chicago,IL,60622,published_street_address_ungeocoded,447004.00,U,N,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,"Restaurant && Bar, Saloon, Lounge, Tavern && Other",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1046299101,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1046299101,2021-06-17,06/17/2021,shantam llc,shantam llc,,Subway,6352 N Milwaukee Ave,Chicago,IL,60646,published_street_address_ungeocoded,44739.00,U,N,IL-05,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1047999101,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1047999101,2021-06-17,06/17/2021,Belmont Lounge Inc,Belmont Lounge Inc,,,1638 W Belmont Ave,Chicago,IL,60657,published_street_address_ungeocoded,353610.00,U,N,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,N,"Restaurant && Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1048389108,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1048389108,2021-06-17,06/17/2021,Bubbly Brew Inc,Bubbly Brew Inc,,,1223 W Devon Ave,Chicago,IL,60660,published_street_address_ungeocoded,95823.09,U,N,IL-05,N,N,Y,N,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1068809002,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1068809002,2021-05-12,05/12/2021,Leland Inn Inc,Leland Inn Inc,,,4662 N Western Ave,Chicago,IL,60625,published_street_address_ungeocoded,63190.00,U,N,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,"Bar, Saloon, Lounge, Tavern && Inn ** && Brewpub, Tasting Room, Taproom ** && Snack and Nonalcoholic Beverage Bar && Other",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1070319007,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1070319007,2021-05-12,05/12/2021,SANS 1 INC,SANS 1 INC,,Arby's,500 W Madison St,Chicago,IL,60661,published_street_address_ungeocoded,322092.00,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1071269007,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1071269007,2021-05-12,05/12/2021,LOBA PASTRY & COFFEE,LOBA PASTRY & COFFEE,,,3422 N Lincoln Ave,Chicago,IL,60657,published_street_address_ungeocoded,31609.00,U,N,IL-04,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Sole Proprietorship,N,Y,N,Y,Bakery **,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1071349007,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1071349007,2021-05-12,05/12/2021,Gillex Foods Inc.,Gillex Foods Inc.,,Subway,1313 W Touhy Ave,Chicago,IL,60626,published_street_address_ungeocoded,78745.17,U,Y,IL-09,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1071919001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1071919001,2021-05-12,05/12/2021,Cheap Tart Bakery LLC,Cheap Tart Bakery LLC,,,1000 N California Ave Storefront,Chicago,IL,60622,published_street_address_ungeocoded,43841.00,U,Y,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1072419006,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1072419006,2021-05-12,05/12/2021,S&S ETERNAL INC,S&S ETERNAL INC,,Subway,333 E Benton Pl Ste 107,Chicago,IL,60601,published_street_address_ungeocoded,110178.00,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1073109009,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1073109009,2021-05-12,05/12/2021,WagWyz Inc.,WagWyz Inc.,,,4744 N Kimball Ave,Chicago,IL,60625,published_street_address_ungeocoded,192171.08,U,N,IL-04,N,N,Y,N,Y,Y,Y,Y,N,Y,Limited  Liability Company(LLC),N,N,N,Y,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1073369006,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1073369006,2021-05-12,05/12/2021,M & L NOODLE INC,M & L NOODLE INC,,,1130 W Argyle St,Chicago,IL,60640,published_street_address_ungeocoded,316730.00,U,Y,IL-05,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1073779000,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1073779000,2021-05-12,05/12/2021,RAJAN INC,RAJAN INC,,Subway,630 S Clark St,Chicago,IL,60605,published_street_address_ungeocoded,150152.49,U,N,IL-02,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1074369008,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1074369008,2021-05-12,05/12/2021,CH Food & Drink Inc.,CH Food & Drink Inc.,,,1812 N Milwaukee Ave,Chicago,IL,60647,published_street_address_ungeocoded,254740.26,U,N,IL-04,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,Y,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1074509002,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1074509002,2021-05-12,05/12/2021,EAST WEST PIER CORPORATION,EAST WEST PIER CORPORATION,,,600 E Grand Ave,Chicago,IL,60611,published_street_address_ungeocoded,287094.00,U,N,IL-07,N,N,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,"Snack and Nonalcoholic Beverage Bar && Food Stand, Food Truck, Food Cart",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1074979003,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1074979003,2021-05-12,05/12/2021,Cajun Connoisseur LLC,Cajun Connoisseur LLC,,,4511 S Lake Park Ave 3N,Chicago,IL,60653,published_street_address_ungeocoded,232242.00,U,Y,IL-01,Y,N,N,Y,N,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),Y,Y,N,Y,"Caterer && Food Stand, Food Truck, Food Cart",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1075919009,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1075919009,2021-05-12,05/12/2021,hichi llc,hichi llc,,,1424 W Taylor St Ste 1,Chicago,IL,60607,published_street_address_ungeocoded,35535.00,U,Y,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1076169000,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1076169000,2021-05-12,05/12/2021,Spectrum Sports Bar and Grill Inc,Spectrum Sports Bar and Grill Inc,,,233 S Halsted St,Chicago,IL,60661,published_street_address_ungeocoded,300892.00,U,N,IL-07,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1076199009,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1076199009,2021-05-12,05/12/2021,AAJEEVAN INC,AAJEEVAN INC,,Subway,4406 S Pulaski Rd,Chicago,IL,60632,published_street_address_ungeocoded,31846.25,U,N,IL-03,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,Y,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1077399001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1077399001,2021-05-12,05/12/2021,Morgan Street Development1 LLC,Morgan Street Development1 LLC,,Molly's Cupcakes,1920 N Seminary Ave 1R,Chicago,IL,60614,published_street_address_ungeocoded,323697.00,U,N,IL-05,Y,N,Y,Y,Y,N,Y,Y,N,Y,Limited  Liability Company(LLC),N,N,N,Y,Bakery **,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1077909010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1077909010,2021-05-12,05/12/2021,Good Foods Health Center LLC,Good Foods Health Center LLC,,,1966 E 73rd St,Chicago,IL,60649,published_street_address_ungeocoded,19395.00,U,Y,IL-01,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited Liability Partnership,Y,Y,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-1077989001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,1077989001,2021-05-12,05/12/2021,Halal pita ltd,Halal pita ltd,,,1234 N Halsted St Unit D,Chicago,IL,60642,published_street_address_ungeocoded,53394.04,U,Y,IL-05,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
