record_id,program_name,program_slug,funding_law,assistance_type,program_state,opportunity_status,amount_context,sba_loan_number,approval_date,source_approval_date,legal_business_name,source_business_name,dba_trade_name,franchise_name,published_street_address,published_city,published_state,published_zip,location_precision,grant_amount_usd,rural_urban_indicator,hubzone_indicator,congressional_district,grant_purp_cons_outdoor_seating,grant_purpose_covered_supplier,grant_purpose_debt,grant_purpose_food,grant_purpose_maintenance_indoor,grant_purpose_operations,grant_purpose_payroll,grant_purpose_rent,grant_purpose_supplies,grant_purpose_utility,legal_organization_type,lmi_indicator,socioeconomic_indicator,veteran_indicator,women_owned_indicator,restaurant_type,source_url,source_download_url,source_version
sba-rrf-2345519002,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2345519002,2021-05-15,05/15/2021,VARAHI SUBS INC,VARAHI SUBS INC,,Subway,5232 N NAGLE AVE,CHICAGO,IL,60630,published_street_address_ungeocoded,140978.00,U,N,IL-04,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,Y,Y,N,N,Restaurant && Caterer,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2345939010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2345939010,2021-05-15,05/15/2021,Jackson Street Development Inc,Jackson Street Development Inc,,Jimmy John's,216 W Jackson Blvd MB6,Chicago,IL,60606,published_street_address_ungeocoded,595964.00,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2346049005,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2346049005,2021-05-15,05/15/2021,UBBAR LLC,UBBAR LLC,,,4713 N Broadway St,Chicago,IL,60640,published_street_address_ungeocoded,167673.00,U,Y,IL-05,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,Y,N,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2347139010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2347139010,2021-05-15,05/15/2021,Blue Bird Liquors INC,Blue Bird Liquors INC,,,1612 W Irving Park Rd,Chicago,IL,60613,published_street_address_ungeocoded,307650.00,U,N,IL-05,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2347889001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2347889001,2021-05-15,05/15/2021,"AA Sports Connection, Inc.","AA Sports Connection, Inc.",,,3714 N Clark St,Chicago,IL,60613,published_street_address_ungeocoded,619575.19,U,N,IL-05,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,Y,N,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2348079007,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2348079007,2021-05-15,05/15/2021,Taqueria La Haciendita Inc.,Taqueria La Haciendita Inc.,,,5924 S Pulaski Rd,Chicago,IL,60629,published_street_address_ungeocoded,171104.15,U,N,IL-01,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Subchapter S Corporation,Y,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2348729001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2348729001,2021-05-15,05/15/2021,GNA DONUTS INC,GNA DONUTS INC,,Dunkin' Donuts,1535 W Grand Ave,Chicago,IL,60642,published_street_address_ungeocoded,30356.00,U,N,IL-05,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2349779007,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2349779007,2021-05-15,05/15/2021,It's Greek To Us Inc.,It's Greek To Us Inc.,,,5449 N Clark St,Chicago,IL,60640,published_street_address_ungeocoded,11891.00,U,N,IL-05,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Subchapter S Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2352589010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2352589010,2021-05-15,05/15/2021,109 West Hubbard Inc.,109 West Hubbard Inc.,,,109 W Hubbard St,Chicago,IL,60654,published_street_address_ungeocoded,53467.00,U,N,IL-07,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2352819007,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2352819007,2021-05-15,05/15/2021,1339 Wells Inc.,1339 Wells Inc.,,,1339 N Wells St,Chicago,IL,60610,published_street_address_ungeocoded,141807.53,U,N,IL-05,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2352969006,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2352969006,2021-05-15,05/15/2021,Shivji Food Inc,Shivji Food Inc,,Subway,5131 S Pulaski Rd,Chicago,IL,60632,published_street_address_ungeocoded,99353.00,U,N,IL-03,N,N,N,N,Y,Y,Y,Y,Y,Y,Corporation,Y,Y,N,N,Restaurant && Caterer,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2354569008,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2354569008,2021-05-15,05/15/2021,Fiesta Mexicana Corp,Fiesta Mexicana Corp,,,4806 N Broadway St,Chicago,IL,60640,published_street_address_ungeocoded,138633.58,U,N,IL-05,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2356799000,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2356799000,2021-05-15,05/15/2021,LUCKY LIAO INC,LUCKY LIAO INC,,,7005 N Clark St,Chicago,IL,60626,published_street_address_ungeocoded,14461.33,U,Y,IL-09,N,N,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2357149006,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2357149006,2021-05-15,05/15/2021,Licorice Lounge LLC,Licorice Lounge LLC,,,607 E 87th St,Chicago,IL,60619,published_street_address_ungeocoded,45281.00,U,Y,IL-01,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Limited  Liability Company(LLC),Y,Y,N,Y,"Bar, Saloon, Lounge, Tavern && Snack and Nonalcoholic Beverage Bar && Other",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2357619005,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2357619005,2021-05-15,05/15/2021,OM103 INC,OM103 INC,,Subway,10325 S Torrence Ave,Chicago,IL,60617,published_street_address_ungeocoded,39085.58,U,Y,IL-01,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,Y,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2358009001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2358009001,2021-05-15,05/15/2021,Sardhardia Bros Inc.,Sardhardia Bros Inc.,,,2652 N Halsted St,Chicago,IL,60614,published_street_address_ungeocoded,214459.00,U,N,IL-05,N,N,N,N,N,N,Y,Y,N,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2359269000,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2359269000,2021-05-15,05/15/2021,Aodake 2 LLC,Aodake 2 LLC,,,810 W Jackson Blvd,Chicago,IL,60607,published_street_address_ungeocoded,224570.96,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2361209003,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2361209003,2021-05-15,05/15/2021,"Kaisushi SL , inc","Kaisushi SL , inc",,,1255 S State St Ste E,Chicago,IL,60605,published_street_address_ungeocoded,87061.00,U,N,IL-02,N,Y,Y,Y,N,Y,Y,Y,N,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2362309000,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2362309000,2021-05-15,05/15/2021,Pochai Corporation,Pochai Corporation,,,4600 N Kedzie Ave,Chicago,IL,60625,published_street_address_ungeocoded,66350.00,U,Y,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2362519004,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2362519004,2021-05-15,05/15/2021,Janik's Subs Inc,Janik's Subs Inc,,,2011 W Division St 1742 West Augusta Blvd,Chicago,IL,60622,published_street_address_ungeocoded,85937.84,U,N,IL-04,N,N,N,N,N,N,Y,Y,N,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2362689009,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2362689009,2021-05-15,05/15/2021,TS2 Inc.,TS2 Inc.,,,3369 N Clark Street,Chicago,IL,60657,published_street_address_ungeocoded,44755.29,U,N,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2363019009,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2363019009,2021-05-15,05/15/2021,MARK CHIANG INC,MARK CHIANG INC,,,4319 N LINCOLN AVE,CHICAGO,IL,60618,published_street_address_ungeocoded,27047.71,U,N,IL-04,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Subchapter S Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2366429009,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2366429009,2021-05-15,05/15/2021,Innjoy Drink & Eat Inc,Innjoy Drink & Eat Inc,,,2051 W Division St,Chicago,IL,60622,published_street_address_ungeocoded,525781.37,U,N,IL-04,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2367869003,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2367869003,2021-05-15,05/15/2021,XIAN DYNASTY CUISINE LLC,XIAN DYNASTY CUISINE LLC,,,2218 N Lincoln Ave,Chicago,IL,60614,published_street_address_ungeocoded,88599.40,U,N,IL-05,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2368299000,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2368299000,2021-05-15,05/15/2021,The original scoops Chicago inc,The original scoops Chicago inc,,,608 W 31st St,Chicago,IL,60616,published_street_address_ungeocoded,20312.92,U,Y,IL-01,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,"Restaurant && Food Stand, Food Truck, Food Cart",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2368929010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2368929010,2021-05-15,05/15/2021,CHICAGO REDLINE CAFE LLC,CHICAGO REDLINE CAFE LLC,,Dunkin' Donuts,10 W Chicago Ave,Chicago,IL,60654,published_street_address_ungeocoded,87954.00,U,N,IL-07,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2369599009,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2369599009,2021-05-15,05/15/2021,CNF Inc.,CNF Inc.,,,332 S Michigan Ave Lbby 1,Chicago,IL,60604,published_street_address_ungeocoded,283715.00,U,N,IL-07,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2369969002,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2369969002,2021-05-15,05/15/2021,NHA TRANG RESTAURANT INCORPORATED,NHA TRANG RESTAURANT INCORPORATED,,,1104 W Argyle St,Chicago,IL,60640,published_street_address_ungeocoded,93496.61,U,Y,IL-05,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2370079003,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2370079003,2021-05-15,05/15/2021,Cookies cocktail  Lounge Inc,Cookies cocktail  Lounge Inc,,,1024 W 79th St,Chicago,IL,60620,published_street_address_ungeocoded,111256.00,U,Y,IL-01,N,Y,N,N,Y,Y,Y,Y,Y,Y,Corporation,Y,Y,N,Y,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2370479005,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2370479005,2021-05-15,05/15/2021,Darji Brothers Incorporated,Darji Brothers Incorporated,,Subway,2750 W Devon Ave,Chicago,IL,60659,published_street_address_ungeocoded,68468.00,U,Y,IL-05,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,Y,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2370619010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2370619010,2021-05-15,05/15/2021,Lucky Grill Inc.,Lucky Grill Inc.,,,4454 N Milwaukee Ave,Chicago,IL,60630,published_street_address_ungeocoded,139127.75,U,N,IL-04,N,Y,N,Y,Y,N,Y,Y,Y,Y,Corporation,Y,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2370719005,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2370719005,2021-05-15,05/15/2021,DRASHTI SUB LLC,DRASHTI SUB LLC,,Subway,2319 W Madison St,Chicago,IL,60612,published_street_address_ungeocoded,107291.00,U,Y,IL-05,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),Y,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2370789004,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2370789004,2021-05-15,05/15/2021,SIXTY FIVE POKE INC,SIXTY FIVE POKE INC,,,174 N Franklin St,Chicago,IL,60606,published_street_address_ungeocoded,304948.00,U,N,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2371439006,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2371439006,2021-05-15,05/15/2021,Susu Hospitality Group LLC,Susu Hospitality Group LLC,,Jamba,1639 N Burling St,Chicago,IL,60614,published_street_address_ungeocoded,2602910.53,U,N,IL-05,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2371909005,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2371909005,2021-05-15,05/15/2021,Maison Cuisine,Maison Cuisine,,,135 N Kedzie Ave 129,Chicago,IL,60612,published_street_address_ungeocoded,429254.00,U,Y,IL-05,N,N,N,Y,N,Y,Y,Y,Y,N,Subchapter S Corporation,Y,N,N,Y,Caterer,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2374549010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2374549010,2021-05-15,05/15/2021,The Toy Tap Inc.,The Toy Tap Inc.,,,3563 N Broadway St,Chicago,IL,60657,published_street_address_ungeocoded,143028.50,U,N,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,Y,N,"Bar, Saloon, Lounge, Tavern",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2375389001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2375389001,2021-05-15,05/15/2021,Spekz inc,Spekz inc,,,1418 W Taylor St,Chicago,IL,60607,published_street_address_ungeocoded,347545.00,U,Y,IL-07,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2375579010,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2375579010,2021-05-15,05/15/2021,Sandbox at the beach,Sandbox at the beach,,,6171 N Sheridan unit 703,Chicago,IL,60660,published_street_address_ungeocoded,24547.10,U,N,IL-05,Y,N,N,Y,N,N,Y,Y,Y,Y,Corporation,N,N,N,Y,"Food Stand, Food Truck, Food Cart",https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2376159004,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2376159004,2021-05-15,05/15/2021,"DANCEN GRILL RESTAURANT, INC.","DANCEN GRILL RESTAURANT, INC.",,,5114 N Lincoln Ave,Chicago,IL,60625,published_street_address_ungeocoded,172476.00,U,N,IL-04,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,N,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2376359005,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2376359005,2021-05-15,05/15/2021,Flammin Company,Flammin Company,,,641 E 75th St,Chicago,IL,60619,published_street_address_ungeocoded,10499.00,U,Y,IL-01,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Sole Proprietorship,Y,Y,N,Y,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2376469003,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2376469003,2021-05-15,05/15/2021,Chef Luciano Inc.,Chef Luciano Inc.,,,49 E Cermak Rd,Chicago,IL,60616,published_street_address_ungeocoded,329769.00,U,Y,IL-01,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2376779002,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2376779002,2021-05-15,05/15/2021,IRON AGE CHICAGO LLC,IRON AGE CHICAGO LLC,,,1265 N Milwaukee Ave,Chicago,IL,60622,published_street_address_ungeocoded,227863.64,U,N,IL-04,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Limited  Liability Company(LLC),N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2471979001,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2471979001,2021-05-16,05/16/2021,Sai Cafe Inc.,Sai Cafe Inc.,,,2010 N Sheffield Ave,Chicago,IL,60614,published_street_address_ungeocoded,310286.64,U,Y,IL-05,N,N,N,Y,Y,N,Y,Y,Y,Y,Corporation,N,Y,N,N,Restaurant,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
sba-rrf-2472399006,Restaurant Revitalization Fund,sba-restaurant-revitalization-fund,American Rescue Plan Act of 2021,grant,closed_historical_award,not_active,historical_disbursed_grant,2472399006,2021-05-16,05/16/2021,GONICHIWA INC,GONICHIWA INC,,,233 N Michigan Ave Lbby C011,Chicago,IL,60601,published_street_address_ungeocoded,92234.00,U,N,IL-07,N,Y,N,Y,N,N,Y,Y,N,Y,Subchapter S Corporation,N,N,N,Y,Restaurant && Caterer,https://data.sba.gov/dataset/rrf-foia,https://data.sba.gov/sites/default/files/distribution/SBA-OCA-2022-09-001/rrf_foia.csv,2024-10-21
