legal_business_name,dba,county,city,zip,award_amount_usd,source_url,source_version,program_name,funding_source,assistance_type,award_status,record_note
"BUNCH FAMILY ENTERPRISES, INC.",CHOMPZ,Adams,QUINCY,62301,80000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"D2G HOLDINGS, LLC",NATIVE GRILL AND WINGS,Adams,QUINCY,62301,70000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"FOR HOME & HER, LLC",,Adams,QUINCY,62301,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"GEM CITY DEVELOPERS, L.L.C.",MICROTEL INN AND SUITES BY WYNDHAM,Adams,QUINCY,62301,45000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
HOWELL AND HART ENTERPRISES LLC,DRAKES STEAK & ALE,Adams,QUINCY,62301,135000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
JALEE'S BAKEHAUS LLC,THE VENUE QUINCY,Adams,QUINCY,62301,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
MUDDY RIVER OPERA COMPANY,,Adams,QUINCY,62301,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
QUINCY SYMPHONY ORCHESTRA,QUINCY SYMPHONY ORCHESTRA ASSOCIATION,Adams,QUINCY,62301,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
SPI-ROLLS,SPI-ROLLS,Adams,QUINCY,62301,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"TRACY HOLDINGS, LLC",QUALITY INN & SUITES,Adams,QUINCY,62301,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"XCEL PERFORMANCE, LLC",,Adams,QUINCY,62301,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
INTERNATIONAL TRAVEL ASSOCIATES INC,TRAVEL HOUSE OF QUINCY,Adams,QUINCY,62305,150000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
QUINSIPPI SOCCER LEAGUE ASSOCIATION,,Adams,QUINCY,62305,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
SALON JANA INC,SALON JANA INC,Adams,QUINCY,62305,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"DOUBLE J PLUS ONE, INC",3ST PLACE BAR N GRILL,Bond,GREENVILLE,62246,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
JWP INC.,SUPER 8 BY WYNDHAM,Bond,GREENVILLE,62246,35000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"PURVI HOSPITALITY, INC.","PURVI HOSPITALITY, INC.",Bond,GREENVILLE,62246,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
STEVEN UNTERBRINK,SEW UNIQUE EMBROIDERY,Bond,GREENVILLE,62246,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
JASON WIGGET CONSTRUCTION INC,,Boone,BELVIDERE,61008,45000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
MIRIARB INC,UNCLE JOHN'S RESTAURANT,Boone,BELVIDERE,61008,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"WINNERZ, LLC",NEIGHBORHOOD CLEANERS,Boone,BELVIDERE,61008,20000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"SBT JEPPSON, INC.",DICK'S TAP,Bureau,LADD,61329,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"VALON, INC.",,Bureau,PRINCETON,61356,25000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
RITA'S THE OUTHOUSE,RITA'S THE OUTHOUSE,Bureau,SPRING VALLEY,61362,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
SPRING VALLEY MOTEL INC,SPRING VALLEY INN,Bureau,SPRING VALLEY,61362,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
TIMBER LAKE PLAYHOUSE,TIMBER LAKE PLAYHOUSE,Carroll,MT. CARROLL,61053,135000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
88 BAR & GRILL LLC,THE NOOK,Cass,BEARDSTOWN,62618,20000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"CONNER FAMILY AMUSEMENTS, INC.",,Cass,BEARDSTOWN,62618,70000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
TYSON'S DINER INC,,Cass,BEARDSTOWN,62618,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
99 CHINA LLC,SZECHUAN CHINA,Champaign,CHAMPAIGN,61820,50000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
AMERICAN 1 INC,,Champaign,CHAMPAIGN,61820,115000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
AMKO CORPORATION,AMKO ORIENTAL FOODS AND GIFTS,Champaign,CHAMPAIGN,61820,30000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
AUSTIN'S INC,AUSTIN'S SPORTSWEAR,Champaign,CHAMPAIGN,61820,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
BASIL THAI MARKET PLACE INC,BASIL THAI KITCHEN,Champaign,CHAMPAIGN,61820,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
BJ INTERIORS,,Champaign,CHAMPAIGN,61820,35000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"BUZARD PIPE ORGAN BUILDERS, LLC",,Champaign,CHAMPAIGN,61820,85000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
BXB UCIL INC,YOGI KOREAN RESTAURANT,Champaign,CHAMPAIGN,61820,25000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CAFFE BENE GREEN INC.,CAFFE BENE GREEN INC.,Champaign,CHAMPAIGN,61820,40000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CAMPUS HOSPITALITY LLC,TOWNPLACE SUITES,Champaign,CHAMPAIGN,61820,250000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CHAMPAIGN COUNTY CONVENTION & VISITORS BUREAU,VISIT CHAMPAIGN COUNTY,Champaign,CHAMPAIGN,61820,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CHAMPAIGN MOTEL INC.,SUPER 8 BY WYNDHAM,Champaign,CHAMPAIGN,61820,50000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"CHAMPAIGN SURPLUS STORE, INC.",,Champaign,CHAMPAIGN,61820,90000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CHAMPAIGN URBANA THEATRE COMPANY,,Champaign,CHAMPAIGN,61820,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CHECKERED MOON,,Champaign,CHAMPAIGN,61820,40000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CIRCLES INC.,CIRCLES BOUTIQUE,Champaign,CHAMPAIGN,61820,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"CLUTCH CUTS, LLC",CLUTCH,Champaign,CHAMPAIGN,61820,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
CMT VENTURES INC,,Champaign,CHAMPAIGN,61820,150000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"COCHRANES OF CHAMPAIGN, INC",,Champaign,CHAMPAIGN,61820,150000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
DELIGHTERS INC,MIA ZA’S,Champaign,CHAMPAIGN,61820,20000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
DREAMSCAPE DESIGN INC,DREAMSCAPE,Champaign,CHAMPAIGN,61820,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"ECI INVESTMENTS, LLC",,Champaign,CHAMPAIGN,61820,100000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
EL TORO II INC,,Champaign,CHAMPAIGN,61820,50000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
ELEGANT NAILS LOUNGE INC,,Champaign,CHAMPAIGN,61820,60000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"ESQUIRE LOUNGE, INC.",,Champaign,CHAMPAIGN,61820,150000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
GREEN FOUR COMPANY,FOUR BREAKFAST,Champaign,CHAMPAIGN,61820,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
HAMILTON WALKER LLC,HAMILTON WALKER'S,Champaign,CHAMPAIGN,61820,150000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
HAMMERHEAD RECORDS INC.,"THE REAL ESTATE BOOK OF CHAMPAIGN-URBANA- SAVOY, IL",Champaign,CHAMPAIGN,61820,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
HANSEN CO BARBER SHOP,,Champaign,CHAMPAIGN,61820,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
HOWDY LLC,HOWDY BURGER,Champaign,CHAMPAIGN,61820,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
ILLINI MEDIA COMPANY,,Champaign,CHAMPAIGN,61820,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
JASON'S BARBERSHOP,,Champaign,CHAMPAIGN,61820,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
JASY INC,MID SUMMER LOUNGE,Champaign,CHAMPAIGN,61820,35000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
JOHN E DIMIT III,DR. G'S BRAINWORKS,Champaign,CHAMPAIGN,61820,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
JUSTINA UCHENNA-AMADI CPA PLLC,,Champaign,CHAMPAIGN,61820,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
KAMS CHAMPAIGN LLC,KAMS,Champaign,CHAMPAIGN,61820,150000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
KUNGFU TEA CHAMPAIGN INC,,Champaign,CHAMPAIGN,61820,35000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
KUNGFUBBQ INC,,Champaign,CHAMPAIGN,61820,50000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
LAILAIHUNAN INC,LAI LAI WOK RESTARUANT,Champaign,CHAMPAIGN,61820,45000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"LATEA UIUC, LLC",LATEA BUBBLE TEA,Champaign,CHAMPAIGN,61820,20000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
LITTLE URBANA LLC,LITTLE CAESARS,Champaign,CHAMPAIGN,61820,10000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
LUCKY MEI INC.,GOLDEN HARBOR,Champaign,CHAMPAIGN,61820,95000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
MIZU CAMPUS LLC,MIZU CAMPUS LLC,Champaign,CHAMPAIGN,61820,45000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
MOMSTER LLC,,Champaign,CHAMPAIGN,61820,60000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
NAYA RESTAURANT CORPORATION,,Champaign,CHAMPAIGN,61820,95000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
NINA WANG ACUPUNCTURE AND ORIENTAL MEDICINE,NINA WANG ACUPUNCTURE AND ORIENTAL MEDICINE,Champaign,CHAMPAIGN,61820,5000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"OKGO RESTAURANT GROUP ILLINI, LLC",MOE'S SOUTHWEST GRILL #100373,Champaign,CHAMPAIGN,61820,45000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
ONE NAILS LLC,ONE NAILS LLC,Champaign,CHAMPAIGN,61820,15000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
"PAPA DEL'S PIZZA, INC.",PAPA DEL'S PIZZA FACTORY,Champaign,CHAMPAIGN,61820,70000,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/b2bawards.pdf,2022-07-26,Illinois Back to Business (B2B) Grant Program,American Rescue Plan Act (ARPA),grant,historical_award,Historical ARPA-funded grant award; not an active opportunity or a promise of future funding.
