ein,funder,object_id,tax_yr,return_type,schema_version,tax_period_begin,tax_period_end,amended,grant_rows,parsed_sum,line3a,line25a,line25d,delta,status,bridge_note,chicago_rows,chicago_dollars,source_url,sha256,extraction_version
366109323,Motorola Solutions Foundation,202321359349102272,2022,990PF,2022v5.0,2022-01-01,2022-12-31,N,219,11754965.0,11754965.0,11957091.0,11754965.0,0.0,reconciled,"row sum ties printed line-3a total within $1; book-basis bridge: line 25(a)=11,957,091 differs from paid rows by -202,126 (accrual/noncash/set-aside timing)",38,1989150.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202321359349102272_public.xml,c566a4414b5ce1b3,tier1-2026-08-03.1
367391628,Serr Charitable Action TR UW 09242002,202521219349101567,2024,990PF,2024v5.1,2024-01-01,2024-12-31,N,7,4382200.0,4382200.0,4382200.0,4382200.0,0.0,reconciled,row sum ties printed line-3a total within $1,0,0.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202521219349101567_public.xml,657e1968ab65a596,tier1-2026-08-03.1
367391628,Serr Charitable Action TR UW 09242002,202413129349102011,2023,990PF,2023v5.1,2023-01-01,2023-12-31,N,5,13323568.0,13323568.0,13323568.0,13323568.0,0.0,reconciled,row sum ties printed line-3a total within $1,1,12173568.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202413129349102011_public.xml,762b1bb6236dc38d,tier1-2026-08-03.1
367391628,Serr Charitable Action TR UW 09242002,202301319349102550,2022,990PF,2022v5.0,2022-01-01,2022-12-31,N,7,6216226.0,6216226.0,6216226.0,6216226.0,0.0,reconciled,row sum ties printed line-3a total within $1,1,4675000.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202301319349102550_public.xml,e0629ae257d10dd4,tier1-2026-08-03.1
363994447,The Walsh Foundation,202503159349101710,2024,990PF,2024v5.2,2024-01-01,2024-12-31,N,68,11718977.0,11718977.0,11718977.0,11718977.0,0.0,reconciled,row sum ties printed line-3a total within $1,40,9026477.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202503159349101710_public.xml,60438ad491e281d9,tier1-2026-08-03.1
363994447,The Walsh Foundation,202403109349101240,2023,990PF,2023v5.1,2023-01-01,2023-12-31,N,68,13198750.0,13198750.0,13198750.0,13198750.0,0.0,reconciled,row sum ties printed line-3a total within $1,43,9648750.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202403109349101240_public.xml,451dfa7b1eb38cea,tier1-2026-08-03.1
363994447,The Walsh Foundation,202323189349101882,2022,990PF,2022v5.0,2022-01-01,2022-12-31,N,69,10783771.0,10783771.0,10783771.0,10783771.0,0.0,reconciled,row sum ties printed line-3a total within $1,44,8959771.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202323189349101882_public.xml,b44a8ba5fd02cda8,tier1-2026-08-03.1
261572776,Bluhm Family Charitable Foundation,202533179349102253,2024,990PF,2024v5.2,2024-01-01,2024-12-31,N,59,12954050.0,12954050.0,12954050.0,12954050.0,0.0,reconciled,row sum ties printed line-3a total within $1,30,6644250.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202533179349102253_public.xml,396bab5e1bda23e2,tier1-2026-08-03.1
261572776,Bluhm Family Charitable Foundation,202403119349101905,2023,990PF,2023v5.1,2023-01-01,2023-12-31,N,58,12773283.0,12773283.0,12773283.0,12773283.0,0.0,reconciled,row sum ties printed line-3a total within $1,33,11222879.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202403119349101905_public.xml,42f18d9fe9eebe44,tier1-2026-08-03.1
261572776,Bluhm Family Charitable Foundation,202302419349100305,2022,990PF,2022v5.0,2022-01-01,2022-12-31,N,64,11977033.0,11977033.0,11977033.0,11977033.0,0.0,reconciled,row sum ties printed line-3a total within $1,41,7731559.0,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202302419349100305_public.xml,b37758208acd9866,tier1-2026-08-03.1
