dataset,project_name,recipient_or_developer,address,tif_district,ward_or_area,authorized_tif_assistance,city_reported_expenditure,total_project_cost,announced_private_leverage,approval_or_report_year,status_text,lat,lng,source_row_id
rda-iga,Trippe Manufacturing,"Trippe Manufacturing Co., Inc.",1111 W 35th St,35th/Halsted,Ward 11 - Bridgeport,1600000,,8399000,,1998,CDC approved 1998-07-29,41.8305362396,-87.6538679998,rda-iga:1335:113
rda-iga,Merlin Coke,"MLRP-Merlin, LLC, with limited joinder by Coca-Cola Enterprises Inc.",1401 N Cicero Av,Northwest Industrial Corridor,Ward 37 - Austin,3225000,,7045345,,2006,CDC approved 2006-04-26,41.9060804602,-87.7458908786,rda-iga:1336:114
rda-iga,HWUC - Erie Co-Op,Erie Cooperative L.P.,600 N Troy St,Kinzie Industrial Conservation Area,Ward 27 - Humboldt Park,1000000,,17624718,,2003,CDC approved 2003-01-16,41.8919980623,-87.7053639289,rda-iga:1339:115
rda-iga,Glazier - Cardinal - 52nd Ashland,Cardinal Limited Partnership,5233 S Ashland Av,47th/Ashland,Ward 16 - New City,311107,,1637411,,2003,CDC approved 2003-02-05; COC issued 2004-10-25,41.7985013651,-87.6645556543,rda-iga:1340:116
rda-iga,Ravenswood Sq - 4800 Damen,"4800 Damen, LLC",4800 N Damen Av,Western Avenue North,Ward 47 - Lincoln Square,3000000,,18385283,,2004,CDC approved 2004-11-03; COC issued 2009-10-05,41.9688451817,-87.6793347247,rda-iga:1341:117
rda-iga,Roosevelt Sq - ABLA - Phase 1,"RS Homes I LLC, RS Pointe LLC",1300 W Roosevelt Rd,Roosevelt/Racine,Ward 28 - Near West Side,11475000,,86706531,,2005,CDC approved 2005-05-11; COC issued 2007-12-20,41.8670646703,-87.6592497364,rda-iga:1343:118
rda-iga,Archer Courts - Phase II - Townhomes,Chicago Community Dev Corp,2220 S Princeton Av,Archer Courts,Ward 11 - Armour Square,3000000,,15000000,,1999,CDC approved 1999-05-12,41.8522296085,-87.6349335476,rda-iga:1344:119
rda-iga,Autumn Green - Sr Lifestyle,"SL Wright Campus, LLC",4239 N Oak Park Av,Read/Dunning,Ward 38 - Dunning,2946000,,22118427,,2005,CDC approved 2005-06-08; COC issued 2008-12-15,41.9576922115,-87.7975440334,rda-iga:1346:120
rda-iga,LaSalle Park - Clark Taylor,Clark/Taylor L.L.C.,800 S Clark St,River South,Ward 34 - Loop,2237881.5,,2237881.5,,2000,CDC approved 2000-11-15; COC issued 2009-10-09,41.8721643961,-87.6307557769,rda-iga:1348:121
rda-iga,Glazier - Finch - 69th Ashland,Finch Limited Partnership,6920 S Ashland Av,69th & Ashland,Ward 17 - West Englewood,948000,,6748178.97,,2005,CDC approved 2005-02-09,41.7678933171,-87.6640189683,rda-iga:1351:122
rda-iga,Florsheim - Footwear Factory,Footwear Factory Development Corp,3927 W Belmont Av,Fullerton/Milwaukee,Ward 31 - Avondale,8500000,,55900000,,2005,CDC approved 2005-10-06; COC issued 2011-02-04,41.9390128317,-87.7248659041,rda-iga:1352:123
rda-iga,Food 4 Less,Ralphs Grocery Company,7030 S Ashland Av,69th & Ashland,Ward 17 - West Englewood,977000,,11878878,,2005,CDC approved 2005-02-09; COC issued 2007-11-01,41.7657907704,-87.6639668865,rda-iga:1353:124
rda-iga,La Estancia,La Estancia L.P.,3228 W Division St,"Division/Homan,Humboldt Park Commercial",Ward 26 - Humboldt Park,1555485,,16971908,,2005,CDC approved 2005-06-08; COC issued 2007-12-17,41.9029306958,-87.7079066882,rda-iga:1358:125
rda-iga,Madden Wells - 1-A - Rental,Madden Wells Phase 1A Associates L.P.,3807 S Cottage Grove Av,Madden/Wells,Ward 4 - Oakland,1529200,,36080770,,2003,CDC approved 2003-04-09,41.8259091869,-87.607739025,rda-iga:1361:126
rda-iga,Metra Market,"MetraMarket of Chicago, L.L.C., and Ogilive Transit Center Investor, Inc.",117 N Clinton St,River West,Ward 42 - Near West Side,12000000,,43649000,,2006,CDC approved 2006-09-13; COC issued 2010-05-06,41.8837464918,-87.6411049758,rda-iga:1362:127
rda-iga,Roosevelt Towers I - Senior,"Roosevelt Tower - I, LLC",3440 W Roosevelt Rd,Roosevelt-Homan,Ward 24 - North Lawndale,1540433,,18562300,,2002,CDC approved 2002-11-13; COC issued 2003-12-15,41.8664397713,-87.7121808603,rda-iga:1365:128
rda-iga,S & C Electric,"S&C Electric Co., a Delaware corp.",6601 N Ridge Bv,Pratt/Ridge Industrial Park Conservation Area,Ward 40 - Rogers Park,39735000,,138150000,,2008,CDC approved 2008-06-11; COC issued 2011-01-28,42.0017420183,-87.6784191236,rda-iga:1367:129
rda-iga,Scottsdale Center,"Scottsdale Center, LLC",7905 S Cicero Av,79th and Cicero,Ward 18 - Ashburn,8100000,,30560817,,2006,CDC approved 2006-05-24; COC issued 2010-12-10,41.7489865729,-87.7411968744,rda-iga:1368:130
rda-iga,Solo Cup,Solo Cup Company,3333 E 87th St,South Works Industrial,Ward 10 - South Chicago,22090000,,88450000,,2001,CDC approved 2001-05-02,41.7373739463,-87.5430052179,rda-iga:1369:131
rda-iga,Target - 33rd Damen,Target Corp.,1940 W 33rd St,Pilsen,Ward 12 - McKinley Park,5300000,,32754095,,2005,CDC approved 2005-10-06; COC issued 2006-10-17,41.8341473875,-87.6745978564,rda-iga:1371:132
rda-iga,Uptown Broadway Building,"Theus Property Holdings, LLC",4703 N Broadway,Lawrence/Broadway,Ward 46 - Uptown,1452860,,4909223,,2007,CDC approved 2007-01-11; COC issued 2013-11-05,41.9673635874,-87.6585673444,rda-iga:1372:133
rda-iga,Willard Square,Willard Square Apartments LLC,4915 S Saint Lawrence Av,49th Street/St. Lawrence Avenue,Ward 4 - Grand Boulevard,3457564,,11388438,,1996,CDC approved 1996-07-31,41.8053375695,-87.611213454,rda-iga:1373:134
rda-iga,Hilliard Homes - II,Hilliard Homes ll LP,2030 S State St,24th/Michigan,Ward 3 - Near South Side,1540000,,51112000,,2005,CDC approved 2005-03-09,41.854535033,-87.6272677388,rda-iga:1376:135
rda-iga,Farley Candy,Farley Candy Co. and Farley L.L.C.,2100 W 43rd St,43rd and Damen,Ward 12 - New City,3000000,,11000000,,1994,CDC approved 1994-08-03,41.8158732511,-87.6775061983,rda-iga:1377:136
rda-iga,Borders - 95th Western,DB Beverly L.L.C.,9500 S Western Av,95th & Western,Ward 0,1600000,,5922000,,1997,CDC approved 1997-12-10,41.7208432906,-87.6822080484,rda-iga:1379:137
rda-iga,Nookies Restaurant,,1100 W Bryn Mawr Av,Bryn Mawr/Broadway,Ward 48 - Edgewater,300000,,3132169,,2003,CDC approved 2003-09-04,41.9837664845,-87.658111624,rda-iga:1381:138
rda-iga,201 N Wells,201 North Wells Investors L.L.C,201 N Wells St,"Central Loop,Randolph/Wells",Ward 42 - Loop,7000000,,40602000,,2000,CDC approved 2000-03-15,41.8857587301,-87.6337840496,rda-iga:1383:139
rda-iga,Chicago Symphony,Chicago Symphony Orchestra,220 S Michigan Av,Central Loop,Ward 34 - Loop,2500000,,67000000,,1999,CDC approved 1999-12-15,41.8790291909,-87.6244858578,rda-iga:1385:140
rda-iga,Fisher Building,343 S Dearborn II LLC,343 S Dearborn St,Central Loop,Ward 4 - Loop,6600000,,33880973,,1999,CDC approved 1999-05-12,41.8771467862,-87.6291212332,rda-iga:1388:141
rda-iga,Mentor Bldg,"Mentor Building, L.L.C.",6 E Monroe St,Central Loop,Ward 34 - Loop,2500000,,11506161,,1999,CDC approved 1999-11-03,41.8808780905,-87.6275182029,rda-iga:1390:142
rda-iga,Reliance Bldg - III - Baldwin,,32 N State St,Central Loop,Ward 34 - Loop,6668713,,21825000,,1994,CDC approved 1994-11-16,41.8827592376,-87.6280047093,rda-iga:1392:143
rda-iga,Horner - IIA2 - Midrise,"WHP Tower, LLC and WHP Tower Rental, LLC",100 N Hermitage Av,Central West,Ward 27 - Near West Side,2611649,,30870827,,2004,CDC approved 2004-07-21,41.883285736,-87.6707276205,rda-iga:1396:144
rda-iga,87th Dan Ryan Shopping Center,L&O Partnership,112 W 87th St,Chatham Ridge,Ward 21 - Chatham,3151400,,21706560,,1986,CDC approved 1986-12-18,41.7363800456,-87.627509219,rda-iga:1397:145
rda-iga,Chinatown Square,Chinese-American Development Corp.,2133 S China Pl,Chinatown Basin,Ward 11 - Armour Square,7298000,,30762115,,1990,CDC approved 1990-05-16,41.8538382216,-87.6346110667,rda-iga:1398:146
rda-iga,Jade Garden Apts,Jade Garden Ltd. Partnership,336 W Cermak Rd,Chinatown Basin,Ward 11 - Armour Square,425000,,7797821,,1996,CDC approved 1996-05-09,41.8529829135,-87.636319575,rda-iga:1399:147
rda-iga,River North Distributing,River North Distributing,1300 N North Branch St,Division/North Branch,Ward 27 - Near North Side,2615000,,10515900,,1991,CDC approved 1991-04-12,41.9046237923,-87.6565320963,rda-iga:1400:148
rda-iga,Six Corners S.C.,"Six Corners Development, L.L.C.",4000 N Cicero Av,Irving/Cicero,Ward 45 - Portage Park,3700000,,19274000,,1996,CDC approved 1996-09-11,41.9534715382,-87.7474514978,rda-iga:1401:149
rda-iga,Madden Wells - 1-B,Madden Wells Phase 1B Associates L.P.,3900 S Ellis Av,Madden/Wells,Ward 4 - Oakland,3021000,,39147230,,2005,CDC approved 2005-02-09,41.8242068651,-87.6054993142,rda-iga:1402:150
rda-iga,55th Dan Ryan Shopping Center,Ryan Center Ltd. Partnership,5258 S Wentworth Av,"47th/Halsted,Ryan Garfield",Ward 20 - Fuller Park,3755000,,8455000,,1987,CDC approved 1987-09-09,41.7983058612,-87.6307475151,rda-iga:1403:151
rda-iga,Lake Park Crescent - Phase I - For Sale,Lakefront Associates LLC,4000 S Lake Park Av,Lakefront,Ward 4 - Oakland,4900000,,29042000,,2007,CDC approved 2007-02-07,41.8223708179,-87.6024061495,rda-iga:1404:152
rda-iga,Essanay Studio Lighting,Essanay Studio & Lighting Co.,1346 N North Branch St,Eastman/North Branch,Ward 27 - Near North Side,394000,,2922000,,1995,CDC approved 1995-06-14,41.9058586357,-87.656719794,rda-iga:1408:153
rda-iga,Tru-Vue,"Tru Vue, Inc.",1315 N North Branch St,Eastman/North Branch,Ward 27 - Near North Side,620000,,4854000,,1993,CDC approved 1993-10-07,41.9050236619,-87.6563943716,rda-iga:1409:154
rda-iga,Edgewater Broadway Plaza,First National Realty & American National,5227 N Broadway,"Edgewater,Red and Purple Modernization Phase One Project",Ward 48 - Edgewater,1100000,,5900000,,1990,CDC approved 1990-02-07,41.9771505987,-87.6597409629,rda-iga:1410:155
rda-iga,Gooseland Venture,Gooseland Venture L.L.C.,1060 W Division St,Goose Island,Ward 27 - Near North Side,1212753,,14928460,,1999,CDC approved 1999-07-07,41.9036506435,-87.6547775986,rda-iga:1412:156
rda-iga,Sara Lee - Riverworks,Riverworks LLC,910 N Halsted St,Goose Island,Ward 27 - Near North Side,5000000,,38300000,,2000,CDC approved 2000-06-07,41.8993155765,-87.6480358516,rda-iga:1413:157
rda-iga,Stellar Distribution,"Stellar Distribution Serv, Inc",5000 S Homan Av,"51st/Archer,Homan/Grand Trunk",Ward 14 - Gage Park,540000,,3246100,,1994,CDC approved 1994-04-13,41.8024896764,-87.708860861,rda-iga:1414:158
rda-iga,Chaville Condo,"JJJ Properties, Inc.",5978 N Lincoln Av,Lincoln Avenue,Ward 50 - West Ridge,625454,,8621372,,2005,CDC approved 2005-07-27,41.9898379289,-87.7066826716,rda-iga:1415:159
rda-iga,"Lincoln-Belmont-Ashland, LLC","Lincoln/Belmont/Ashland, LLC",3201 N Lincoln Av,Lincoln/Belmont/Ashland,Ward 32 - Lake View,7671036,,37210798.9,,1994,CDC approved 1994-11-02,41.9397938076,-87.6685652787,rda-iga:1416:160
rda-iga,North Town Village II,NTV Limited Partnership,1421 N Halsted St,"Near North,Red and Purple Modernization Phase One Project",Ward 27 - Near North Side,8600000,,55000000,,1999,CDC approved 1999-12-15,41.9070154958,-87.6480322734,rda-iga:1417:161
rda-iga,Roosevelt Hotel,"Roosevelt Hotel, LLC",1152 S Wabash Av,Near South,Ward 4 - Loop,2350000,,8140042,,2000,CDC approved 2000-12-13; COC issued 2004-06-18,41.8676943781,-87.6259790275,rda-iga:1418:162
rda-iga,FC Central Station,FOREST CITY CENTRAL STATION IN,1455 S Michigan Av,Near South,Ward 3 - Near South Side,14000000,,122048000,,2004,CDC approved 2004-06-23; COC issued 2008-09-01,41.8625776163,-87.6238951615,rda-iga:1419:163
rda-iga,Lakefront SRO - Wabash,South Loop L.P. and Lakefront Single Room Occupancy Corp.,1521 S Wabash Av,Near South,Ward 3 - Near South Side,580500,,16833900,,1998,CDC approved 1998-04-29,41.8613245128,-87.6255422594,rda-iga:1420:164
rda-iga,Sr Suites - 1400 S Indiana,Chicago Central Station L.P. and Senior Suites Chicago Corp.,1400 S Indiana Av,Near South,Ward 3 - Near South Side,960000,,9527428,,1995,CDC approved 1995-07-13,41.8640266649,-87.622620427,rda-iga:1421:165
rda-iga,Vietnam Vet Art Gallery,Vietnam Veterans Arts Group,1801 S Indiana Av,Near South,Ward 3 - Near South Side,1000000,,2056143,,1996,CDC approved 1996-03-06,41.857838242,-87.6221840533,rda-iga:1422:166
rda-iga,Filmworks Lofts Condo,Wabash L.P.,1318 S Wabash Av,Near South,Ward 3 - Near South Side,2060000,,12535698,,1994,CDC approved 1994-09-14,41.8651846093,-87.6259279484,rda-iga:1423:167
rda-iga,Eli's Cheesecake,"Eli's Chicago's Finest, Inc.",6701 W Forest Preserve Av,Read/Dunning,Ward 38 - Dunning,1300000,,8537000,,1995,CDC approved 1995-02-08,41.9599501856,-87.7940912316,rda-iga:1427:168
rda-iga,Read-Dunning JV LP,Chicago-Read J.V.L.P.,6830 W Irving Park Rd,Read/Dunning,Ward 38 - Dunning,6456352,,10077985,,1994,CDC approved 1994-09-14,41.9528528158,-87.7974203771,rda-iga:1428:169
rda-iga,Hawthorne Campbell Industrial Park,Hawthorne-Campbell Holdings L.P.,2600 W 35th St,Sanitary Drainage and Ship Canal,Ward 12 - Brighton Park,1271000,,1271000,,1993,CDC approved 1993-06-09,41.830296068,-87.6900586135,rda-iga:1429:170
rda-iga,Culinary Foods,Culinary Foods,4201 S Ashland Av,Stockyards Industrial-Commercial,Ward 11 - New City,5000000,,22909033,,1994,CDC approved 1994-06-16,41.817683733,-87.6650402,rda-iga:1430:171
rda-iga,Yards Shopping Center,"Yards Developers, Inc.",4600 S Damen Av,Stockyards Industrial-Commercial,Ward 12 - New City,2915000,,21915000,,1989,CDC approved 1989-05-24,41.8102339724,-87.6751339777,rda-iga:1431:172
rda-iga,Luster Products,Luster Products,1104 W 43rd St,Stockyards Southeast Quadrant Industrial,Ward 11 - New City,5000000,,12705022,,1992,CDC approved 1992-11-10,41.8161395442,-87.6533756874,rda-iga:1432:173
rda-iga,Marina Cartage,Marina Cartage,4450 S Morgan St,Stockyards Southeast Quadrant Industrial,Ward 11 - New City,1135972,,4543888,,1996,CDC approved 1996-02-07,41.8127474244,-87.6506658935,rda-iga:1433:174
rda-iga,OSI Industries,"OSI Industries, Inc.",4545 S Racine Av,Stockyards Southeast Quadrant Industrial,Ward 15 - New City,2068000,,14687000,,1996,CDC approved 1996-06-10,41.8110882897,-87.6550616414,rda-iga:1434:175
rda-iga,Venture - Peterson Ave,May Company,2036 W Peterson Av,West Ridge - Peterson Avenue,Ward 40 - West Ridge,3000000,,12000000,,1988,CDC approved 1988-11-24,41.9907599448,-87.6813021577,rda-iga:1435:176
rda-iga,River Village - Site G - Pointe,"Kingsbury Larrabee, LLC",847 N Kingsbury St,Near North,Ward 27 - Near North Side,4950972,,30455000,,2006,CDC approved 2006-10-04,41.8979584194,-87.6431708107,rda-iga:1436:177
rda-iga,Institute Puerto Rican,Institute of Puerto Rican Arts and Culture,3015 W Division St,Division/Homan,Ward 26 - West Town,1000000,,5696243,,2007,CDC approved 2007-01-11; COC issued 2013-10-22,41.9027679348,-87.7022444278,rda-iga:1437:178
rda-iga,Home Depot - Jefferson Roosevelt,"Home Depot U.S.A., Inc.",1300 S Clinton St,Jefferson/Roosevelt,Ward 28 - Near West Side,5400000,,31995000,,2006,CDC approved 2006-12-13; COC issued 2008-02-07,41.8655346778,-87.6408133123,rda-iga:1438:179
rda-iga,North Talman - Phase II - Rental Project,North and Talman Elderly Limited Partnership,2634 W North Av,Humboldt Park Commercial,Ward 26 - West Town,2450000,,16146720,,2006,CDC approved 2006-12-13,41.9103621255,-87.693541774,rda-iga:1441:180
rda-iga,N. Center Sr. - Belle Plaine Condo,North Center Associates LLC,2335 W Belle Plaine Av,Western Avenue South,Ward 47 - North Center,3380000,,27465722,,2007,CDC approved 2007-01-11; COC issued 2011-07-05,41.9557488863,-87.6875224326,rda-iga:1442:181
rda-iga,Spertus Institute,"Spertus College of Judaica, an IL not for profit corp",610 S Michigan Av,Near South,Ward 4 - Loop,3000000,,57700000,,2006,CDC approved 2006-11-01; COC issued 2009-10-07,41.8741738482,-87.6243735742,rda-iga:1444:182
rda-iga,Uptown Preservation Apts,,4431 N Clifton Av,Wilson Yard,Ward 46 - Uptown,557273,,16443377,,2006,CDC approved 2006-12-13,41.9626536881,-87.6581928459,rda-iga:1445:183
rda-iga,Trans World Airlines - Job Training Grant,,,Central Loop,,250000,,250000,,1999,CDC approved 1999-09-01,,,rda-iga:1447:184
rda-iga,Oxford House - Hotel Monaco,Chicago Oxford Associates LP,225 N Wabash Av,Central Loop,Ward 42 - Loop,1608871,,27408871,,1998,CDC approved 1998-09-09,41.8864243326,-87.6261682817,rda-iga:1448:185
rda-iga,Six Corners - Amendment,,4000 N Cicero,Irving/Cicero,Ward 45 - Portage Park,3700000,,0,,1998,CDC approved 1998-09-09,41.9534715382,-87.7474514978,rda-iga:1450:186
rda-iga,Alter Group,"The Alter Group, Ltd",6800 W Irving Park Rd,Read/Dunning,Ward 38 - Dunning,300000,,300000,,1992,CDC approved 1992-10-14,41.952852245,-87.7963341442,rda-iga:1452:187
rda-iga,Woods Theatre,,170 N Dearborn,Central Loop,Ward 42 - Loop,5000000,,5000000,,1989,CDC approved 1989-03-23,41.8851424257,-87.6296243351,rda-iga:1456:188
rda-iga,Stateway Gardens - Phase 2 - Park Blvd - II-B,Park Boulevard IIB Manager LLC,3633 S State St,"35th/State,Bronzeville",Ward 3 - Douglas,5000000,,41031100,,2013,CDC approved 2013-01-01; COC issued 2015-10-30,41.8286501893,-87.6263588794,rda-iga:1458:189
rda-iga,Brach's - 401 N Cicero,MLRP 401 Cicero LLC,401 N Cicero Av,Northwest Industrial Corridor,Ward 28 - Austin,10600000,,42676609,,2008,CDC approved 2008-07-09,41.8879595082,-87.7454056687,rda-iga:1461:190
rda-iga,Park Federal Savings Bank,Park Federal Savings Bank,1821 W 47th St,47th/Ashland,Ward 15 - New City,850000,,5002670,,2006,CDC approved 2006-09-13,41.8084390649,-87.6707985862,rda-iga:1462:191
rda-iga,CareerBuilder,"CareerBuilder, LLC",200 N La Salle St,Central Loop,Ward 42 - Loop,2500000,,11656114,,2008,CDC approved 2008-10-08,41.8857611245,-87.6325951531,rda-iga:1463:192
rda-iga,IGA - CPD - Park 1043 - Willye B. White,Chicago Park District,1610 W Howard St,Howard/Paulina,Ward 49 - Rogers Park,800000,,7625621,,2009,CDC approved 2009-09-01,42.0194832066,-87.6712997607,rda-iga:1469:193
rda-iga,IGA - CPD - Park 0237 - Jesse Owens,Chicago Park District,2100 E 88th St,Stony Island Avenue Commercial and Burnside Industrial Corridors,Ward 8 - Calumet Heights,1650000,,8600000,,2009,CDC approved 2009-12-01,41.7353762413,-87.5731935897,rda-iga:1481:194
rda-iga,Glazier - 79th Ashland,,7901 S Ashland Av,79th Street Corridor,Ward 17 - Auburn Gresham,790000,,3002050,,2006,CDC approved 2006-07-26,41.7502689871,-87.66328709,rda-iga:1482:195
rda-iga,IGA - CPD - Park 0132 - Greenbaum,Chicago Park District,4300 W Wabansia Av,Northwest Industrial Corridor,Ward 26 - Humboldt Park,1987000,,2525793,,2010,CDC approved 2010-06-30,41.9117197239,-87.7337735723,rda-iga:1484:196
rda-iga,Mt Greenwood Walgreens Center,Gendell Partners,3200 W 111th St,111th Street/Kedzie Avenue Business District,Ward 19 - Mount Greenwood,1500000,,10733092,,2008,CDC approved 2008-11-05,41.6916769135,-87.7008919006,rda-iga:1487:197
rda-iga,Sr Suites - Kelvyn Park,"Senior Suites Chicago Kelvyn Park, LLC",2715 N Cicero Av,Belmont/Cicero,Ward 31 - Belmont Cragin,3500000,,19423235,,2008,CDC approved 2008-05-14; COC issued 2009-12-21,41.9301265688,-87.7463885389,rda-iga:1488:198
rda-iga,Rush University Medical Center,Rush University Medical Center,1611 W Harrison St,Central West,Ward 27 - Near West Side,75000000,,900701000,,2008,CDC approved 2008-07-30,41.8740819887,-87.6672227593,rda-iga:1489:199
rda-iga,IGA - CPD - Park 0042 - Kiwanis,Chicago Park District,3315 W Carmen Av,Lawrence/Kedzie,Ward 39 - North Park,475000,,475000,,2011,CDC approved 2011-01-13,41.9737864613,-87.7119912766,rda-iga:1492:200
rda-iga,Barry Callebaut,"Barry Callebaut USA, LLC",601 W Chicago Av,Chicago/Kingsbury,Ward 42 - Near North Side,880000,,3520000,,2009,CDC approved 2009-07-29,41.8963656925,-87.6429910822,rda-iga:1494:201
rda-iga,"1140 North Branch Development, LLC","Raffin Properties, Inc.",1140 N North Branch St,Goose Island,Ward 27 - Near North Side,750000,,14833750,,2007,CDC approved 2007-12-11,41.9024256768,-87.6547248765,rda-iga:1497:202
rda-iga,Clifton Magnolia Apts,Chicago Community Dev Corp,4416 N Clifton Av,Wilson Yard,Ward 46 - Uptown,4265000,,16408866,,2010,CDC approved 2010-05-12; COC issued 2012-08-09,41.9622393787,-87.6583720909,rda-iga:1498:203
rda-iga,Hancock House Sr Apts,Hancock House LP,12045 S Emerald Av,119th and Halsted,Ward 21 - West Pullman,575000,,19163496,,2009,CDC approved 2009-12-02,41.6746900779,-87.6405148423,rda-iga:1500:204
