program,activity_id,activity_name,address,funding_amount,national_objective,activity_group,status_text,completion_date,lat,lng
cdbg,3435,"Other Public Services Not Listed in 05A-05Y, 03T","3003 W Touhy Ave, Chicago, IL 60645",29857.34,,Public Services,,2002-12-31,42.011824,-87.704591
cdbg,3436,"Other Public Services Not Listed in 05A-05Y, 03T","1042 W Bryn Mawr Ave, Chicago, IL 60660",33513.93,,Public Services,,2002-12-31,41.983786,-87.656964
cdbg,3442,"Other Public Services Not Listed in 05A-05Y, 03T","1525 E 53rd St Ste 504, Chicago, IL 60615",34999.92,,Public Services,,2002-12-31,41.799415,-87.58869
cdbg,3445,"Other Public Services Not Listed in 05A-05Y, 03T","1360 W 79th St, Chicago, IL 60620",40000.00,,Public Services,,2002-12-31,41.750598,-87.657575
cdbg,3448,"Other Public Services Not Listed in 05A-05Y, 03T","331 W 45th Pl, Chicago, IL 60609",28896.00,,Public Services,,2002-12-31,41.811603,-87.633906
cdbg,3454,"Other Public Services Not Listed in 05A-05Y, 03T","607 E Oakwood Blvd, Chicago, IL 60653",30000.00,,Public Services,,2002-12-31,41.822547,-87.611562
cdbg,3456,"Other Public Services Not Listed in 05A-05Y, 03T","2601 W 63rd St, Chicago, IL 60629",38825.43,,Public Services,,2002-12-31,41.779026,-87.688541
cdbg,3458,"Other Public Services Not Listed in 05A-05Y, 03T","1617 W Washington Blvd, Chicago, IL 60612",29967.00,,Public Services,,2004-12-16,41.883153,-87.667342
cdbg,3461,"Other Public Services Not Listed in 05A-05Y, 03T","4946 N Sheridan Rd, Chicago, IL 60640",40000.00,,Public Services,,2002-12-31,41.972392,-87.655142
cdbg,3464,"Other Public Services Not Listed in 05A-05Y, 03T","3541 W North Ave, Chicago, IL 60647",30000.00,,Public Services,,2004-12-16,41.909819,-87.715433
cdbg,3470,"Other Public Services Not Listed in 05A-05Y, 03T","3843 W Ogden Ave, Chicago, IL 60623",35000.00,,Public Services,,2003-12-31,41.852109,-87.72089
cdbg,3472,"Other Public Services Not Listed in 05A-05Y, 03T","111 W Jackson Blvd, Chicago, IL 60604",50000.00,,Public Services,,2002-12-31,41.877989,-87.631075
cdbg,3477,"Other Public Services Not Listed in 05A-05Y, 03T","2756 S Harding Ave, Chicago, IL 60623",28083.46,,Public Services,,2002-12-31,41.841397,-87.723466
cdbg,3478,"Other Public Services Not Listed in 05A-05Y, 03T","14 E Jackson Blvd, Chicago, IL 60604",35000.00,,Public Services,,2005-12-31,41.87839,-87.626929
cdbg,3479,"Other Public Services Not Listed in 05A-05Y, 03T","14 E Jackson Blvd, Chicago, IL 60604",33815.88,,Public Services,,2002-12-31,41.87839,-87.626929
cdbg,3480,"Other Public Services Not Listed in 05A-05Y, 03T","2750 W North Ave, Chicago, IL 60647",39999.84,,Public Services,,2002-12-31,41.910456,-87.696076
cdbg,3481,"Other Public Services Not Listed in 05A-05Y, 03T","1345 N Karlov Ave, Chicago, IL 60651",30000.00,,Public Services,,2002-12-31,41.905279,-87.728613
cdbg,3482,"Other Public Services Not Listed in 05A-05Y, 03T","1345 N Karlov Ave, Chicago, IL 60651",35000.00,,Public Services,,2002-12-31,41.905279,-87.728613
cdbg,3483,"Other Public Services Not Listed in 05A-05Y, 03T","3834 N Cicero Ave, Chicago, IL 60641",35000.00,,Public Services,,2002-12-31,41.950726,-87.747496
cdbg,3484,"Other Public Services Not Listed in 05A-05Y, 03T","2348 W Irving Park Rd, Chicago, IL 60618",31922.40,,Public Services,,2002-12-31,41.954276,-87.687085
cdbg,3485,"Other Public Services Not Listed in 05A-05Y, 03T","305 E 132nd St, Chicago, IL 60827",35000.00,,Public Services,,2002-12-31,41.655423,-87.614216
cdbg,3486,"Other Public Services Not Listed in 05A-05Y, 03T","1530 W Morse Ave, Chicago, IL 60626",34755.03,,Public Services,,2005-12-31,42.008067,-87.668527
cdbg,3487,"Other Public Services Not Listed in 05A-05Y, 03T","5090 W Harrison St, Chicago, IL 60644",32550.00,,Public Services,,2002-12-31,41.873099,-87.752886
cdbg,3488,"Other Public Services Not Listed in 05A-05Y, 03T","181 S Paulina St, Chicago, IL 60612",34218.24,,Public Services,,2002-12-31,41.879012,-87.669004
cdbg,3489,"Other Public Services Not Listed in 05A-05Y, 03T","140 W 81st St, Chicago, IL 60620",39780.07,,Public Services,,2002-12-31,41.74734,-87.628263
cdbg,3490,"Other Public Services Not Listed in 05A-05Y, 03T","4600 N Magnolia Ave Ste C, Chicago, IL 60640",34198.53,,Public Services,,2002-12-31,41.96539,-87.66125
cdbg,3491,"Other Public Services Not Listed in 05A-05Y, 03T","3501 W Armitage Ave, Chicago, IL 60647",33441.91,,Public Services,,2005-12-31,41.917183,-87.713516
cdbg,3492,"Other Public Services Not Listed in 05A-05Y, 03T","6450 S Stony Island Ave, Chicago, IL 60637",30000.00,,Public Services,,2002-12-31,41.777838,-87.586592
cdbg,3510,"Other Public Services Not Listed in 05A-05Y, 03T","650 S Clark St, Chicago, IL 60605",25000.00,,Public Services,,2002-12-31,41.873958,-87.630876
cdbg,3514,"Other Public Services Not Listed in 05A-05Y, 03T","6411 S Ashland Ave, Chicago, IL 60636",20000.00,,Public Services,,2002-12-31,41.777482,-87.663875
cdbg,3515,"Other Public Services Not Listed in 05A-05Y, 03T","11015 S Michigan Ave, Chicago, IL 60628",35000.00,,Public Services,,2002-12-31,41.69395,-87.620631
cdbg,3516,"Other Public Services Not Listed in 05A-05Y, 03T","4510 S Michigan Ave, Chicago, IL 60653",20000.00,,Public Services,,2002-12-31,41.812917,-87.623137
cdbg,3517,"Other Public Services Not Listed in 05A-05Y, 03T","607 E Oakwood Blvd, Chicago, IL 60653",19540.00,,Public Services,,2002-12-31,41.822547,-87.611562
cdbg,3519,"Other Public Services Not Listed in 05A-05Y, 03T","3514 W North Ave, Chicago, IL 60647",40000.00,,Public Services,,2002-12-31,41.910252,-87.714756
cdbg,3521,"Other Public Services Not Listed in 05A-05Y, 03T","111 W Jackson Blvd, Chicago, IL 60604",40000.00,,Public Services,,2002-12-31,41.877989,-87.631075
cdbg,3523,"Other Public Services Not Listed in 05A-05Y, 03T","3321 W Wrightwood Ave, Chicago, IL 60647",15925.00,,Public Services,,2002-12-31,41.928168,-87.711408
cdbg,3525,"Other Public Services Not Listed in 05A-05Y, 03T","1530 W Morse Ave, Chicago, IL 60626",49935.00,,Public Services,,2002-12-31,42.008067,-87.668527
cdbg,3527,"Other Public Services Not Listed in 05A-05Y, 03T","4035 W North Ave, Chicago, IL 60639",50000.00,,Public Services,,2003-02-13,41.909676,-87.727758
cdbg,3530,"Other Public Services Not Listed in 05A-05Y, 03T","10001 S Michigan Ave, Chicago, IL 60628",34580.00,,Public Services,,2002-12-31,41.712706,-87.6199
cdbg,3535,"Other Public Services Not Listed in 05A-05Y, 03T","11 E Adams St, Chicago, IL 60603",49119.14,,Public Services,,2002-12-31,41.879326,-87.626798
cdbg,3536,"Other Public Services Not Listed in 05A-05Y, 03T","1741 N Western Ave, Chicago, IL 60647",50000.00,,Public Services,,2002-12-31,41.913441,-87.68701
cdbg,3538,"Other Public Services Not Listed in 05A-05Y, 03T","36 S Wabash Ave, Chicago, IL 60603",58206.82,,Public Services,,2004-12-31,41.881638,-87.626423
cdbg,3539,"Other Public Services Not Listed in 05A-05Y, 03T","220 S State St Ste 1700, Chicago, IL 60604",60000.00,,Public Services,,2002-12-31,41.878987,-87.627974
cdbg,3540,"Other Public Services Not Listed in 05A-05Y, 03T","111 W Jackson Blvd, Chicago, IL 60604",70000.00,,Public Services,,2002-12-31,41.877989,-87.631075
cdbg,3541,"Other Public Services Not Listed in 05A-05Y, 03T","1180 N Milwaukee Ave, Chicago, IL 60642",50000.00,,Public Services,,2002-12-31,41.902979,-87.666131
cdbg,3542,"Other Public Services Not Listed in 05A-05Y, 03T","2860 W Cermak Rd, Chicago, IL 60623",37606.00,,Public Services,,2002-12-31,41.852057,-87.697722
cdbg,3543,Other Public Improvements Not Listed in 03A-03S,"1116 N Kedzie Ave, Chicago, IL 60651",40000.00,,Public Improvements,,2006-12-31,41.901272,-87.706995
cdbg,3544,Other Public Improvements Not Listed in 03A-03S,"2950 W Washington Blvd, Chicago, IL 60612",50000.00,,Public Improvements,,2003-12-11,41.883039,-87.699992
cdbg,3545,Other Public Improvements Not Listed in 03A-03S,"3400 S Emerald Ave, Chicago, IL 60616",50000.00,,Public Improvements,,2002-12-31,41.83256,-87.645125
cdbg,3546,Other Public Improvements Not Listed in 03A-03S,"2831 W Lawrence Ave, Chicago, IL 60625",45000.00,,Public Improvements,,2002-12-31,41.968374,-87.699812
cdbg,3547,Other Public Improvements Not Listed in 03A-03S,"1335 N California Ave, Chicago, IL 60622",40000.00,,Public Improvements,,2004-04-15,41.905761,-87.696706
cdbg,3552,Other Public Improvements Not Listed in 03A-03S,"2414 S Albany Ave, Chicago, IL 60623",10000.00,,Public Improvements,,2002-12-31,41.847895,-87.702899
cdbg,3555,Other Public Improvements Not Listed in 03A-03S,"1401 N California Ave, Chicago, IL 60622",43369.00,,Public Improvements,,2006-02-17,41.906597,-87.696721
cdbg,3561,Other Public Improvements Not Listed in 03A-03S,"6225 S Wabash Ave, Chicago, IL 60637",24500.00,,Public Improvements,,2004-03-16,41.781384,-87.623521
cdbg,3563,Other Public Improvements Not Listed in 03A-03S,"8701 S Bennett Ave, Chicago, IL 60617",40000.00,,Public Improvements,,2002-12-31,41.736728,-87.577928
cdbg,3567,Other Public Improvements Not Listed in 03A-03S,"4221 W Irving Park Rd, Chicago, IL 60641",45000.00,,Public Improvements,,2004-12-31,41.953432,-87.73342
cdbg,3570,Other Public Improvements Not Listed in 03A-03S,"3947 S Michigan Ave, Chicago, IL 60653",45000.00,,Public Improvements,,2002-12-31,41.822945,-87.622941
cdbg,3573,Other Public Improvements Not Listed in 03A-03S,"461 E 111th St, Chicago, IL 60628",25000.00,,Public Improvements,,2003-08-08,41.692598,-87.610987
cdbg,3582,Other Public Improvements Not Listed in 03A-03S,"250 W 22nd Pl, Chicago, IL 60616",50000.00,,Public Improvements,,2002-12-31,41.852343,-87.633942
cdbg,3584,Other Public Improvements Not Listed in 03A-03S,"1016 W Argyle St, Chicago, IL 60640",35000.00,,Public Improvements,,2002-12-31,41.973426,-87.655642
cdbg,3587,Other Public Improvements Not Listed in 03A-03S,"1456 W Oakdale Ave, Chicago, IL 60657",38300.00,,Public Improvements,,2003-04-23,41.935388,-87.665525
cdbg,3589,Other Public Improvements Not Listed in 03A-03S,"6044 N Broadway St, Chicago, IL 60660",50000.00,,Public Improvements,,2003-12-10,41.991909,-87.66057
cdbg,3601,Other Public Improvements Not Listed in 03A-03S,"1347 W Erie St, Chicago, IL 60642",36435.00,,Public Improvements,,2002-09-04,41.89327,-87.661097
cdbg,3604,Other Public Improvements Not Listed in 03A-03S,"1919 W Cullerton St, Chicago, IL 60608",18198.99,,Public Improvements,,2005-12-31,41.854819,-87.673932
cdbg,3605,Other Public Improvements Not Listed in 03A-03S,"1942 N California Ave, Chicago, IL 60647",45000.00,,Public Improvements,,2002-12-31,41.91686,-87.697373
cdbg,3607,Other Public Improvements Not Listed in 03A-03S,"2570 S Blue Island Ave, Chicago, IL 60608",45000.00,,Public Improvements,,2005-12-31,41.845511,-87.68423
cdbg,3610,Other Public Improvements Not Listed in 03A-03S,"4432 N Ravenswood Ave, Chicago, IL 60640",40000.00,,Public Improvements,,2006-02-17,41.962866,-87.674744
cdbg,3612,Other Public Improvements Not Listed in 03A-03S,"3541 W North Ave, Chicago, IL 60647",23565.00,,Public Improvements,,2005-12-31,41.909819,-87.715433
cdbg,3615,Other Public Improvements Not Listed in 03A-03S,"2032 N Clybourn Ave, Chicago, IL 60614",35000.00,,Public Improvements,,2005-12-31,41.918218,-87.660036
cdbg,3617,Other Public Improvements Not Listed in 03A-03S,"6050 N California Ave, Chicago, IL 60659",34000.00,,Public Improvements,,2004-12-31,41.991317,-87.699659
cdbg,3621,Other Public Improvements Not Listed in 03A-03S,"4259 S Berkeley Ave, Chicago, IL 60653",50000.00,,Public Improvements,,2004-12-02,41.817138,-87.600405
cdbg,3622,Other Public Improvements Not Listed in 03A-03S,"1400 W Augusta Blvd, Chicago, IL 60642",45000.00,,Public Improvements,,2003-08-08,41.899971,-87.662518
cdbg,3624,Other Public Improvements Not Listed in 03A-03S,"571 W Jackson Blvd, Chicago, IL 60661",40000.00,,Public Improvements,,2004-12-31,41.877867,-87.64179
cdbg,3639,Other Public Improvements Not Listed in 03A-03S,"3210 W Arthington St, Chicago, IL 60624",28000.00,,Public Improvements,,2004-12-02,41.870236,-87.706117
cdbg,3643,Other Public Improvements Not Listed in 03A-03S,"1632 N Milwaukee Ave, Chicago, IL 60647",25000.00,,Public Improvements,,2005-12-31,41.910869,-87.678551
cdbg,3645,Other Public Improvements Not Listed in 03A-03S,"2100 W Warren Blvd, Chicago, IL 60612",15914.00,,Public Improvements,,2003-08-08,41.882392,-87.679115
cdbg,3647,Other Public Improvements Not Listed in 03A-03S,"8146 S South Chicago Ave, Chicago, IL 60617",40000.00,,Public Improvements,,2002-12-31,41.746567,-87.579124
cdbg,3651,Other Public Improvements Not Listed in 03A-03S,"3059 W Augusta Blvd, Chicago, IL 60622",50000.00,,Public Improvements,,2004-12-02,41.899068,-87.703525
cdbg,3654,Other Public Improvements Not Listed in 03A-03S,"524 N Wolcott Ave, Chicago, IL 60622",45000.00,,Public Improvements,,2002-12-31,41.891379,-87.674698
cdbg,3656,Other Public Improvements Not Listed in 03A-03S,"2157 W 19th St, Chicago, IL 60608",45000.00,,Public Improvements,,2004-12-02,41.855628,-87.679749
cdbg,3658,Other Public Improvements Not Listed in 03A-03S,"2110 W Warren Blvd, Chicago, IL 60612",24000.00,,Public Improvements,,2003-06-16,41.882388,-87.679537
cdbg,3659,Other Public Improvements Not Listed in 03A-03S,"50 E Washington St, Chicago, IL 60602",20000.00,,Public Improvements,,2004-12-31,41.88339,-87.626206
cdbg,3661,Other Public Improvements Not Listed in 03A-03S,"4750 N Sheridan Rd, Chicago, IL 60640",40000.00,,Public Improvements,,2004-12-02,41.968486,-87.655064
cdbg,3662,Other Public Improvements Not Listed in 03A-03S,"3745 W Ogden Ave, Chicago, IL 60623",35000.00,,Public Improvements,,2005-12-31,41.852861,-87.718783
cdbg,3711,"Other Public Services Not Listed in 05A-05Y, 03T","9108 S Brandon Ave, Chicago, IL 60617",34901.25,,Public Services,,2002-12-31,41.729918,-87.547109
cdbg,3725,"Other Public Services Not Listed in 05A-05Y, 03T","11740 S Lowe Ave, Chicago, IL 60628",182489.95,,Public Services,,2002-12-31,41.680608,-87.638613
cdbg,3734,Senior Services,"3950 S State St, Chicago, IL 60609",44019.00,,Public Services,,2003-02-21,41.822829,-87.626673
cdbg,3742,Services for The Disabled,"1737 W Polk St, Chicago, IL 60612",11224.00,,Public Services,,2005-12-31,41.871433,-87.67019
cdbg,3744,Services for The Disabled,"1737 W Polk St, Chicago, IL 60612",11224.00,,Public Services,,2002-11-07,41.871433,-87.67019
cdbg,3745,Services for The Disabled,"1161 W 21st St, Chicago, IL 60608",5761.82,,Public Services,,2005-12-31,41.853682,-87.655485
cdbg,3748,Youth Services,"820 N Central Ave, Chicago, IL 60651",67275.97,,Public Services,,2005-12-31,41.895362,-87.765629
cdbg,3749,Youth Services,"325 S California Ave, Chicago, IL 60612",24989.00,,Public Services,,2003-02-21,41.876736,-87.695964
cdbg,3750,Youth Services,"6355 N Claremont Ave, SUITE 209, Chicago, IL 60659",22852.94,,Public Services,,2003-02-25,41.997354,-87.688449
cdbg,3751,Services for The Disabled,"18 S Michigan Ave, Chicago, IL 60603",50000.00,,Public Services,,2005-12-31,41.881874,-87.624678
cdbg,3753,Youth Services,"6042 S Indiana Ave, Chicago, IL 60637",51790.72,,Public Services,,2005-12-31,41.784822,-87.620811
cdbg,3755,Youth Services,"5251 N Ashland Ave, Chicago, IL 60640",34954.42,,Public Services,,2003-02-07,41.977501,-87.669373
cdbg,3758,Employment Training,"735 W Division St, Chicago, IL 60610",30000.00,,Public Services,,2002-12-31,41.90352,-87.647054
cdbg,3759,Employment Training,"1751 W 47th St, Chicago, IL 60609",30000.00,,Public Services,,2003-03-12,41.808438,-87.668939
cdbg,3760,Youth Services,"2516 W Cortez St, Chicago, IL 60622",32136.07,,Public Services,,2003-05-02,41.900437,-87.690126
cdbg,3761,Youth Services,"1229 S Central Park Ave, Chicago, IL 60623",30822.49,,Public Services,,2003-03-14,41.865414,-87.715152
cdbg,3762,Youth Services,"6903 S Crandon Ave, Chicago, IL 60649",9375.00,,Public Services,,2002-12-31,41.769865,-87.569672
cdbg,3766,Youth Services,"1107 N Orleans St, Chicago, IL 60610",45000.00,,Public Services,,2003-03-14,41.902201,-87.637159
cdbg,3768,Health Services,"904 N Saint Louis Ave, Chicago, IL 60651",15816.14,,Public Services,,2002-12-31,41.897391,-87.714169
cdbg,3769,Services for The Disabled,"1161 W 21st St, Chicago, IL 60608",25784.10,,Public Services,,2005-12-31,41.853682,-87.655485
cdbg,3778,"Other Public Services Not Listed in 05A-05Y, 03T","1229 S Central Park Ave, Chicago, IL 60623",19268.93,,Public Services,,2002-12-31,41.865414,-87.715152
cdbg,3781,"Other Public Services Not Listed in 05A-05Y, 03T","205 E 75th St, Chicago, IL 60619",19978.94,,Public Services,,2003-12-11,41.758143,-87.619886
cdbg,3782,Neighborhood Facilities,"4750 N Sheridan Rd, Chicago, IL 60640",45000.00,,Public Improvements,,2003-02-14,41.968486,-87.655064
cdbg,3785,Senior Services,"310 W 24th Pl, Chicago, IL 60616",49994.00,,Public Services,,2003-02-25,41.848399,-87.635093
cdbg,3786,Employment Training,"3057 N Lincoln Ave, Chicago, IL 60657",71828.00,,Public Services,,2003-12-31,41.937322,-87.665036
cdbg,3809,"Other Public Services Not Listed in 05A-05Y, 03T","2255 E 75th St, Chicago, IL 60649",50000.00,,Public Services,,2002-12-31,41.758789,-87.569682
cdbg,3869,Senior Services,"1343 N California Ave, Chicago, IL 60622",18516.33,,Public Services,,2005-12-31,41.905888,-87.696709
cdbg,3870,Senior Services,"8704 S Constance Ave, Chicago, IL 60617",18750.00,,Public Services,,2003-02-21,41.736696,-87.579574
cdbg,3871,Senior Services,"126 S Desplaines St, Chicago, IL 60661",18750.00,,Public Services,,2003-02-25,41.879859,-87.644259
cdbg,3873,Senior Services,"1350 E Sibley Blvd, Dolton, IL 60419",18750.00,,Public Services,,2003-03-14,41.622892,-87.5837
cdbg,3885,Senior Services,"322 S Green St Ste 210, Chicago, IL 60607",18750.00,,Public Services,,2003-12-31,41.877673,-87.648631
cdbg,3896,ED Direct: Financial Assistance to For-Profit Businesses,"20 N Clark St Fl 28, Chicago, IL 60602",1876817.02,,Economic Development,,2005-12-31,41.882525,-87.631107
cdbg,3899,"Other Public Services Not Listed in 05A-05Y, 03T","5854 S. MORGAN ST (EFT), CHICAGO, IL 60630",11800.00,,Public Services,,2004-12-31,41.970068,-87.783019
cdbg,3900,Rehabilitation: Publicly or Privately Owned Commercial/Industrial,"33 N La Salle St Ste 1600, Chicago, IL 60602",185500.19,,Economic Development,,2005-12-31,41.88267,-87.632152
cdbg,3901,Rehabilitation: Publicly or Privately Owned Commercial/Industrial,"33 N La Salle St Ste 1600, Chicago, IL 60602",333035.65,,Economic Development,,2005-12-31,41.88267,-87.632152
cdbg,3902,ED Direct: Financial Assistance to For-Profit Businesses,"121 N La Salle St, ROOM 1000, Chicago, IL 60602",484959.08,,Economic Development,,2005-12-31,41.883612,-87.632145
