foundation,tax_year,recipient,address_line1,city,state,zip,amount,purpose,source_form,lat,lng,locType
Lohengrin Foundation INC,2021,MUSEUM OF SCIENCE AND INDUSTRY,5700 S LAKE SHORE DRIVE,CHICAGO,IL,60637,14625,GENERAL FUND,990-PF,41.791686537325,-87.580281855501,intermediary_or_citywide
Lohengrin Foundation INC,2021,NATIONAL TRUST FOR HISTORIC PRESERVATION,53 W JACKSON BLVD SUITE 350,CHICAGO,IL,60604,10000,AFRICAN AMERICAN CULTURAL HERITAGE FUND,990-PF,41.878104850676,-87.629636798425,intermediary_or_citywide
Lohengrin Foundation INC,2021,READING BETWEEN THE LINES,641 W LAKE STREET SUITE 200,CHICAGO,IL,60661,12000,GENERAL FUND,990-PF,41.88563785021,-87.644465335155,sited
Lohengrin Foundation INC,2021,SECOND SENSE,65 E WACKER PL 1010,CHICAGO,IL,60601,100000,GENERAL FUND,990-PF,41.886762848959,-87.625449468425,sited
Lohengrin Foundation INC,2021,THE PEOPLE'S MUSIC SCHOOL,931 W EASTWOOD AVE,CHICAGO,IL,60640,30000,GENERAL FUND,990-PF,41.966335346284,-87.653519089204,sited
Lohengrin Foundation INC,2021,UNIVERSITY OF CHICAGO MEDICINE,5235 SOUTH HARPER COURT SUITE 450,CHICAGO,IL,60615,435000,ROOS KRATSIOS LABS,990-PF,41.799935726883,-87.588037196681,intermediary_or_citywide
Lohengrin Foundation INC,2021,UNIVERSITY OF ILLINOIS OF CHICAGO,1200 W HARRISON ST,CHICAGO,IL,60607,5000,IDA B. WELLS SCHOLARSHIP,990-PF,41.874276179726,-87.657008351176,intermediary_or_citywide
Lohengrin Foundation INC,2021,WOMEN EMPLOYED,1 E WACKER DR SUITE 3110,CHICAGO,IL,60601,65000,GENERAL FUND,990-PF,41.887177895037,-87.626333450504,sited
Lohengrin Foundation INC,2021,SINAI HEALTH SYSTEM,1500 S FAIRFIELD AVE,CHICAGO,IL,60608,250000,GENERAL FUND,990-PF,41.908467930706,-87.695797395029,intermediary_or_citywide
Lohengrin Foundation INC,2021,CROSSROADS FUND,3411 W DIVERSEY AVE 20,CHICAGO,IL,60647,200000,GENERAL FUND,990-PF,41.931906846099,-87.712837203673,sited
Lohengrin Foundation INC,2022,ARTS ALLIANCE ILLINOIS - EE DIRECTED,200 W MADISON ST FLOOR 3 C/O IMPACT,CHICAGO,IL,60606,500,GENERAL FUND,990-PF,41.881999441643,-87.633899204958,sited
Lohengrin Foundation INC,2022,CAROLE ROBERTSON CENTER FOR LEARNING,1111 W WESTERN AVE SUITE B,CHICAGO,IL,60612,30000,GENERAL FUND,990-PF,41.86807167016,-87.686001358073,sited
Lohengrin Foundation INC,2022,CHANGING WORLDS,PO BOX 167294,CHICAGO,IL,60616,25000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2022,CHICAGO ARTS PARTNERSHIPS IN EDUCATION,1010 W 35TH ST STE 697,CHICAGO,IL,60609,15000,GENERAL FUND,990-PF,41.83072928233,-87.651888666022,sited
Lohengrin Foundation INC,2022,CHICAGO LIGHTS,126 E CHESTNUT ST,CHICAGO,IL,60611,30000,GENERAL FUND,990-PF,41.898427046899,-87.625218599349,sited
Lohengrin Foundation INC,2022,CHICAGO PUBLIC EDUCATION FUND,200 W ADAMS SUITE 1175,CHICAGO,IL,60606,10000,GENERAL FUND,990-PF,41.879443442077,-87.633831702154,intermediary_or_citywide
Lohengrin Foundation INC,2022,CHICAGO PUBLIC MEDIA,848 EAST GRAND AVE,CHICAGO,IL,60611,6500,GENERAL FUND,990-PF,41.892187438564,-87.609927254642,sited
Lohengrin Foundation INC,2022,CHICAGO YOUTH CENTERS,218 S WABASH AVE 510,CHICAGO,IL,60604,25000,GENERAL FUND,990-PF,41.879462347482,-87.626202131819,sited
Lohengrin Foundation INC,2022,CITY YEAR,303 E WACKER DR 2750,CHICAGO,IL,60601,40000,GENERAL FUND,990-PF,41.887748427515,-87.620522089915,sited
Lohengrin Foundation INC,2022,CROSSROADS FUND,3411 W DIVERSEY AVE 20,CHICAGO,IL,60647,220000,GENERAL FUND,990-PF,41.931906846099,-87.712837203673,sited
Lohengrin Foundation INC,2022,ERIE NEIGHBORHOOD HOUSE,1701 W SUPERIOR STREET,CHICAGO,IL,60622,30000,GENERAL FUND,990-PF,41.89505944276,-87.669771270814,sited
Lohengrin Foundation INC,2022,FOREFRONT - MSI INITIATIVE GRANT,200 W MADISON ST 2ND FLOOR,CHICAGO,IL,60606,10000,GENERAL FUND,990-PF,41.881999441643,-87.633899204958,sited
Lohengrin Foundation INC,2022,FRIENDS OF THE CHILDREN,1512 S PULASKI RD,CHICAGO,IL,60623,100000,GENERAL FUND,990-PF,41.86032308639,-87.725073391045,sited
Lohengrin Foundation INC,2022,GADS HILL CENTER,1919 W CULLERTON ST,CHICAGO,IL,60608,20000,GENERAL FUND,990-PF,41.854893769929,-87.673968712711,sited
Lohengrin Foundation INC,2022,HEARTLAND ALLIANCE - EE DIRECTED,208 S LASALLE STREET SUITE 1300,CHICAGO,IL,60604,500,GENERAL FUND,990-PF,41.879132477534,-87.632361460549,sited
Lohengrin Foundation INC,2022,HIGH JUMP CHICAGO,59 W NORTH BOULEVARD,CHICAGO,IL,60610,15000,GENERAL FUND,990-PF,41.911134845101,-87.631150920448,sited
Lohengrin Foundation INC,2022,HORIZONS FOR YOUTH,703 W MONROE ST,CHICAGO,IL,60661,30000,GENERAL FUND,990-PF,41.880471851079,-87.644177367864,sited
Lohengrin Foundation INC,2022,INGENUITY INC,440 NORTH WELLS STREET SUITE 505,CHICAGO,IL,60654,20000,GENERAL FUND,990-PF,41.890170853726,-87.634111271441,sited
Lohengrin Foundation INC,2022,KAM ISAIAH ISRAEL CONGREGATION,1100 E HYDE PARK BLVD,CHICAGO,IL,60615,50000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2022,LEARNING EDGE TUTORING,118 N CENTRAL AVE STE 210,CHICAGO,IL,60644,10000,GENERAL FUND,990-PF,41.882648032863,-87.76502034469,sited
Lohengrin Foundation INC,2022,MATH CIRCLES OF CHICAGO,1034 N WELLS ST,CHICAGO,IL,60610,40000,GENERAL FUND,990-PF,41.901612502241,-87.634471310208,sited
Lohengrin Foundation INC,2022,MIKVA CHALLENGE,200 S MICHIGAN AVE STE 1000,CHICAGO,IL,60604,83333,GENERAL FUND,990-PF,41.879498661338,-87.624506074574,sited
Lohengrin Foundation INC,2022,MUSEUM OF SCIENCE AND INDUSTRY CHICAGO,5700 S DUSABLE LK SHR DR,CHICAGO,IL,60637,15000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2022,RESTORE JUSTICE FOUNDATION,PO BOX 101099,CHICAGO,IL,60610,95000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2022,SECOND SENSE,65 E WACKER PLACE SUITE 1010,CHICAGO,IL,60601,100000,GENERAL FUND,990-PF,41.886762848959,-87.625449468425,sited
Lohengrin Foundation INC,2022,SHRIVER CENTER ON POVERTY LAW,67 E MADISON ST STE 2000,CHICAGO,IL,60603,20000,GENERAL FUND,990-PF,41.88203784977,-87.625472602075,sited
Lohengrin Foundation INC,2022,THE CHICAGO COMMUNITY TRUST - IFC COLLABORATIVE,33 S STATE ST SUITE 750,CHICAGO,IL,60603,20000,GENERAL FUND,990-PF,41.881652198165,-87.627682025192,intermediary_or_citywide
Lohengrin Foundation INC,2022,THE CHICAGO COMMUNITY TRUST - NEUSTRO FUTURO - EE MATCH,33 S STATE ST SUITE 750,CHICAGO,IL,60603,1250,GENERAL FUND,990-PF,41.881652198165,-87.627682025192,intermediary_or_citywide
Lohengrin Foundation INC,2022,THE PEOPLE'S MUSIC SCHOOL,931 W EASTWOOD AVE,CHICAGO,IL,60640,40000,GENERAL FUND,990-PF,41.966335346284,-87.653519089204,sited
Lohengrin Foundation INC,2022,TUTORING CHICAGO,303 W MADISON SUITE 750,CHICAGO,IL,60606,40000,GENERAL FUND,990-PF,41.881875850351,-87.635415233588,sited
Lohengrin Foundation INC,2022,UNIVERSITY OF CHICAGO,5801 SOUTH ELLIS AVENUE,CHICAGO,IL,60637,2000000,GENERAL FUND,990-PF,41.789553508174,-87.601183264568,sited
Lohengrin Foundation INC,2022,WBEZ,848 EAST GRAND AVE,CHICAGO,IL,60611,100000,GENERAL FUND,990-PF,41.892187438564,-87.609927254642,sited
Lohengrin Foundation INC,2022,WHO WE ARE NATIONAL PROJECT,55 W DELAWARE PL APT 901,CHICAGO,IL,60610,100,GENERAL FUND,990-PF,41.899073069649,-87.629122962968,sited
Lohengrin Foundation INC,2023,ARTS ALLIANCE ILLINOIS - EE DIRECTED,200 W MADISON ST FLOOR 3 C/O IMPACT,CHICAGO,IL,60606,500,GENERAL FUND,990-PF,41.881999441643,-87.633899204958,sited
Lohengrin Foundation INC,2023,BRAVE SPACE ALLIANCE - EE DIRECTED,1515 E 52ND PLACE 3RD FLOOR,CHICAGO,IL,60615,200,GENERAL FUND,990-PF,41.799966861827,-87.588900442913,sited
Lohengrin Foundation INC,2023,CAROLE ROBERTSON CENTER FOR LEARNING,1111 W WESTERN AVE SUITE B,CHICAGO,IL,60612,31000,GENERAL FUND,990-PF,41.86807167016,-87.686001358073,sited
Lohengrin Foundation INC,2023,CHANGING WORLDS,PO BOX 167294,CHICAGO,IL,60616,50000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2023,CHICAGO ARTS PARTNERSHIPS IN EDUCATION,1010 W 35TH ST STE 697,CHICAGO,IL,60609,16616,GENERAL FUND,990-PF,41.83072928233,-87.651888666022,sited
Lohengrin Foundation INC,2023,CHICAGO LIGHTS,126 E CHESTNUT ST,CHICAGO,IL,60611,1000,GENERAL FUND,990-PF,41.898427046899,-87.625218599349,sited
Lohengrin Foundation INC,2023,CHICAGO PUBLIC EDUCATION FUND,200 W ADAMS SUITE 1175,CHICAGO,IL,60606,83333,GENERAL FUND,990-PF,41.879443442077,-87.633831702154,intermediary_or_citywide
Lohengrin Foundation INC,2023,CHICAGO PUBLIC MEDIA,848 EAST GRAND AVE,CHICAGO,IL,60611,100000,GENERAL FUND,990-PF,41.892187438564,-87.609927254642,sited
Lohengrin Foundation INC,2023,CHICAGO YOUTH CENTERS,218 S WABASH AVE 510,CHICAGO,IL,60604,26750,GENERAL FUND,990-PF,41.879462347482,-87.626202131819,sited
Lohengrin Foundation INC,2023,CITY YEAR,303 E WACKER DR 2750,CHICAGO,IL,60601,40750,GENERAL FUND,990-PF,41.887748427515,-87.620522089915,sited
Lohengrin Foundation INC,2023,CROSSROADS FUND,3411 W DIVERSEY AVE 20,CHICAGO,IL,60647,225000,GENERAL FUND,990-PF,41.931906846099,-87.712837203673,sited
Lohengrin Foundation INC,2023,ERIE NEIGHBORHOOD HOUSE,1701 W SUPERIOR STREET,CHICAGO,IL,60622,51250,GENERAL FUND,990-PF,41.89505944276,-87.669771270814,sited
Lohengrin Foundation INC,2023,FOREFRONT - MSI INITIATIVE GRANT,200 W MADISON ST 2ND FLOOR,CHICAGO,IL,60606,10000,GENERAL FUND,990-PF,41.881999441643,-87.633899204958,sited
Lohengrin Foundation INC,2023,FORGING OPPORTUNITIES FOR REFUGEES IN AMERICA INC,6435 N CALIFORNIA AVENUE,CHICAGO,IL,60645,35000,GENERAL FUND,990-PF,41.998435494268,-87.699593993546,sited
Lohengrin Foundation INC,2023,FRIENDS OF THE CHILDREN,1512 S PULASKI RD,CHICAGO,IL,60623,100000,GENERAL FUND,990-PF,41.86032308639,-87.725073391045,sited
Lohengrin Foundation INC,2023,GADS HILL CENTER,1919 W CULLERTON ST,CHICAGO,IL,60608,20750,GENERAL FUND,990-PF,41.854893769929,-87.673968712711,sited
Lohengrin Foundation INC,2023,HARRIS THEATER FOR MUSIC AND DANCE,205 E RANDOLPH,CHICAGO,IL,60601,40000,GENERAL FUND,990-PF,41.884225378761,-87.622769087728,sited
Lohengrin Foundation INC,2023,HEARTLAND ALLIANCE - EE DIRECTED,208 S LASALLE STREET SUITE 1300,CHICAGO,IL,60604,125000,GENERAL FUND,990-PF,41.879132477534,-87.632361460549,sited
Lohengrin Foundation INC,2023,HIGH JUMP CHICAGO,59 W NORTH BOULEVARD,CHICAGO,IL,60610,11000,GENERAL FUND,990-PF,41.911134845101,-87.631150920448,sited
Lohengrin Foundation INC,2023,HORIZONS FOR YOUTH,703 W MONROE ST,CHICAGO,IL,60661,31500,GENERAL FUND,990-PF,41.880471851079,-87.644177367864,sited
Lohengrin Foundation INC,2023,INGENUITY INC,440 NORTH WELLS STREET SUITE 505,CHICAGO,IL,60654,20000,GENERAL FUND,990-PF,41.890170853726,-87.634111271441,sited
Lohengrin Foundation INC,2023,LATINO POLICY FORUM - WELCOME TO IL MIGRANT SUPPORT,17 NORTH STATE STREETSUITE 1705,CHICAGO,IL,60602,40000,GENERAL FUND,990-PF,41.882740138023,-87.627778646,sited
Lohengrin Foundation INC,2023,LEARNING EDGE TUTORING,118 N CENTRAL AVE STE 210,CHICAGO,IL,60644,21000,GENERAL FUND,990-PF,41.882648032863,-87.76502034469,sited
Lohengrin Foundation INC,2023,MATH CIRCLES OF CHICAGO,1034 N WELLS ST,CHICAGO,IL,60610,41000,GENERAL FUND,990-PF,41.901612502241,-87.634471310208,sited
Lohengrin Foundation INC,2023,MIDTOWN EDUCATIONAL FOUNDATION,718 S LOOMIS ST,CHICAGO,IL,60607,25000,GENERAL FUND,990-PF,41.87287489207,-87.661824873789,intermediary_or_citywide
Lohengrin Foundation INC,2023,MIKVA CHALLENGE,200 S MICHIGAN AVE STE 1000,CHICAGO,IL,60604,83333,GENERAL FUND,990-PF,41.879498661338,-87.624506074574,sited
Lohengrin Foundation INC,2023,MUSEUM OF SCIENCE AND INDUSTRY CHICAGO,5700 S DUSABLE LK SHR DR,CHICAGO,IL,60637,15000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2023,NEW LIFE CENTERS OF CHICAGOLAND,2657 S LAWNDALE AVE,CHICAGO,IL,60623,25000,GENERAL FUND,990-PF,41.843309555133,-87.717121215033,sited
Lohengrin Foundation INC,2023,ONWARD NEIGHBORHOOD HOUSE,5413 WEST DIVERSEY AVENUE,CHICAGO,IL,60639,20000,GENERAL FUND,990-PF,41.931272863785,-87.761905862023,sited
Lohengrin Foundation INC,2023,PROJECT VISION,236 W 22ND PLACE UNIT 1,CHICAGO,IL,60616,20000,GENERAL FUND,990-PF,41.852212391208,-87.633338079686,sited
Lohengrin Foundation INC,2023,READING BETWEEN THE LINES,1055 W BRYN MAWR STE F PMB 119,CHICAGO,IL,60660,15000,GENERAL FUND,990-PF,41.983607034544,-87.657533975571,sited
Lohengrin Foundation INC,2023,READING IN MOTION,322 SOUTH MICHIGAN AVENUE SUITE,CHICAGO,IL,60604,40000,GENERAL FUND,990-PF,41.877961004384,-87.624459211519,sited
Lohengrin Foundation INC,2023,RESTORE JUSTICE FOUNDATION,PO BOX 101099,CHICAGO,IL,60610,95000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2023,ROOSEVELT UNIVERSITY - METROPOLITAN CHICAGO TUTOR CORPS,430 S MICHIGAN AVE,CHICAGO,IL,60604,40000,GENERAL FUND,990-PF,41.876360102818,-87.6244311664,intermediary_or_citywide
Lohengrin Foundation INC,2023,SECOND SENSE,65 E WACKER PLACE SUITE 1010,CHICAGO,IL,60601,150000,GENERAL FUND,990-PF,41.886762848959,-87.625449468425,sited
Lohengrin Foundation INC,2023,SINAI HEALTH SYSTEM - SINAI COMMUNITY INSTITUTE,PO BOX 736087,CHICAGO,IL,60673,75000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2023,SINAI HEALTH SYSTEM - SINAI URBAN HEALTH INSTITUTE,PO BOX 736087,CHICAGO,IL,60673,75000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2023,THE CHICAGO COMMUNITY TRUST - IFC COLLABORATIVE,33 S STATE ST SUITE 750,CHICAGO,IL,60603,50000,GENERAL FUND,990-PF,41.881652198165,-87.627682025192,intermediary_or_citywide
Lohengrin Foundation INC,2023,THE CHICAGO COMMUNITY TRUST - NEUSTRO FUTURO - EE MATCH,33 S STATE ST SUITE 750,CHICAGO,IL,60603,2500,GENERAL FUND,990-PF,41.881652198165,-87.627682025192,intermediary_or_citywide
Lohengrin Foundation INC,2023,THE PEOPLE'S MUSIC SCHOOL,931 W EASTWOOD AVE,CHICAGO,IL,60640,50000,GENERAL FUND,990-PF,41.966335346284,-87.653519089204,sited
Lohengrin Foundation INC,2023,TUTORING CHICAGO,303 W MADISON SUITE 750,CHICAGO,IL,60606,41500,GENERAL FUND,990-PF,41.881875850351,-87.635415233588,sited
Lohengrin Foundation INC,2023,UJIMAA MEDICS - EE DIRECTED,818 E 63RD STREET 195,CHICAGO,IL,60637,100,GENERAL FUND,990-PF,41.780485701168,-87.604729128067,sited
Lohengrin Foundation INC,2023,UNITED WAY OF METROPOLITAN CHICAGO - CHICAGO COMMUNITY LEADERSHIP FELLOWSHI,222 W MERCHANDISE MART PLAZA 633,CHICAGO,IL,60654,30000,GENERAL FUND,990-PF,41.888045283034,-87.634338654764,intermediary_or_citywide
Lohengrin Foundation INC,2023,UNIVERSITY OF CHICAGO,5801 SOUTH ELLIS AVENUE,CHICAGO,IL,60637,2000000,GENERAL FUND,990-PF,41.789553508174,-87.601183264568,sited
Lohengrin Foundation INC,2023,WINDOW TO THE WORLD COMMUNICATIONS,5400 N ST LOUIS AVENUE,CHICAGO,IL,60625,12000,GENERAL FUND,990-PF,41.979387355038,-87.716147207409,sited
Lohengrin Foundation INC,2023,WOMEN EMPLOYED,1 E WACKER DRIVE STE 2520,CHICAGO,IL,60601,65000,GENERAL FUND,990-PF,41.887177895037,-87.626333450504,sited
Lohengrin Foundation INC,2024,ASCEND JUSTICE,177 N STATE ST,CHICAGO,IL,606013607,30000,GENERAL FUND,990-PF,41.885321523252,-87.62785209614,sited
Lohengrin Foundation INC,2024,ARTS ALLIANCE ILLINOIS,200 W MADISON ST FLOOR 3 C/O IMPACT,CHICAGO,IL,60606,35000,GENERAL FUND,990-PF,41.881999441643,-87.633899204958,sited
Lohengrin Foundation INC,2024,BRIGHTON PARK NEIGHBORHOOD COUNCIL,4477 SOUTH ARCHER AVENUE,CHICAGO,IL,60632,30000,GENERAL FUND,990-PF,41.811969873594,-87.707577386365,sited
Lohengrin Foundation INC,2024,CAROLE ROBERTSON CENTER FOR LEARNING,1111 W WESTERN AVE SUITE B,CHICAGO,IL,60612,60500,GENERAL FUND,990-PF,41.86807167016,-87.686001358073,sited
Lohengrin Foundation INC,2024,CENTER FOR ECONOMIC PROGRESS,350 N ORLEANS ST,CHICAGO,IL,60654,35000,GENERAL FUND,990-PF,41.887847881123,-87.636324184819,sited
Lohengrin Foundation INC,2024,CHANGING WORLDS,PO BOX 167294,CHICAGO,IL,60616,50000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2024,CHICAGO ARTS PARTNERSHIPS IN EDUCATION,1010 W 35TH ST STE 697,CHICAGO,IL,60609,45625,GENERAL FUND,990-PF,41.83072928233,-87.651888666022,sited
Lohengrin Foundation INC,2024,CHICAGO COMMUNITY CENTER,2004 N PULASKI RD,CHICAGO,IL,606393767,133000,GENERAL FUND,990-PF,41.917395989744,-87.726644357784,sited
Lohengrin Foundation INC,2024,CHICAGO LIGHTS,126 E CHESTNUT ST,CHICAGO,IL,60611,23250,GENERAL FUND,990-PF,41.898427046899,-87.625218599349,sited
Lohengrin Foundation INC,2024,CHICAGO OPERA THEATER,410 S MISCHIGAN AVE,CHICAGO,IL,606051308,50000,GENERAL FUND,990-PF,41.87661684649,-87.624436493807,sited
Lohengrin Foundation INC,2024,CHICAGO PUBLIC EDUCATION FUND,200 W ADAMS SUITE 1175,CHICAGO,IL,60606,83333,GENERAL FUND,990-PF,41.879443442077,-87.633831702154,intermediary_or_citywide
Lohengrin Foundation INC,2024,CHICAGO PUBLIC MEDIA,848 EAST GRAND AVE,CHICAGO,IL,60611,125000,GENERAL FUND,990-PF,41.892187438564,-87.609927254642,sited
Lohengrin Foundation INC,2024,CHICAGO YOUTH CENTERS,218 S WABASH AVE 510,CHICAGO,IL,60604,46375,GENERAL FUND,990-PF,41.879462347482,-87.626202131819,sited
Lohengrin Foundation INC,2024,CHILDREN FIRST FUND THE CHICAGO PUBLIC SCHOOL FOUNDATION,233 S WACKER DRIVE SUITE 4400 44TH,CHICAGO,IL,60606,25000,GENERAL FUND,990-PF,41.878916229496,-87.636602795305,intermediary_or_citywide
Lohengrin Foundation INC,2024,CITY YEAR,303 E WACKER DR 2750,CHICAGO,IL,60601,60625,GENERAL FUND,990-PF,41.887748427515,-87.620522089915,sited
Lohengrin Foundation INC,2024,COMMUNITIES UNITED,4600 W PALMER ST,CHICAGO,IL,606393424,30000,GENERAL FUND,990-PF,,,intermediary_or_citywide
Lohengrin Foundation INC,2024,COMMUNITY ORGANIZING AND FAMILY ISSUES,2245 S MICHIGAN AVE STE 200,CHICAGO,IL,606162126,35000,GENERAL FUND,990-PF,41.852034933625,-87.623708317968,sited
Lohengrin Foundation INC,2024,CROSSROADS FUND,3411 W DIVERSEY AVE 20,CHICAGO,IL,60647,275000,GENERAL FUND,990-PF,41.931906846099,-87.712837203673,sited
Lohengrin Foundation INC,2024,ERIE NEIGHBORHOOD HOUSE,1701 W SUPERIOR STREET,CHICAGO,IL,60622,76000,GENERAL FUND,990-PF,41.89505944276,-87.669771270814,sited
Lohengrin Foundation INC,2024,FOREFRONT,200 W MADISON ST 2ND FLOOR,CHICAGO,IL,60606,20000,GENERAL FUND,990-PF,41.881999441643,-87.633899204958,intermediary_or_citywide
Lohengrin Foundation INC,2024,FRIENDS OF THE CHILDREN,1512 S PULASKI RD,CHICAGO,IL,60623,200000,GENERAL FUND,990-PF,41.86032308639,-87.725073391045,sited
Lohengrin Foundation INC,2024,GADS HILL CENTER,1919 W CULLERTON ST,CHICAGO,IL,60608,30625,GENERAL FUND,990-PF,41.854893769929,-87.673968712711,sited
Lohengrin Foundation INC,2024,HEARTLAND ALLIANCE,208 S LASALLE STREET SUITE 1300,CHICAGO,IL,60604,50000,GENERAL FUND,990-PF,41.879132477534,-87.632361460549,sited
Lohengrin Foundation INC,2024,HORIZONS FOR YOUTH,703 W MONROE ST,CHICAGO,IL,60661,52875,GENERAL FUND,990-PF,41.880471851079,-87.644177367864,sited
Lohengrin Foundation INC,2024,ILLINOIS COALITION FOR IMMIGRANT AND REFUGEE RIGHTS (ICIRR),228 S WABASH AVE SUITE 800,CHICAGO,IL,60604,25000,GENERAL FUND,990-PF,41.87888064402,-87.626181519052,sited
Lohengrin Foundation INC,2024,INGENUITY INC,440 NORTH WELLS STREET SUITE 505,CHICAGO,IL,60654,100000,GENERAL FUND,990-PF,41.890170853726,-87.634111271441,sited
Lohengrin Foundation INC,2024,INSTITUTE FOR NONVIOLENCE CHICAGO,1856 N LECLAIR 3RD FLOOR,CHICAGO,IL,606394437,100000,GENERAL FUND,990-PF,41.914403237345,-87.752901199644,sited
Lohengrin Foundation INC,2024,LATINO POLICY FORUM,17 NORTH STATE STREETSUITE 1705,CHICAGO,IL,60602,50000,GENERAL FUND,990-PF,41.882740138023,-87.627778646,sited
Lohengrin Foundation INC,2024,LEARNING EDGE TUTORING,118 N CENTRAL AVE STE 210,CHICAGO,IL,60644,37750,GENERAL FUND,990-PF,41.882648032863,-87.76502034469,sited
Lohengrin Foundation INC,2024,LIVE FREE CHICAGO,2150 S CANALPORT AVE STE 2A1,CHICAGO,IL,606084460,25000,GENERAL FUND,990-PF,41.852929522927,-87.650656828303,sited
Lohengrin Foundation INC,2024,MATH CIRCLES OF CHICAGO,1034 N WELLS ST,CHICAGO,IL,60610,60625,GENERAL FUND,990-PF,41.901612502241,-87.634471310208,sited
Lohengrin Foundation INC,2024,METROPOLITAN FAMILY SERVICES,101 NORTH WACKER DRIVE 17TH FLOOR,CHICAGO,IL,60606,50500,GENERAL FUND,990-PF,41.883259441584,-87.636719789755,sited
Lohengrin Foundation INC,2024,MIKVA CHALLENGE,200 S MICHIGAN AVE STE 1000,CHICAGO,IL,60604,83333,GENERAL FUND,990-PF,41.879498661338,-87.624506074574,sited
Lohengrin Foundation INC,2024,NATIONAL IMMIGRANT JUSTICE CENTER (NIJC NFP),111 W JACKSON BLVD SUITE 800,CHICAGO,IL,60604,217000,GENERAL FUND,990-PF,41.878077850822,-87.632179297711,sited
Lohengrin Foundation INC,2024,NEW LIFE CENTERS OF CHICAGOLAND,2657 S LAWNDALE AVE,CHICAGO,IL,60623,75000,GENERAL FUND,990-PF,41.843309555133,-87.717121215033,sited
Lohengrin Foundation INC,2024,ONWARD NEIGHBORHOOD HOUSE,5413 WEST DIVERSEY AVENUE,CHICAGO,IL,60639,125,GENERAL FUND,990-PF,41.931272863785,-87.761905862023,sited
Lohengrin Foundation INC,2024,PROJECT HOOD COMMUNITIES,6620 S KING DR,CHICAGO,IL,606373210,40000,GENERAL FUND,990-PF,41.774837663323,-87.615570592404,intermediary_or_citywide
Lohengrin Foundation INC,2024,PROJECT UNLOADED INC,1 EAST ERIE STREET SUITE 525-4787,CHICAGO,IL,60611,25000,GENERAL FUND,990-PF,41.894016847861,-87.628057278137,sited
Lohengrin Foundation INC,2024,PROJECT VISION,236 W 22ND PLACE UNIT 1,CHICAGO,IL,60616,52750,GENERAL FUND,990-PF,41.852212391208,-87.633338079686,sited
