hud_id,project_name,address,zip,units_total,units_low_income,annual_allocated_amount,allocation_year,placed_in_service_year,lat,lng,coord_source
ILA00000053,ENGLEWOOD APTS,901 W 63RD ST,60621,99,99,9107089,8888,8888,41.779578,-87.647202,hud_source
ILA00000057,HOLLYWOOD HOUSE,5700 N SHERIDAN RD,60660,197,177,872003,8888,8888,41.985823,-87.655475,hud_source
ILA00000064,LORINGTON APTS PRESERVATION,3126 W PALMER BLVD,60647,54,54,437429,8888,8888,41.921637,-87.706679,hud_source
ILA00000087,SANKOFA HOUSE,3824 W 16TH ST,60623,58,58,4760552,8888,8888,41.859083,-87.720876,hud_source
ILA00000113,LAWNDALE PLAZA,3158 W ROOSEVELT RD,60612,198,198,2840062,2010,9999,41.866603,-87.704893,hud_source
ILA00000114,PARKVIEW TOWERS APTS,5110 S KING DR,60615,102,102,1010628,2008,9999,41.801699,-87.616395,hud_source
ILA19870006,AUSTIN RENAISSANCE,5113 W WASHINGTON BLVD,60644,71,71,99644,1987,1987,41.881558,-87.75312,hud_source
ILA19870012,HAZEL-WINTHROP,4927 N KENMORE AVE,60640,30,30,21041,1987,1987,41.972006,-87.656094,hud_source
ILA19870013,MERRILL COURT APTS,7201 S MERRILL AVE,60649,40,40,76160,2011,1987,41.764392,-87.572341,hud_source
ILA19870019,ROCKWELL APTS,2500 N ROCKWELL ST,60647,10,10,10141,1987,1987,41.926687,-87.692791,hud_source
ILA19880028,4142 NORTH KENMORE,4142 N KENMORE AVE,60613,21,21,15466,1988,1988,41.957698,-87.656429,hud_source
ILA19880029,4723 NORTH RACINE,4723 N RACINE AVE,60640,42,42,29133,1988,1988,41.967571,-87.659424,hud_source
ILA19880035,CONCORDIA PARK APTS,13037 S DANIEL DR,60827,297,297,378531,1988,1988,41.658476,-87.615317,hud_source
ILA19880039,DIVERSEY SQUARE,3212 W DIVERSEY AVE,60647,48,48,273373,1988,1988,41.932209,-87.707868,hud_source
ILA19880042,HICA REDEVELOPMENT,5042 W WASHINGTON BLVD,60644,120,120,217990,1988,1988,41.881913,-87.751346,hud_source
ILA19880043,JEFFREY APTS,7130 S JEFFERY BLVD,60649,150,150,92557,1988,1988,41.76513,-87.576501,hud_source
ILA19880052,LAVERGNE COURTS,4938 W QUINCY ST,60644,158,158,1015508,1988,1988,41.877827,-87.748211,hud_source
ILA19880071,VICTORY APTS,2705 W EVERGREEN AVE,60622,13,13,93219,1988,1988,41.905532,-87.694576,hud_source
ILA19880075,WASHINGTON COURTS APTS,4938 W QUINCY ST,60644,22,22,138693,1988,1988,41.877827,-87.748211,hud_source
ILA19880076,WEST TOWN HOUSING PROJECT,1754 N WASHTENAW AVE,60647,178,178,1839969,1988,1988,41.913693,-87.694832,hud_source
ILA19880077,WHITMORE APTS,421 S CENTRAL AVE,60644,54,54,246560,1988,1988,41.874095,-87.76438,hud_source
ILA19890085,301-11 S CENTRAL PARK,301 S CENTRAL AVE,60644,23,23,47747,1989,1989,41.87655,-87.764521,hud_source
ILA19890088,3502-08 W VAN BUREN,3502 W VAN BUREN ST,60624,13,13,25070,1989,1989,41.875602,-87.713053,hud_source
ILA19890091,BOULEVARD COMMONS II,149 N CENTRAL AVE,60644,19,19,104195,1989,1989,41.883224,-87.764699,hud_source
ILA19890092,BOULEVARD COMMONS IIA,151 S CENTRAL AVE,60644,42,42,219048,1989,1989,41.878184,-87.764533,hud_source
ILA19890100,COLUMBUS PARK APTS,301 S CENTRAL AVE,60644,39,39,63136,1989,1989,41.87655,-87.764521,hud_source
ILA19890121,MICHIGAN BEACH APTS,7251 S STH SHR DR,60649,239,239,480000,1989,1989,41.764461,-87.56098,hud_source
ILA19890125,N&M LUNT WOLCOTT,7001 N WOLCOTT AVE,60626,8,8,56598,1989,1989,42.008972,-87.677849,hud_source
ILA19890140,UJAAMA,7655 N BOSWORTH AVE,60626,19,19,34010,1989,1989,42.020336,-87.669297,hud_source
ILA19900005,46TH & VINCENNES,444 E 46TH ST,60653,28,28,149644,1990,1990,41.811394,-87.614702,hud_source
ILA19910181,11238-42 S VERNON,11238 S VERNON AVE,60628,18,18,38036,1991,1991,41.689928,-87.612291,hud_source
ILA19910182,2326 E 71ST STREET,2326 E 71ST ST,60649,9,9,,1991,1991,41.766476,-87.568359,hud_source
ILA19910183,4750-58 MICHIGAN,4650 S MICHIGAN AVE,60653,25,25,10889,1991,1991,41.810254,-87.62308,hud_source
ILA19910184,6933-35 S INDIANA,6933 S INDIANA AVE,60637,13,13,27511,1991,1991,41.768318,-87.619968,hud_source
ILA19910195,N & M FARGO,1617 W FARGO AVE,60626,31,25,59511,1991,1991,42.016905,-87.671012,hud_source
ILA19910211,VK APTS,6211 S VERNON AVE,60637,24,24,64480,1991,1991,41.781757,-87.614228,hud_source
ILA19920005,45TH & VINCENNES APTS LP,4520 S VINCENNES AVE,60653,18,18,141547,1991,1992,41.812458,-87.614137,hud_source
ILA19920025,ADAMS LOCKWOOD APTS,5300 W ADAMS ST,60644,12,12,7928,1992,1992,41.878614,-87.757691,hud_source
ILA19920055,CENTRAL PINE,315 S CENTRAL AVE,60644,31,22,53964,1992,1992,41.876138,-87.764499,hud_source
ILA19920090,ENGLEWOOD TERRACE APTS,6425 S LOWE AVE,60621,303,303,364928,1990,1992,41.777577,-87.640587,hud_source
ILA19920095,ESTES COURT,1361 W ESTES AVE,60626,72,72,104656,1991,1992,42.011448,-87.665228,hud_source
ILA19920120,JACKSON TERRACE,4900 W JACKSON BLVD,60644,29,29,239225,1991,1992,41.876927,-87.747222,hud_source
ILA19920175,CLOVER,3718 S INDIANA AVE,60653,6,6,13073,1992,1992,41.82694,-87.621886,hud_source
ILA19920180,CLOVER,3714 S INDIANA AVE,60653,6,6,39187,1992,1992,41.827044,-87.621888,hud_source
ILA19920215,WINTHROP TERRACE APTS,5734 N WINTHROP AVE,60660,106,106,83652,1991,1992,41.986113,-87.658308,hud_source
ILA19920240,DIVERSEY MANOR,3213 W DIVERSEY AVE,60647,51,51,256839,1992,1992,41.931882,-87.707868,hud_source
ILA19920243,60TH & MICHIGAN REDEVELOPMENT,6001 S MICHIGAN AVE,60637,37,37,137108,1992,1992,41.78557,-87.622036,hud_source
ILA19920273,KIMBALL APTS,3400 W CORTLAND ST,60647,26,26,72619,1992,1992,41.915704,-87.711881,hud_source
ILA19930010,4915 S DREXEL APTS,4915 S DREXEL BLVD,60615,31,7,14535,1992,1993,41.805522,-87.603612,hud_source
ILA19930020,6217-27 S DORCHESTER APTS,6217 S DORCHESTER AVE,60637,25,15,13374,1991,1993,41.781839,-87.591164,hud_source
ILA19930065,CENTRAL PINE PLACE II,238 N PINE AVE,60644,68,48,126500,1992,1993,41.884827,-87.763525,hud_source
ILA19930090,DOVER GARDENS APTS,4601 N DOVER ST,60640,60,60,75000,1992,1993,41.965352,-87.66521,hud_source
ILA19930120,GREENWOOD COURT APT,4443 S GREENWOOD AVE,60653,48,48,209592,1991,1993,41.814205,-87.599136,hud_source
ILA19930160,RIDGE MANOR APTS,5662 N RIDGE AVE,60660,76,76,79042,1991,1993,41.98473,-87.662235,hud_source
ILA19930165,SANGAMON COURT,7000 S SANGAMON ST,60621,31,31,196012,1992,1993,41.766958,-87.648347,hud_source
ILA19930175,STEWART COURT,7640 S STEWART AVE,60620,48,48,273214,1992,1993,41.755523,-87.634634,hud_source
ILA19930185,BROADMOOR APTS,7600 N BOSWORTH AVE,60626,134,134,446707,1991,1993,42.01941,-87.669738,hud_source
ILA19930190,WASHINGTON/LOREL APTS,5313 W WASHINGTON BLVD,60644,19,19,36212,1992,1993,41.882187,-87.758007,hud_source
ILA19930210,SOUTH KING DRIVE APTS,4240 S KING DR,60653,8,8,20000,1991,1993,41.817745,-87.617305,hud_source
ILA19930215,5530 N WINTHROP,5530 N WINTHROP AVE,60640,18,18,71172,1992,1993,41.982397,-87.658205,hud_source
ILA19930225,BUENA VISTA APTS (CHICAGO),3038 W N AVE,60647,36,36,216940,1991,1993,41.910384,-87.703493,hud_source
ILA19930230,CENTRAL PARK APTS,4501 N CENTRAL PARK AVE,60625,45,45,276090,1993,1993,41.962919,-87.717862,hud_source
ILA19930255,GRAND BOULEVARD TOWERS,4257 S KING DR,60653,30,30,207037,1993,1993,41.817264,-87.616323,hud_source
ILA19930275,NEW LIFE ASSOC,4300 W W END AVE,60624,39,39,170345,1992,1993,41.883438,-87.73312,hud_source
ILA19930900,METROPOLITAN APTS,5854 S MICHIGAN AVE,60637,69,69,436887,1991,1993,41.788301,-87.622514,hud_source
ILA19940010,41ST & ELLIS APTS,4119 S ELLIS AVE,60653,23,23,190000,1992,1994,41.819198,-87.602031,hud_source
ILA19940080,KOLIN COURTS APTS,4321 W ROOSEVELT RD,60624,21,21,72020,1992,1994,41.865908,-87.73327,hud_source
ILA19940125,RENAISSANCE WEST,2513 W FULLERTON AVE,60647,100,100,225000,1992,1994,41.924679,-87.69037,hud_source
ILA19940160,COMMERCIAL AVE REVITALIZA,8954 S COMMERCIAL AVE,60617,21,21,119000,1992,1994,41.732756,-87.551551,hud_source
ILA19940195,CARROLL NORTH APTS,5740 N WINTHROP AVE,60660,44,44,143862,1992,1994,41.986218,-87.658311,hud_source
ILA19940225,EAST GARFIELD PARK II LP,3540 W MONROE ST,60624,42,42,168900,1992,1994,41.879721,-87.714489,hud_source
ILA19940901,THE PAVILION APTS,5441 NE RIVER RD,60656,1114,1114,61091,1994,1994,41.978075,-87.846356,hud_source
ILA19950065,GERMANO-MILLGATE APTS,8944 S BRANDON AVE,60617,350,350,34428,1995,1995,41.732749,-87.547253,hud_source
ILA19950105,KING/ESSEX APTS,5300 S KING DR,60615,83,83,462887,1994,1995,41.79839,-87.616272,hud_source
ILA19950130,MAGNOLIA GARDENS,4845 N MAGNOLIA AVE,60640,56,56,250724,1994,1995,41.970349,-87.660871,hud_source
ILA19950155,PARK APTS,220 E GARFIELD BLVD,60615,120,120,363264,1994,1995,41.794914,-87.620502,hud_source
ILA19960095,GRAND APTS,4750 S FORRESTVILLE AVE,60615,36,36,280800,1995,1996,41.808399,-87.612893,hud_source
ILA19960125,JADE GARDENS APTS,300 W CERMAK RD,60616,72,72,507935,1995,1996,41.853083,-87.634756,hud_source
ILA19960140,LAWNDALE RESTORATION,3100 W DOUGLAS BLVD,60623,1240,1240,2935387,1994,1996,41.863144,-87.703183,hud_source
ILA19960175,PRESENTATION APTS,801 S SPRINGFIELD AVE,60624,16,16,132381,1995,1996,41.870748,-87.722691,hud_source
ILA19960190,SHERIDAN PLAZA,4607 N SHERIDAN RD,60640,140,140,657970,1994,1996,41.965619,-87.65458,hud_source
ILA19960205,MIDWEST ATHLETIC CLUB APTS,6 N HAMLIN BLVD,60624,276,276,600000,1994,1996,41.881102,-87.721009,hud_source
ILA19960235,WOODLAWN MANOR APTS,6140 S DREXEL AVE,60637,86,86,500690,1995,1996,41.783235,-87.604588,hud_source
ILA19960285,MAPLE POINT APTS (CORNERSTONE HOUSE),150 W MAPLE ST,60610,342,342,3312663,1994,1996,41.901998,-87.633079,hud_source
ILA19960290,SHERIDAN PARK APTS,4536 N MAGNOLIA AVE,60640,102,102,280831,1995,1996,41.964219,-87.66121,hud_source
ILA19970015,ANCHOR HOUSE,1200 W 76TH ST,60620,115,115,823420,1995,1997,41.756221,-87.654802,hud_source
ILA19970060,LYNDALE PLACE,2207 N ROCKWELL ST,60647,67,67,536871,1995,1997,41.922146,-87.69252,hud_source
ILA19970080,NORMAL HAVEN APTS,6800 S NORMAL BLVD,60621,73,73,756172,1995,1997,41.770781,-87.637507,hud_source
ILA19970090,PINE CENTRAL,557 N PINE AVE,60644,78,78,396770,1995,1997,41.890294,-87.763166,hud_source
ILA19970110,SOUTH PARK APTS,5950 S KING DR,60637,46,46,365000,1996,1997,41.786575,-87.615995,hud_source
ILA19970135,WESTWOOD PHASE II,6201 S RHODES AVE,60637,42,42,296710,1995,1997,41.782081,-87.611846,hud_source
ILA19970140,WILLARD SQUARE APTS,4901 S ST LAWRENCE AVE,60615,102,102,856364,1995,1997,41.805803,-87.611136,hud_source
ILA19980085,KEELER APTS,1251 S KEELER AVE,60623,32,32,262439,1997,1998,41.865018,-87.729783,hud_source
ILA19980100,MARQUIS APTS,6133 N KENMORE AVE,60660,71,66,162186,1997,1998,41.993317,-87.656687,hud_source
ILA19990040,LAKE GROVE VILLAGE APTS,3500 S COTTAGE GROVE AVE,60653,458,458,1680096,1997,1999,41.830942,-87.610733,hud_source
ILA19990115,HOWARD THEATER,1615 W HOWARD ST,60626,40,40,105148,1999,1999,42.019239,-87.671964,hud_source
ILA19990145,WAYNE APTS,6808 N WAYNE AVE,60626,44,44,260830,1998,1999,42.005624,-87.665162,hud_source
ILA20000025,FULLERTON COURT APTS,1543 W FULLERTON AVE,60614,196,195,576005,1999,2000,41.925017,-87.667225,hud_source
ILA20000406,SOUTH LOOP APTS,1521 S WABASH AVE,60605,207,207,550000,1997,2000,41.862098,-87.625486,hud_source
ILA20010030,EVERGREEN SEDGWICK,414 W GOETHE ST,60610,84,81,268864,2001,2001,41.905685,-87.6391,hud_source
ILA20010065,HUMBOLDT RIDGE APTS-PHASE II,1800 N ST LOUIS AVE,60647,50,50,786982,1999,2001,41.914145,-87.713297,hud_source
ILA20010070,HUMBOLDT RIDGE APTS PHASE I,1801 N ST LOUIS AVE,60647,50,50,621498,1999,2001,41.914145,-87.713578,hud_source
ILA20010080,LAFLIN APTS,1512 W 79TH ST,60620,12,12,141379,1999,2001,41.75054,-87.661672,hud_source
ILA20010100,NORTH TOWN VILLAGE,1311 N HALSTED ST,60642,116,78,910000,1999,2001,41.905324,-87.647892,hud_source
ILA20010210,RUSH -BARTON,1245 S WOOD ST,60608,139,139,580691,1999,2001,41.865698,-87.671091,hud_source
ILA20020170,SHEBA PLACE,3239 W WARREN BLVD,60624,24,24,293787,2000,2002,41.881719,-87.707331,hud_source
ILA20030020,CORTLAND MANOR,1900 N KARLOV AVE,60639,37,37,508708,2001,2003,41.915328,-87.729139,hud_source
ILA20030040,GATEWAY CENTRE APTS,7450 N ROGERS AVE,60626,119,95,1016448,2001,2003,42.01708,-87.673554,hud_source
ILA20030050,HEARTS UNITED APTS PHASE III,400 E 41ST ST,60653,53,47,779409,2001,2003,41.820426,-87.615356,hud_source
ILA20030205,WEST RIDGE SENIOR APARTMENTS,6142 N. CALIFORNIA AVE,60659,99,99,866862,2003,2003,41.992929,-87.699717,hud_source
ILA20030900,NORTHPOINT PRESERVATION,7719 N PAULINA ST,60626,304,304,1055369,2003,2003,42.021509,-87.672875,hud_source
ILA20040025,CAMPBELL TERRACE APTS,2061 N CAMPBELL AVE,60647,249,249,1195517,2003,2004,41.919264,-87.688971,hud_source
ILA20040065,LAKE PARK CRESCENT-PHASE I RENTAL,1061 E 41ST PL,60653,148,148,1787194,2002,2004,41.819719,-87.599954,hud_source
ILA20040165,JACKSON PARK TERRACE,6040 S HARPER AVE,60637,312,312,1289954,2003,2004,41.784953,-87.588382,hud_source
ILA20040175,MONTCLARE SENIOR RESIDENCE PHASE II,6640 W BELDEN AVE,60707,181,163,1546574,2002,2004,41.921371,-87.791875,hud_source
ILA20040205,THE PARKWAYS,6718 S E END AVE,60649,446,441,3480960,2003,2004,41.772712,-87.583862,hud_source
ILA20050005,ROOSEVELT SQUARE I,1222 W ROOSEVELT RD,60608,28,31,3619955,2003,2005,41.86722,-87.657579,hud_source
ILA20050055,LELAND APTS,1201 W LELAND AVE,60640,136,136,410295,2003,2005,41.967052,-87.659644,hud_source
ILA20050065,LIBERTY SQUARE,711 S INDEPENDENCE BLVD,60624,57,57,976105,2003,2005,41.872204,-87.719522,hud_source
ILA20050085,NEW VISTAS II,6909 S CRANDON AVE,60649,154,154,383236,2004,2005,41.769717,-87.569667,hud_source
ILA20050190,MAHALIA PLACE OF LEGENDS SOUTH,116 E 43RD ST,60653,110,110,2158458,2003,2005,41.816729,-87.622739,hud_source
ILA20050200,NORMAL PARKWAY HOMES,421 W MARQUETTE RD,60621,40,40,750000,2002,2005,41.772425,-87.635912,hud_source
ILA20050205,OAKWOOD SHORES 1B,38TH PL - PERSHING,,163,163,1132110,2002,2005,,,missing_no_usable_address
ILA20060020,ROOSEVELT PLACE,1401 W ROOSEVELT RD,60608,68,61,9016755,2003,2006,41.866731,-87.661555,hud_source
ILA20060090,ST PAULS RESIDENCE,2815 W BYRON ST,60618,72,72,465148,2005,2006,41.951995,-87.698777,hud_source
ILA20060150,CONTINENTAL PLAZA APTS,1330 W 78TH ST,60620,292,284,819967,2006,2006,41.752423,-87.657258,hud_source
ILA20060175,GREENWOOD SENIOR LIVING,801 E 61ST ST,60637,218,218,340255,2005,2006,41.783878,-87.606016,hud_source
ILA20060195,OASIS SENIOR LIVING,3833 W WASHINGTON BLVD,60624,217,217,604567,2005,2006,41.881736,-87.721507,hud_source
ILA20060200,PALMER SQUARE APTS,2118 1/2 N KEDZIE BLVD,60647,160,160,519986,2004,2006,41.919826,-87.707323,hud_source
ILA20060225,ST LEO RESIDENCE,7750 S EMERALD AVE,60620,141,141,1446219,2004,2006,41.753381,-87.643115,hud_source
ILA20060235,VICTORY CENTER OF ROSELAND,10450 S MICHIGAN AVE,60628,124,124,1019357,2004,2006,41.704139,-87.620849,hud_source
ILA20070005,65TH STREET APTS,848 E 65TH ST,60637,63,63,285817,2006,2007,41.776942,-87.603811,hud_source
ILA20070010,AMALGAMATED SENIOR RESIDENCES,1504 W VAN BUREN ST,60607,124,123,512514,2006,2007,41.876567,-87.664542,hud_source
ILA20070075,KEYSTONE PLACE,6531 S MINERVA AVE,60637,69,62,1512888,2005,2007,41.775889,-87.597087,hud_source
ILA20070090,NORTH AVENUE REDEVELOPMENT,2634 W N AVE,60647,24,24,1119705,2006,2007,41.91049,-87.693344,hud_source
ILA20070235,PIONEER VILLAGE APTS,340 E 38TH ST,60653,152,152,485277,2006,2007,41.825793,-87.617832,hud_source
ILA20070245,ROBERT TAYLOR HOMES A-1,116 E 43RD ST,60653,182,151,1500000,2004,2007,41.816729,-87.622739,hud_source
ILA20070903,SENIOR SUITES/AUBURN-GRESHAM,1050 W 79TH ST,60620,85,80,1036823,2006,2007,41.750711,-87.650441,hud_source
ILA20080065,MALDEN ARMS,4727 N MALDEN ST,60640,83,83,343569,2006,2008,41.967669,-87.662506,hud_source
ILA20080085,NORTH AVENUE REDEVLEOPMENT ELDERLY,2634 W N AVE,60647,54,54,998036,2004,2008,41.91049,-87.693344,hud_source
ILA20080105,ROOSEVELT SQUARE II,1007 S THROOP,60608,45,45,1500000,2006,2008,41.869339,-87.65896,hud_source
ILA20080120,WESTHAVEN PARK APTS IIB,122 N WOOD ST,60612,127,97,1500000,2006,2008,41.883527,-87.671843,hud_source
ILA20080125,WICKER PARK RENAISSANCE,1527 N WICKER PARK AVE,60622,61,61,671499,2006,2008,41.908881,-87.676947,hud_source
ILA20080903,COPPIN HOUSE,333 E 55TH PL,60637,54,54,6740512,2005,2008,41.793752,-87.61788,hud_source
ILA20090005,G&A SENIOR RESIDENCE AT EASTGATE VILLAGE,300 E 26TH ST,60616,118,117,1718679,2006,2009,41.845851,-87.619419,hud_source
ILA20090020,OAKWOOD SHORES 2A,4TH WARD,,96,96,750000,2006,2009,,,missing_no_usable_address
ILA20090030,ROBERT TAYLOR HOMES C-2,4200 S PRAIRIE AVE,60653,118,95,750000,2006,2009,41.818396,-87.620047,hud_source
ILA20090060,VICTORY CENTRE OF GALEWOOD SLF,2370 N NEWCASTLE AVE,60707,102,78,1195000,2006,2009,41.923364,-87.797237,hud_source
ILA20090901,ROSA PARKS APTS,2550 W N AVE,60647,94,94,1200000,2005,2009,41.910497,-87.69124,hud_source
ILA20090905,CASA MORELOS,2013 S MORGAN ST,60608,45,45,773530,2006,2009,41.854697,-87.651244,hud_source
ILA20100905,OAKWOOD SHORES 2B-1,3754 3758 S VINCENNES AVE,,75,75,1500000,2008,2010,41.826128546668,-87.61209347723,census_geocoder
ILA20100910,LEGENDS SOUTH A-2,3137 W 44TH ST,60632,138,110,1500000,2009,2010,41.813471,-87.703181,hud_source
ILA20100912,CASA MARAVILLA,2021 S MORGAN ST,60608,73,73,1593171,2008,2010,41.854522,-87.651239,hud_source
ILA20100916,WRIGHTWOOD SENIOR APTS,2801 W 79TH ST,60652,85,76,1275000,2008,2010,41.749689,-87.69265,hud_source
ILA20100917,WILSON YARD APTS,1026 W MONTROSE AVE,60613,80,80,1700000,2005,2010,41.961948,-87.6558,hud_source
ILA20100921,THE SENIOR SUITES OF AUTUMN GREEN AT WRIGHT,4255 N OAK PARK AVE,60634,36,32,716344,2009,2010,41.957939,-87.797462,hud_source
ILA20109922,BETTENDORF PLACE (CITY OF CHICAGO),8425 S SAGINAW AVE,60617,23,23,4801195,2010,2010,41.741955,-87.55979,hud_source
ILA20109923,BRANCH OF HOPE,5600 S HALSTED ST,60621,100,100,8597950,2010,2010,41.79241,-87.645311,hud_source
ILA20110001,O'KEEFE APTS,7150 S EUCLID (SCATTERED SITES),,67,67,1300000,2010,2011,41.765163286422,-87.578196622805,census_geocoder
ILA20110100,WESTHAVEN PARK APTS IIC,1910 W MAYPOLE AVE,60612,92,74,2155000,2007,2011,41.884302,-87.674716,hud_source
ILA20110905,PULLMAN WHEELWORKS,901 E 104TH ST,60628,210,210,861859,2011,2011,41.7055,-87.601421,hud_source
ILA20110906,PARKWAY GARDENS APTS,6536 S KING DR,60637,694,694,2941809,2011,2011,41.775399,-87.615754,hud_source
ILA20110908,MARTIN LUTHER KING APTS,3800 W 16TH ST,60623,45,45,975000,2008,2011,41.859084,-87.720579,hud_source
ILA20110916,INDEPENDENCE APTS,925 S INDEPENDENCE BLVD,60624,42,33,695672,2009,2011,41.869284,-87.719396,hud_source
ILA20110917,HOPE MANOR APTS,3453 W MADISON ST,60624,50,50,1303413,2009,2011,41.880752,-87.712411,hud_source
ILA20110920,HANCOCK HOUSE,12045 S EMERALD AVE,60628,89,80,1538,2009,2011,41.675032,-87.640896,hud_source
ILA20110929,CLIFTON MAGNOLIA APTS,4416 N CLIFTON AVE,60640,59,59,938107,2008,2011,41.962207,-87.658382,hud_source
ILA20110931,WOODLAWN CENTER SOUTH APTS,6222 S COTTAGE GROVE AVE,60637,67,60,1552835,2009,2011,41.78181,-87.606184,hud_source
ILA20110933,WEST END PHASE II,2425 W ADAMS ST,60612,112,98,2215173,2007,2011,41.878714,-87.687604,hud_source
ILA20110935,VICTORY CENTER OF SOUTH CHICAGO,3251 E 92ND ST,60617,72,72,1085591,2007,2011,41.728162,-87.545539,hud_source
ILA20120001,VICEROY HOUSING APTS,1519 W WARREN BLVD,60607,89,89,1352409,2010,2012,41.882235,-87.665938,hud_source
ILA20120006,NORTH & TALMAN REDEVELOPMENT III,1605 N WASHTENAW AVE,60647,33,33,1100000,2010,2012,41.910454,-87.694316,hud_source
ILA20120007,RANDOLPH TOWER CITY APTS,188 W RANDOLPH ST,60601,312,63,10000000,2010,2012,41.884637,-87.633631,hud_source
ILA20120025,PAUL G STEWART IV A,400 E 41ST ST,60653,66,66,2296188,2008,2012,41.820426,-87.615356,hud_source
ILA20120901,RENAISSANCE APTS,6105 S ELLIS AVE,60637,117,117,442525,2011,2012,41.78402,-87.600919,hud_source
ILA20130001,OAKWOOD SHORES 2D,615-627 E 38TH ST (SCATTERED SITES),,66,44,1500000,2011,2013,41.824791195889,-87.611689156571,census_geocoder
ILA20130002,WOODLAWN SIX APTS,,,100,100,803865,2012,2013,,,missing_no_usable_address
ILA20130003,1704 N HUMBOLDT BUILDING,1704 N HUMBOLDT BLVD,60647,29,28,803943,2011,2013,41.912532,-87.702498,hud_source
ILA20130008,ST STEPHENS TERRACE APTS,2333 W JACKSON BLVD,60612,247,221,1744000,2011,2013,41.877438,-87.684647,hud_source
ILA20130825,WOODLAWN CENTER NORTH APTS,6127 S COTTAGE GROVE AVE,60637,33,29,1059448,2011,2013,41.783539,-87.605789,hud_source
ILA20130826,ZAPATA APTS,1955 N ST LOUIS AVE,60647,61,61,1292860,2011,2013,41.916542,-87.713288,hud_source
ILA20140004,CONGRESS PARKWAY,261 E CONGRESS PKWY,,60,60,1764107,2012,2014,,,missing_no_geocode_match
ILA20140012,EVERGREEN TOWER I,1353 N CLEVELAND AVE,60610,102,102,686221,2013,2014,41.907153,-87.640659,hud_source
ILA20140017,LAKE STREET STUDIOS,727 W LAKE ST,60661,61,61,1132118,2012,2014,41.885528,-87.646826,hud_source
ILA20149843,SENIOR SUITES OF NORWOOD PARK,5700 N HARLEM AVE,60631,84,80,1743000,2012,2014,41.985135,-87.807145,hud_source
ILA20158126,MILWAUKEE AVENUE APTS,3064 N MILWAUKEE AVE,60618,32,32,706659,2013,2015,41.936742,-87.720315,hud_source
ILA20158127,VETERANS NEW BEGINNINGS,8132 S RACINE AVE,60620,54,54,480000,2012,2015,41.745896,-87.65385,hud_source
ILA20170001,FARWELL JARVIS,1418 W FARWELL AVE,60626,85,85,355153,2016,2017,42.006872,-87.666447,hud_source
ILA20180001,ANATHOTH GARDENS,34 NORTH KEELER AVE,60624,40,40,2753173,2017,2018,41.881554,-87.730786,hud_source
ILA20190008,GREENWOOD PARK APARTMENTS,1007 1157 E 47TH ST,60615,90,90,1205687,2018,2019,41.806,-87.5991,hud_source
ILA20190012,OSO APARTMENTS,3435 W MONTROSE AVE,60618,48,48,485120,2018,2019,41.960971,-87.714434,hud_source
ILA20190017,THRESHOLDS RAD 2,6808 N WAYNE,60626,44,44,260830,1998,2019,42.005624,-87.665162,hud_source
ILA20200005,JOHNSON & BUTLER/LINDEN APARTMENTS,6146 S KENWOOD AVE,60637,99,99,1371593,2018,2020,41.78334,-87.59332,hud_source
ILA20210004,NORTHPOINT APARTMENTS,7719 N PAULINA,60626,304,302,2760162,2020,2021,42.021509,-87.672875,hud_source
ILA20210007,ROOSEVELT ROAD VETERANS HOUSING,2920 W ROOSEVELT RD,60612,90,90,1171168,2019,2021,41.866669,-87.699267,hud_source
ILA20210009,UNIVERSAL CITY APARTMENTS,9510 SOUTH CONSTANCE AVENUE,60617,159,159,466647,2004,2021,41.721519,-87.57923,hud_source
ILA20220002,5150 NORTHWEST HIGHWAY,5150 N NORTHWEST HIGHWAY,60630,60,60,1768068,2019,2022,41.974609,-87.767801,hud_source
ILA20220004,CIRCLE PARK APARTMENTS,1111 S ASHLAND AVE,60607,418,418,6248850,2021,2022,41.867969,-87.666084,hud_source
ILA20220040,HEIWA TERRACE,920 W LAWRENCE AVE,60640,203,203,3122340,2021,2022,41.969246,-87.653191,hud_source
ILA20220042,MORNINGSIDE COURT APARTMENTS,1250 W MORSE AVE,60626,170,170,2286876,2021,2022,42.008147,-87.663916,hud_source
ILA20220047,SCHILLER PLACE,1433 N HALSTED ST,60642,40,40,525263,2020,2022,41.907304,-87.647927,hud_source
ILA20220048,SOUTHBRIDGE PHASE 1B,2350 S STATE ST,60616,43,43,1620000,2019,2022,41.850137,-87.627265,hud_source
ILA20230001,6001 W. LAWRENCE,6017 W LAWRENCE AVE,60630,48,48,1500000,2020,2023,41.967788,-87.77794,hud_source
ILA20230002,900 W RANDOLPH,164 N PEORIA ST,60607,60,60,1521206,2021,2023,41.884903,-87.650015,hud_source
ILA20230010,JACKSON MANOR APARTMENTS,3445 W MADISON ST,60624,72,72,742495,2022,2023,41.880757,-87.712165,hud_source
ILA20230011,LATHROP HOMES IB,2890 2904 N CLYBOURN AVE,60618,43,43,1500000,2021,2023,41.9429,-87.7016,hud_source
ILA20230015,NORTH PARK VILLAGE APARTMENTS,5801 N PULASKI RD,60646,179,179,1500000,2019,2023,41.986426,-87.728314,hud_source
ILA20230016,OASIS SENIOR LIVING,3811 W WASHINGTON BLVD,60624,219,218,3600000,2021,2023,41.881742,-87.721088,hud_source
