hud_id,project_name,address,zip,units_total,units_low_income,annual_allocated_amount,allocation_year,placed_in_service_year,lat,lng,coord_source
ILB20020005,CASA PUEBLA,2004 S RACINE AVE,60608,83,83,,1999,2002,41.854756,-87.656556,hud_source
ILB20020010,HEARTS UNITED APTS PHASE II,705 E 43RD ST,60653,107,81,,2001,2002,41.816641,-87.609036,hud_source
ILB20020170,COTTAGE VIEW TERRACE,4829 S COTTAGE GROVE AVE,60615,97,96,,2000,2002,41.8072,-87.606293,hud_source
ILB20020800,SENIOR SUTIES OF JEFFERSON PARK,5400 N NW HWY,60630,81,81,684032,2001,2002,41.978319,-87.774485,hud_source
ILB20020804,STONE TERRACE,8440 S PARNELL AVE,60620,154,154,,2001,2002,41.74062,-87.63788,hud_source
ILB20020805,HERITAGE WOODS OF CHICAGO,2800 W FULTON ST,60612,110,110,,1999,2002,41.8867,-87.696427,hud_source
ILB20020806,NORTH TOWN VILLAGE II,1421 N. HALSTED STREET,,40,40,406325,2001,2002,41.906974,-87.647924,hud_source
ILB20020808,NUESTRO HOSAR COOPERATIVE,4101 W KAMERLING AVE,60651,31,31,271194,1999,2002,41.905179,-87.728843,hud_source
ILB20029001,IKE SIMS VILLAGE,3333 W MAYPOLE AVE,60624,200,199,,2001,2002,41.883761,-87.709354,hud_source
ILB20029003,STONE TERRACE APARTMENT,540 W 85TH ST,60620,156,156,,2001,2002,41.739766,-87.638431,hud_source
ILB20029004,STONE TERRACE,8440 S. PARNELL AVE,60620,156,154,,2002,2002,41.74062,-87.63788,hud_source
ILB20029005,RENAISSANCE CENTER,2800 W. FULTON,60612,110,110,539776,1999,2002,41.8867,-87.696427,hud_source
ILB20029006,NUESTRO HOGAR COOPERATIVE,2556 W NORTH AVE,60647-5216,31,31,,9999,2002,41.910498,-87.69134,hud_source
ILB20030005,ANTIOCH HOMES II,6400 S NORMAL BLVD,60621,57,57,,1999,2003,41.778008,-87.637709,hud_source
ILB20030010,AUBURN COMMONS APTS,1626 W 87TH ST,60620,72,72,506363,2002,2003,41.735983,-87.664002,hud_source
ILB20030020,RENAISSANCE NORTH,535 W. NORTH AVENUE,60610,59,59,,2001,2003,41.910851,-87.642675,hud_source
ILB20030030,SANCTUARY PLACE,626 N KEDZIE AVE,60612,69,69,,2001,2003,41.892383,-87.706707,hud_source
ILB20030035,SENIOR SUITES OF NEW CITY,4845 S WESTERN BLVD,60609,110,110,845652,2001,2003,41.805559,-87.683576,hud_source
ILB20030802,ROENTGEN SCHOOL (SWITCHING STATION),15 S HOMAN AVE,60624,24,24,,2001,2003,41.880742,-87.710792,hud_source
ILB20030804,SOUTH PARK PLAZA,2600 S KING DR,60616,134,134,,2003,2003,41.84569,-87.619082,hud_source
ILB20030806,CHURCHVIEW SUPPORTIVE LIVING,2626 W. 63RD ST.,60629,86,86,439577,2003,2003,41.779343,-87.689556,hud_source
ILB20030807,51ST & KING DRIVE APTS,5049 S KING DR,60615,96,92,296953,2004,2003,41.809181,-87.616336,hud_source
ILB20039003,WHEELER HOUSE,1450 WEST 69TH STREET,60636,89,89,,2001,2003,41.768778,-87.660038,hud_source
ILB20040015,HYDE PARK APTS,5330 S HARPER AVE,60615,73,73,,2003,2004,41.798859,-87.589288,hud_source
ILB20040020,YALE BUILDING,6559 S YALE AVE,60621,69,69,,2000,2004,41.775369,-87.631476,hud_source
ILB20040800,SENIOR SUITES OF WEST HUMBOLDT PARK,3656 W HURON ST,60624,88,88,744543,2003,2004,41.893788,-87.71789,hud_source
ILB20040801,SENIOR SUITES OF RAINBOW BEACH,2804 E 77TH PL,60649,84,84,735536,2003,2004,41.754666,-87.555138,hud_source
ILB20040805,WEST END,2663 W MADISON ST,60612,42,32,,2003,2004,41.880963,-87.693226,hud_source
ILB20040807,INDIANA MANOR TOWNHOMES,4324 S INDIANA AVE,60653,65,65,,2002,2004,41.816027,-87.621595,hud_source
ILB20040810,MAYFAIR APTS,4832 S VINCENNES AVE,60615,67,67,600000,2000,2004,41.806552,-87.614082,hud_source
ILB20040908,WESTHAVEN PARK APTS IIA,1742 W MAYPOLE AVE,60612,156,120,1240668,2002,2004,41.884364,-87.670831,hud_source
ILB20049002,HILLIARD HOMES I,2111 S CLARK ST,60616-1526,654,324,,2002,2004,41.8548,-87.629925,hud_source
ILB20049003,INDIANA MANOR TOWNHOMES,4324 S INDIANA,60653,6,6,,2004,2004,41.816027,-87.621595,hud_source
ILB20049004,MADDEN WELLS PHASE 1A,3859 S VINCENNES AVE,60653,163,119,,2003,2004,41.824528,-87.612209,hud_source
ILB20049006,ROCKWELL GARDENS/WEST END I,2425 W. ADAMS,60612,42,32,,2003,2004,41.878714,-87.687604,hud_source
ILB20049009,CONCORDIA,13037 S DANIEL DR,60827-1252,297,137,,2003,2004,41.658476,-87.615317,hud_source
ILB20049013,SENIOR SUITES HUMBOLDT PARK,3656 WEST HURON STREET,60624,88,88,744543,2003,2004,41.893788,-87.71789,hud_source
ILB20049014,SENIOR SUITES RAINBOW BEACH,2804 EAST 77TH PLACE,60649,84,84,735536,2003,2004,41.754666,-87.555138,hud_source
ILB20050005,PASEO BORICUA APTS,1154 N CAMPBELL AVE,60622,36,58,,2003,2005,41.902589,-87.68969,hud_source
ILB20050025,SOUTH LOOP AFFORDABLE HOUSING,600 S WABASH AVE,60605,169,169,,2002,2005,41.874206,-87.626244,hud_source
ILB20050205,PERSHING & STATE,3845 S STATE ST,60609,80,80,,2003,2005,41.824854,-87.626136,hud_source
ILB20050804,WENTWORTH COMMONS,11045 S WENTWORTH AVE,60628,51,51,725000,2005,2005,41.693273,-87.627703,hud_source
ILB20050807,ST EDMUND'S MEADOWS,6100 S MICHIGAN AVE,60637,56,45,646000,2003,2005,41.78373,-87.622423,hud_source
ILB20050808,PINE RACE APTS,541 N. PINE AVENUE,,36,36,354359,2005,2005,41.89001,-87.763157,hud_source
ILB20050809,NORTH CENTER SENIOR APARTMENTS,2324 W IRVING PARK ROAD,60618,104,84,895476,2004,2005,41.954279,-87.686568,hud_source
ILB20050810,HAROLD WASHINGTON UNITY COOPERATIVE,27 N KEDZIE AVE,60612,87,87,1660975,2003,2005,41.881996,-87.705949,hud_source
ILB20050811,SENIOR SUITES CHATHAM,8300 SOUTH COTTAGE GROVE,60619,90,90,858271,2005,2005,41.743965,-87.605346,hud_source
ILB20059004,"ROOSEVELT TOWER - I, LLC",3440 W ROSEVELT RD,60624,126,126,,1999,2005,41.866517,-87.711516,hud_source
ILB20059007,TERESA ROLDAN/PASEO BORICUA,1154 N. CAMPBELL AVENUE,60622,59,58,890000,2005,2005,41.902589,-87.68969,hud_source
ILB20059008,MARTHA WASHINGTON,2324 W. IRVING PARK RD.,60618,104,83,895476,2004,2005,41.954279,-87.686568,hud_source
ILB20059009,RENAISSANCE SAINT LUKE,1501 W. BELMONT,60657,90,72,,2004,2005,41.939594,-87.666243,hud_source
ILB20059904,ST. EDMUND'S MEADOWS,470 STANFORD AVE,60637,56,56,,2003,2005,41.7834,-87.6035,hud_source
ILB20059905,MADDEN WELLS-1-A-RENTAL,3807 S COTTAGE GROVE AVE,60653,163,122,1935294,9999,2005,41.82598,-87.60767,hud_source
ILB20060015,DREXEL JAZZ,804 E BOWEN AVE,60653,39,39,500000,2005,2006,41.819672,-87.606289,hud_source
ILB20060050,WEST END 1B,208 S WESTERN AVE,60612,42,42,409533,2003,2006,41.878512,-87.686663,hud_source
ILB20060803,WATER'S EDGE APTS,2717 N LEAVITT ST,60647,92,91,650864,2005,2006,41.931444,-87.680269,hud_source
ILB20060804,FC CENTRAL STATION SENIOR,1251 S MICHIGAN AVE,60605,91,91,506675,2004,2006,41.866513,-87.62384,hud_source
ILB20060805,WEST END 1B,2425 W ADAMS ST,60612,92,92,,2004,2006,41.878714,-87.687604,hud_source
ILB20060806,PRAISE APTS,4123 W CERMAK RD,60623,32,32,335000,2004,2006,41.851264,-87.727982,hud_source
ILB20060807,MAHALIA PLACE,116 E 43RD ST,60653,118,98,2020000,2004,2006,41.816729,-87.622739,hud_source
ILB20060808,MADRES UNIDAS,1625 N DRAKE AVE,60647,36,36,300000,2005,2006,41.910918,-87.714739,hud_source
ILB20060809,HILLIARD HOMES,2031 S CLARK ST,60616,654,654,3186473,2002,2006,41.855427,-87.629951,hud_source
ILB20060810,WEST HAVEN PARK TOWER/WHP PHASE IIA1,100 N HERMITAGE AVE,60612,113,34,710000,2006,2006,41.883257,-87.6708,hud_source
ILB20069001,HILLIARD HOMES II,30 W CERMAK RD,60616-2043,327,326,,2005,2006,41.853149,-87.628133,hud_source
ILB20069004,THE PARK AT CENTRAL STATION,1251 S MICHIGAN AVE,60605-2408,92,91,,2004,2006,41.866513,-87.62384,hud_source
ILB20069006,G+A RESIDENCE AT SPAULDING,1750 N. SPAULDING AVE.,60647,35,35,785500,2004,2006,41.912907,-87.710342,hud_source
ILB20069008,LATHROP ELDERLY DBA WATERS EDGE APTS,2717 N. LEAVITT ST,60647,92,92,649685,2006,2006,41.931444,-87.680269,hud_source
ILB20069010,ROCKWELL GARDENS JACKSON SQUARE,2425 W. ADAMS,60612,92,92,,2004,2006,41.878714,-87.687604,hud_source
ILB20069017,MOUNT VERNON MANOR,30 N. WALLER AVE #111,60644,61,60,,2004,2006,41.881124,-87.768337,hud_source
ILB20069019,SENIOR SUITES BRIDGEPORT,2825 SOUTH HALSTED STREET,60608,85,85,373619,2005,2006,41.843081,-87.646177,hud_source
ILB20069903,JACKSON SQUARE,2424 W GLADYS AVE,60612,92,92,,2004,2006,41.876945,-87.687692,hud_source
ILB20069904,MT VERNON MANOR APTS,330 N WALLER AVE,60644,61,61,,2004,2006,41.886122,-87.768524,hud_source
ILB20069905,PIONEER GARDENS SLF,3800 S KING DR,60653,120,120,,2004,2006,41.825638,-87.617504,hud_source
ILB20070010,DEARBORN ROOT- ROBERT TAYLOR,4006 S FEDERAL ST,60609,151,151,977670,2005,2007,41.821723,-87.628787,hud_source
ILB20070015,DREXEL PRESERVATION,4725 S INGLESIDE AVE,60615,155,154,501394,2007,2007,41.808805,-87.602576,hud_source
ILB20070020,FOUNTAIN VIEW APTS,3718 W DOUGLAS BLVD,60623,45,40,513992,2005,2007,41.862976,-87.718216,hud_source
ILB20070025,HARRISON COURTS,2950 W HARRISON ST,60612,123,123,941298,2005,2007,41.873948,-87.699792,hud_source
ILB20070030,JAZZ ON THE BOULEVARD,4106 MARYLAND AVE,60653,39,39,453744,2005,2007,41.820158,-87.605749,hud_source
ILB20070040,LINCOLN VILLAGE SENIOR APTS,6057 N LINCOLN AVE,60659,102,102,519239,2006,2007,41.992,-87.70958,hud_source
ILB20070045,LORINGTON APTS,2630 N SPAULDING AVE,60647,54,54,448835,2007,2007,41.929375,-87.711094,hud_source
ILB20070050,NEAR NORTH,1234 N CLYBOURN AVE,,96,96,690000,2005,2007,41.904371411972,-87.640506782613,census_geocoder
ILB20070075,UPTOWN PRESERVATION,4431 N CLIFTON AVE,60640,77,77,609604,2007,2007,41.962397,-87.657989,hud_source
ILB20070802,LOOMIS COURTS,1314 W 15TH ST,60608,126,124,972282,2005,2007,41.861746,-87.659338,hud_source
ILB20070804,WASHINGTON PARK SRO,5000 S INDIANA AVE,60615,63,63,87438,2006,2007,41.803205,-87.62129,hud_source
ILB20070805,SCHIFF R,1244 N CLYBOURN AVE,60610,96,96,690000,2007,2007,41.904685,-87.641137,hud_source
ILB20070806,LA ESTANCIA APTS,1155 N CALIFORNIA AVE,60622,57,57,906219,2005,2007,41.902502,-87.696626,hud_source
ILB20070807,G&A SENIOR RESIDENCE AT RAVENSWOOD,1818 W PETERSON AVE,60660,187,187,1005542,2007,2007,41.990935,-87.675261,hud_source
ILB20070808,ARCHER AVE. SENIOR RESIDENCES,2928 S. ARCHER AVE.,60608,55,55,668363,2005,2007,41.841085,-87.659571,hud_source
ILB20070809,ENGLEWOOD HOUSING GROUP,301 W MARQUETTE RD,60621,57,57,,1999,2007,41.772518,-87.632827,hud_source
ILB20078002,G+A SENIOR RESIDENCE AT RAVENSWOOD,1818 W PETERSON,60660,187,187,,2007,2007,41.990935,-87.675261,hud_source
ILB20078004,PARKSIDE 4,1158 N CLEVELAND AVE,60610-1712,12,12,,2006,2007,41.903054,-87.641409,hud_source
ILB20079001,CHARLES A BECKETT ASSOCIATES LP,400 E 41ST ST,60653-3071,420,403,,2007,2007,41.820426,-87.615356,hud_source
ILB20079002,DREXEL COURT,837 E. 47TH ST,60653,61,60,,2007,2007,41.80941,-87.605807,hud_source
ILB20079004,HANSBERRY SQUARE OF LEGENDS SOUTH - 8142,4034 S STATE ST,60609-2932,115,100,,2005,2007,41.821405,-87.626653,hud_source
ILB20079011,TCB LORINGTON APARTMENTS LP,3128 1/2 W PALMER SQ,60647,54,54,434984,9999,2007,41.921637,-87.706731,hud_source
ILB20080243,PARK BLVD 1B,3506 S STATE ST,60609,54,54,,2005,2008,41.830758,-87.62683,hud_source
ILB20080801,KOSOH HOUSING,927 W WILSON AVE,60640,77,77,609604,2007,2008,41.965316,-87.653565,hud_source
ILB20080802,SENIOR SUITES OF MARQUETTE VILLAGE,7430 S ROCKWELL ST,60629,93,93,800000,2007,2008,41.758304,-87.688182,hud_source
ILB20080811,LAWNDALE BOND RESTORATION,,,170,170,1180706,2007,2008,,,missing_no_usable_address
ILB20080813,HANSBERRY SQUARE,4036 S STATE ST,60609,182,153,2497670,2006,2008,41.82138,-87.626653,hud_source
ILB20080814,FOUNTAIN,3719 W DOUGLAS BLVD,60623,48,48,,2006,2008,41.86219,-87.718207,hud_source
ILB20087001,LAWNDALE BOND,3225 W DOUGLAS BLVD,60623-1750,170,143,,2007,2008,41.862365,-87.706514,hud_source
ILB20087002,NTV2,709 W BLACKHAWK ST,60610-1170,24,12,,2001,2008,41.907425,-87.646419,hud_source
ILB20087003,PARK BOULEVARD 1B,16 W 36TH ST,60609,100,100,,1999,2008,41.829346,-87.627176,hud_source
ILB20087004,PARKSIDE 9,545 W DIVISION ST,60610-1877,111,81,,2006,2008,41.903587,-87.64244,hud_source
ILB20089001,COLEMAN PLACE AT LEGENDS SOUTH - 8141,223 E 41ST ST,60653-2605,118,58,,2007,2008,41.820045,-87.620373,hud_source
ILB20089002,GREENVIEW PALCE,1501 W MELROSE STREET,60657,105,95,,2008,2008,41.940495,-87.666252,hud_source
ILB20089005,SPAULDING + TRUMBULL,1310 SPAULDING,11111,25,25,578184,2008,2008,41.864364,-87.708254,hud_source
ILB20089815,CLARAS VILLAGE,2115 W 63RD,60636,52,52,,2007,2008,41.779114,-87.677031,hud_source
ILB20090801,BRITTON BUDD,501 W SURF ST,60657,173,172,1082117,2008,2009,41.934144,-87.641768,hud_source
ILB20090803,SENIOR SUITES OF KELVYN PARK,2715 N CICERO AVE,60639,85,85,783824,2007,2009,41.930006,-87.746215,hud_source
ILB20090808,VICTORY CENTRE OF SOUTH CHICAGO,3251 E 92ND STREET,60617,112,112,922905,2007,2009,41.728162,-87.545539,hud_source
ILB20090809,RENANSSA,3123 W DOUGLAS BLVD,60623,54,54,,2007,2009,41.86237,-87.703996,hud_source
ILB20090810,PARKSIDE FOUR,1333 N. KINGSBURY STREET,,72,72,944114,2006,2009,41.905525,-87.649388,hud_source
ILB20090811,RENAISSANCE ST LUKE SLF,1501 W MELROSE ST,60657,107,97,,2008,2009,41.940495,-87.666252,hud_source
ILB20090813,COLEMAN PLACE,116 E 43RD ST,60653,118,95,2625000,2007,2009,41.816729,-87.622739,hud_source
ILB20096002,GREENVIEW PLACE,1501 W MELROSE,60657,107,97,,2008,2009,41.940495,-87.666252,hud_source
ILB20099003,WESTHAVEN PARK II - C - 8125,1939 W LAKE ST # 1949,60612-2424,92,83,,2008,2009,41.884884,-87.675267,hud_source
ILB20099814,ANTIOCH HOMES III,301 W. MARQUETTE RD,60621,40,40,,2007,2009,41.772518,-87.632827,hud_source
ILB20099816,ROSA PARK APARTMENTS,2550 W NORTH AVENUE,60647,94,94,,9999,2009,41.910497,-87.69124,hud_source
ILB20100802,KENMORE SENIOR HOUSING,5040 N KENMORE AVE,60640,99,99,1248748,2009,2010,41.974217,-87.656569,hud_source
ILB20100804,WILSON SENIOR,1032 W MONTROSE AVE,60613-4082,98,97,1200929,2008,2010,41.961946,-87.656116,hud_source
ILB20100805,ENGLEWOOD,901 W 63RD PKWY,60621,99,99,1246599,2010,2010,41.781515,-87.647024,hud_source
ILB20105001,BOULEVARD COURT APARTMENT LP,1723 HUMBOLDT BLVD,60647,18,18,,2010,2010,41.912726,-87.701379,hud_source
ILB20105002,THE SENIOR SUITES OF AUTUMN GREEN AT WRIGHT CAMPUS,4255 N OAK PARK AVENUE,60634,32,27,,2009,2010,41.957939,-87.797462,hud_source
ILB20105003,WILSON FAMILY,1026 W MONTROSE AVE,60613-1492,240,79,,2008,2010,41.961948,-87.6558,hud_source
ILB20109001,HUMBOLDT BOULEVARD COURT APARTMENTS,1723-33 HUMBOLDT BOULEVARD,60647,18,18,515249,2010,2010,41.912726,-87.701379,hud_source
ILB20109002,SAVOY SQUARE - 8139,4448 S STATE ST,60609-3761,3,2,,9999,2010,41.81391,-87.626489,hud_source
ILB20109003,HAIRPIN LOFTS APARTMENTS,3414 W. DIVERSEY AVENUE.,60647,28,25,310503,2010,2010,41.932125,-87.712501,hud_source
ILB20110268,SPRING GROVE APTS,4554 S DREXEL BLVD,60653,99,99,11774874,2010,2011,41.812256,-87.604626,hud_source
ILB20110803,POMEROY SENIOR,5650 N KENMORE AVE,60660,105,104,1346880,2010,2011,41.984599,-87.656872,hud_source
ILB20110807,PARK DOUGLAS/OGDEN NORTH,1254 S FAIRFIELD AVE,60608,137,109,2743365,2010,2011,41.865087,-87.694822,hud_source
ILB20110808,SAVOY SQUARE,4448 S STATE ST,60609,138,110,3862000,2009,2011,41.81391,-87.626489,hud_source
ILB20110809,ROSELAND PLACE,10426 S MICHIGAN AVE,60628,60,59,1018750,2011,2011,41.704681,-87.620809,hud_source
ILB20110811,HAIRPIN LOFT APTS,3414 W DIVERSEY AVE,60647,28,25,310503,2010,2011,41.932125,-87.712501,hud_source
ILB20114001,EAST LAKE WEST END II,2425 W. ADAMS,60612,112,98,,2010,2011,41.878714,-87.687604,hud_source
ILB20119812,NORTH EASTWOOD SHORES APTS,850 W EASTWOOD,60640,231,204,,2010,2011,41.966588,-87.651389,hud_source
ILB20119813,PARKSIDE 9 II,544 W OAK ST,60610-1716,112,85,,9999,2011,41.900601,-87.642033,hud_source
ILB20120268,PARK BLVD IIA,3622 S STATE ST,60609,128,99,,2011,2012,41.828136,-87.626748,hud_source
ILB20120801,HAROLD WASHINGTON APTS,4944 N SHERIDAN RD,60640,69,69,1834909,2013,2012,41.972355,-87.655142,hud_source
ILB20130005,BORINQUEN BELLA,1414 N WASHTENAW AVE,60622,47,47,850000,2011,2013,41.907009,-87.694698,hud_source
ILB20130100,SENIOR SUITES AT MIDWAY VILLAGE,6800 S KEATING AVE,60629,89,89,1371287,2012,2013,41.770997,-87.740152,hud_source
ILB20132001,BORINQUEN BELLA L.P,1451 N WASHTENAW,60622,47,47,,2011,2013,41.908233,-87.694253,hud_source
ILB20132002,LAKEFRONT PHASE II,1140 E 42ND PL,60653,6,4,,2011,2013,41.818203,-87.598816,hud_source
ILB20132003,LAKEFRONT PHASE II,4130 S OAKENWALD,60653,21,16,,2011,2013,41.819937,-87.59926,hud_source
ILB20132004,LAKEFRONT PHASE II,4131 S LAKE PARK,60653,6,5,,2011,2013,41.81979,-87.600434,hud_source
ILB20132005,LAKEFRONT PHASE II,1060 E. 41ST ST,60653,81,55,,2011,2013,41.820314,-87.600825,hud_source
ILB20132006,LAKEFRONT PHASE II,4143 S LAKE PARK,60653,18,13,,2011,2013,41.819567,-87.600302,hud_source
ILB20136002,BRONZEVILLE ASSOC SENIOR APTS LP,460 E 41ST ST,60653-2758,97,97,,2012,2013,41.820429,-87.613883,hud_source
ILB20136003,BUFFETT PLACE,3208 N SHEFFIELD AVE,60657,51,51,,2012,2013,41.9401,-87.654315,hud_source
ILB20136004,PARK BOULEVARD IIB,3720 DEARBORN,60609,108,72,2392578,2013,2013,41.826974,-87.627978,hud_source
ILB20136005,SENIOR SUITES OF MIDWAY VILLAGE .,6800 SOUTH KEATING AVENUE,60629,89,89,1371287,2012,2013,41.770997,-87.740152,hud_source
ILB20138101,PULLMAN SUITES SENIOR APARTMENTS,15 E. 112TH PLACE,60628,59,60,,2011,2013,41.689711,-87.622391,hud_source
ILB20140015,DARUL AMAAN,"4820 N, KEDZIE",60625,56,56,800000,2012,2014,41.968812,-87.708724,hud_source
ILB20141001,HOPE MANOR II APARTMENTS,6002 S HALSTED ST,60621,73,73,,2014,2014,41.785066,-87.645241,hud_source
ILB20144002,DORCHESTER ARTIST HOUSING,1456 E. 70TH STREET,60637,32,23,764924,2013,2014,41.768014,-87.588893,hud_source
ILB20147016,TOWN HALL APARTMENTS,3600 N. HALSTED,60613,79,35,,2013,2014,41.947346,-87.649685,hud_source
ILB20149058,NORTH AND PULASKI ELDERLY APARTMENT,3949 W. NORTH AVE,60647,72,71,,9999,2014,41.909702,-87.725587,hud_source
ILB20153001,G AND A SENIOR RESIDENCE AT KEDZIE,4054 N. KEDZIE AVE,60618,50,50,1121916,2015,2015,41.955401,-87.70827,hud_source
ILB20153002,KILPATRICK RENAISSANCE,4655 W. BERTEAU AVENUE,60641-2629,98,90,,2014,2015,41.956381,-87.745167,hud_source
ILB20153003,THE HISTORIC STRAND,6315 S COTTAGE GROVE AVE,60637-3519,63,23,,2014,2015,41.780182,-87.605707,hud_source
ILB20154003,SANGAMON TERRACE,6145 S SANGAMON ST,60621-2003,24,24,,2014,2015,41.782203,-87.648284,hud_source
ILB20159003,KENNEDY JORDAN,825 WEST 118TH STREET,60643,70,70,,9999,2015,41.679466,-87.642993,hud_source
ILB20159004,NEW CITY SENIOR LIVING,4707 S. MARSHFIELD AVE,60609,101,101,1255122,2015,2015,41.808372,-87.665962,hud_source
ILB20159005,CORNERSTONE APARTMENTS,747 E. 47TH STREET,60653,59,58,955000,9999,2015,41.809384,-87.607585,hud_source
ILB20162001,CASA QUERETARO,2012 W 17TH ST,60608,45,45,0,2014,2016,41.858768,-87.676259,hud_source
ILB20162002,HARVEST HOMES,3542-40 W. FIFTH AVE,60624,36,36,,2016,2016,41.876205,-87.714545,hud_source
ILB20162003,PARKSIDE IIB,459 W DIVISION ST,60610-1789,106,63,,2014,2016,41.903574,-87.640474,hud_source
ILB20163001,CICERO AND GEORGE SENIOR HOUSING,4800 WEST GEORGE,60641,70,61,1150000,2015,2016,41.933535,-87.746944,hud_source
ILB20163002,CITY GARDENS - 8116,312 S MAPLEWOOD AVE,60612-2809,76,55,1699993,2015,2016,41.877181,-87.690215,hud_source
ILB20165016,JEFFERY TOWERS,7020 JEFFERY BLVD,60649,135,15,,2015,2016,41.767186,-87.576569,hud_source
ILB20168807,BLOOMINGDALE APTS,1745 N KEYSTONE AVE,60639,111,110,185479,1999,2016,41.91294,-87.727403,hud_source
ILB20171001,MIDWAY POINTE SENIOR RESIDENCES,5011 W. 47TH STREET,60638,95,85,,2017,2017,41.807397,-87.748639,hud_source
ILB20177003,THE WASHINGTON AT WOODLAWN PARK,WOODLAWN ROLL-UP - ALLOCATION 1 6221 S. VERNON AVENUE,60637,27,12,,2017,2017,41.7834,-87.6035,hud_source
ILB20177089,EAST PARK REDEVELOPMENT LP,EAST PARK REDEVELOPMENT LP 3300 W. MAYPOLE AVENUE,60624,153,153,,9999,2017,41.8844,-87.7233,hud_source
ILB20177090,PARK PLACE APARTMENTS,3630 W. 51ST STREET,60632,78,78,1688673,9999,2017,41.800873,-87.714257,hud_source
ILB20180004,MAYFAIR COMONS,4444 W. LAWRENCE AVE.,60630,97,97,291763,2017,2018,41.968301,-87.739694,hud_source
ILB20180005,NELSON MANDELA APARTMENTS,2546 W NORTH AVE,60647-5216,66,66,,2016,2018,41.910497,-87.691172,hud_source
ILB20180009,TIERRA LINDA APARTMENTS,3572 W. PALMER,60647,45,45,1000000,2017,2018,41.921133,-87.716136,hud_source
ILB20181001,BRAINERD PARK APARTMENTS,8920 LOOMIS,60620,36,36,1217391,2017,2018,41.731603,-87.658278,hud_source
ILB20194001,AUREA E MARTINEZ APARTMENTS,AUREA E MARTINEZ APARTMENTS 5525 W DIVERSEY AVE,60639,98,98,,9999,2019,41.9194,-87.7511,hud_source
ILB20195001,INDEPENDENCE APARTMENTS,4022 N ELSTON AVE,60618-2122,44,44,,9999,2019,41.954003,-87.719901,hud_source
ILB20195003,NORTHTOWN APARTMENTS,2410 W PRATT BLVD,60645-4622,44,44,,9999,2019,42.005166,-87.690537,hud_source
ILB20195052,KLEO ART RESIDENCES,5504 S. MICHIGAN AVENUE,60637,58,49,150000,9999,2019,41.794345,-87.622667,hud_source
ILB20195053,PGSB III,401 E BOWEN AVE,60653-2733,180,180,,1994,2019,41.819166,-87.616587,hud_source
ILB20212001,PARKSIDE 4 II,551 W ELM ST,60610-2428,102,47,,9999,2021,41.902518,-87.642182,hud_source
ILB20222001,508 PERSHING AT OAKWOOD SHORES,534 E PERSHING ROAD,60653,53,38,1660000,9999,2022,41.824055,-87.613753,hud_source
ILB20231001,43RD AND CALUMET PHASE I LP,4308 S CALUMET AVE,60653,99,51,,9999,2023,41.816447,-87.618539,hud_source
ILB20231002,PASEO BORICUA ARTS BUILDING,2709 WEST DIVISION,60622,24,24,415000,2021,2023,41.902796,-87.695,hud_source
ILB20240001,BRAINERD SENIOR PRESERVATION,8915 S. LOOMIS ST.,60620,60,60,,9999,2024,41.731673,-87.657841,hud_source
ILB20250001,43RD AND PRAIRIE PHASE II LP,4307 S PRAIRIE AVE,60653,47,44,,9999,2025,41.816512,-87.619563,hud_source
