sourceRecordId,sourceProgram,sourceUrl,sourcePublishedAt,sourceCheckedAt,payerName,payerEin,parentCompany,vehicle,recipient,awardYear,amountAwarded,amountEvidence,supportKind,purpose,publishedAddress,publishedCity,publishedState,publishedPostalCode,locationBasis,locationSourceUrl,locationSourceRecordId,possibleDuplicateOf,duplicateState,reviewState,reviewNote
exelon-2025-047,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Chicago Zoological Society,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-048,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Chicagoland Chamber of Commerce,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-049,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Chicagoland Chamber of Commerce Foundation,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-050,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Children First Fund: The Chicago Public Schools Foundation,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-051,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,City Club of Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-052,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,City Colleges of Chicago Foundation,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-053,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,City Year Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-054,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,City of Chicago DCASE,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-055,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,City of Chicago Heights,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-056,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Communities in Schools of Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-057,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Conference of Women Legislators of the Illinois General Assembly,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-058,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Corporate Responsibility Group of Greater Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-059,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Cystic Fibrosis Foundation Greater Illinois Chapter,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-060,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Economic Development Corporation of North Central Illinois,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-061,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Epilepsy Foundation of Greater Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-062,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Everthrive IL,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-063,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Friends of Chicago Animal Care and Control,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-064,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Friends of the Chicago River,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-065,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,GFWC-IL Plainfield Junior Woman’s Club,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-066,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Genesys Works Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-067,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Gilda’s Club Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-068,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Girl Scouts of Greater Chicago and Northwest Indiana,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-069,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Girls of Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-070,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Goodwill Industries of Metropolitan Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-071,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Greater Chicago Food Depository,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-072,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Habitat for Humanity Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-073,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Holocaust Memorial Foundation of Illinois,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-074,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Hundred Club of Illinois,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-075,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Business and Economic Development Corporation,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-076,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Coalition for Immigrant and Refugee Rights,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-077,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Development Association,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-078,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Energy Association,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-079,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Executive Mansion Association,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-080,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Hispanic Chamber of Commerce,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-081,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Joining Forces Foundation,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-082,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Leg Latino Caucus Found,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-083,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Manufacturers’ Association,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-084,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Philharmonic Orchestra,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-085,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Public Works Mutual Aid Network,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-086,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Retail Merchants Association,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-087,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois State Black Chamber of Commerce,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-088,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Illinois Third House,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-089,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Jewish Community Centers of Chicago - Sunrise Day Camp,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-090,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Leadership Greater Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-091,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,League of Chicago Theatres,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-092,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Legal Aid Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-093,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Links Inc South Suburban Chicago Chapter,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-094,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Neighborhood Housing Services of Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-095,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Northern Illinois Food Bank,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-096,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Northern Illinois University Foundation,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-097,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Northwest Illinois Economic Development,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-098,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,PRIDEChicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,"count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release). ADDED per the verifier's MAJOR completeness finding: this row contains 'Chicago' and qualifies under the capture's own declared Chicago/Chicagoland/Illinois/IL name-string filter but was missed by the original capture (PDF p.14, index 1119)."
exelon-2025-099,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Plant Chicago,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-100,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Ronald McDonald House Charities of Chicagoland and Northwest Indiana,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-101,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,Skills for Chicagoland’s Future,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
exelon-2025-102,Exelon 2025 Grant Recipients,https://www.exeloncorp.com/content/dam/exelon/community/Documents/Grant%20Recipients.pdf,,2026-08-24,Exelon / Exelon utilities / Exelon Foundation (roster does not attribute per row),,Exelon Corporation,unknown,The Board of Trustees of the University of Illinois,2025,,unavailable,unknown,,,,,,unavailable,,,,clear,ready,count-only roster; payer not attributed per row (Exelon vs. utilities vs. Exelon Foundation) — never distribute the aggregate across names; vehicle unresolved (HOLD candidate for a future dollar release).
