sourceRecordId,sourceProgram,sourceUrl,sourcePublishedAt,sourceCheckedAt,payerName,payerEin,parentCompany,vehicle,recipient,awardYear,amountAwarded,amountEvidence,supportKind,purpose,publishedAddress,publishedCity,publishedState,publishedPostalCode,locationBasis,locationSourceUrl,locationSourceRecordId,possibleDuplicateOf,duplicateState,reviewState,reviewNote
comcast-rise-2021-049,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Odai Kolaib,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-050,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Phd Electronic, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-051,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Pineapple Haven, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-052,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Powell Photography, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-053,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Prince Realty Group,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-054,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Priority Chicago Limousine, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-055,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Purple Ribbon Chef,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-056,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Saang, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-057,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Sahil,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-058,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Sakura Teppanyaki and Sushi,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-059,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Shakti Shiv. Ltd.,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-060,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Shika & Co. Extensions,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-061,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Sirron Pilates, LLC",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-062,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Smart Learning Center,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-063,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Sourcing It Out, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-064,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Southside Management, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-065,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Studio 6957, LLC",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-066,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Subway,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-067,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Techmark Multi-Services, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-068,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,TMH Behavioral Services,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-069,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Veola's Day Spa and Wellness Center,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-070,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Wentworth Dental Clinic, PC",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-071,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Westside Insurance Agency,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-072,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"Woodlawn Animal Hospital, Ltd.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-073,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,Yeimi's Beauty salon,2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
comcast-rise-2021-074,Comcast RISE Investment Fund,https://corporate.comcast.com/stories/local/illinois/comcast-rise-investment-fund-awards-1-million-in-grants-to-100-bipoc-owned-small-businesses-in-chicago-and-cook-county,2021-04-27,2026-08-24,Comcast Corporation (Comcast RISE Investment Fund),,Comcast Corporation,company_program,"3:16 Magazine, Inc.",2021,10000,program_fixed_per_recipient,cash_grant,Comcast RISE Investment Fund grant to BIPOC-owned small businesses impacted by COVID-19,,Chicago,IL,,city_only,,,,clear,ready,announcement-class; crosswalk against future 990/company filings on refresh
bofa-2022-nb-001,Bank of America Neighborhood Builders (Chicago market),https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/12/bank-of-america-commits--13-million-to-chicago-area-nonprofits-w.html,2022-12-14,2026-08-24,Bank of America,,Bank of America Corporation,unknown,Allies for Community Business,2022,200000,recipient_exact,mixed,"2022 Neighborhood Builders awardee, Chicago market: $200,000 flexible funding plus one year of leadership training; provides capital, coaching, and connections to help individuals grow businesses and build wealth",,,,,unavailable,,,,clear,ready,"announcement-class; crosswalk against future 990/company filings on refresh. JUDGMENT CALL: vehicle=unknown (Bank of America Charitable Foundation vs. operating company unresolved on the official pages) — both the capture and verify agents concluded this row should be HELD pending 990-PF payer resolution, which is what the source-plan's release gate (“payer legal vehicle resolved or explicitly held unknown and not published”) would also require. Kept reviewState=ready here per the build spec's explicit deliverable list; flagged as a tension with the release gate in the PR body for reviewer judgment."
bofa-2022-nb-002,Bank of America Neighborhood Builders (Chicago market),https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/12/bank-of-america-commits--13-million-to-chicago-area-nonprofits-w.html,2022-12-14,2026-08-24,Bank of America,,Bank of America Corporation,unknown,Skills for Chicagoland's Future,2022,200000,recipient_exact,mixed,"2022 Neighborhood Builders awardee, Chicago market: $200,000 flexible funding plus one year of leadership training; closes the workforce opportunity gap for Black and Brown Chicagoans via corporate job placement",,,,,unavailable,,,,clear,ready,"announcement-class; crosswalk against future 990/company filings on refresh. JUDGMENT CALL: vehicle=unknown (Bank of America Charitable Foundation vs. operating company unresolved on the official pages) — both the capture and verify agents concluded this row should be HELD pending 990-PF payer resolution, which is what the source-plan's release gate (“payer legal vehicle resolved or explicitly held unknown and not published”) would also require. Kept reviewState=ready here per the build spec's explicit deliverable list; flagged as a tension with the release gate in the PR body for reviewer judgment."
bofa-asm-2025,Bank of America / After School Matters — Orleans Teen Center grant,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2025/12/bofa-awards--1-million-grant-to-after-school-matters.html,2025-12-01,2026-08-24,Bank of America,,Bank of America Corporation,unknown,After School Matters,2025,1000000,recipient_exact,cash_grant,"Fund the nonprofit's brand-new Orleans Teen Center, a state-of-the-art facility situated in the Cabrini neighborhood (opened November 2025; serves ~1,500 teens/year through learning, enrichment, and workforce/career development); helps complete ASM's $27 million capital campaign. Source publishes no street address — facility/neighborhood detail only.",,Chicago,IL,,city_only,,,,clear,ready,"announcement-class; crosswalk against future 990/company filings on refresh. JUDGMENT CALL: vehicle=unknown (Bank of America Charitable Foundation vs. operating company unresolved on the official pages) — both the capture and verify agents concluded this row should be HELD pending 990-PF payer resolution, which is what the source-plan's release gate (“payer legal vehicle resolved or explicitly held unknown and not published”) would also require. Kept reviewState=ready here per the build spec's explicit deliverable list; flagged as a tension with the release gate in the PR body for reviewer judgment."
bofa-asm-2024,"Bank of America Neighborhood Builders (After School Matters, 2024)",https://newsroom.bankofamerica.com/content/newsroom/press-releases/2025/12/bofa-awards--1-million-grant-to-after-school-matters.html,2025-12-01,2026-08-24,Bank of America,,Bank of America Corporation,unknown,After School Matters,2024,200000,recipient_exact,mixed,"Named a 2024 Bank of America Neighborhood Builder for its commitment to uplifting Chicago-area youth; $200,000 in flexible funding plus access to comprehensive leadership development (amountAwarded reflects the cash portion only; leadership development is a non-cash program benefit).",,Chicago,IL,,city_only,,,,clear,ready,"announcement-class; crosswalk against future 990/company filings on refresh. JUDGMENT CALL: vehicle=unknown (Bank of America Charitable Foundation vs. operating company unresolved on the official pages) — both the capture and verify agents concluded this row should be HELD pending 990-PF payer resolution, which is what the source-plan's release gate (“payer legal vehicle resolved or explicitly held unknown and not published”) would also require. Kept reviewState=ready here per the build spec's explicit deliverable list; flagged as a tension with the release gate in the PR body for reviewer judgment."
