source_row_number,legal_business_name,dba,city,county,zip,grant_amount_usd,round,source_url,source_version,program_name,relief_era,assistance_type,program_status,record_note
1,3 Branches Inc.,3 Branches Studio,Quincy,Adams,62301,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
2,Blue Lotus Boutique Inc,Blue Lotus Boutique,Quincy,Adams,62301,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
3,Bunch Family Enterprises Inc,Zoup,Quincy,Adams,62301,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
4,"Bunch Family Enterprises, Inc.",Zoup,Quincy,Adams,62301,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
5,Chuckies Inc,The Dock,Quincy,Adams,62301,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
6,Dbâ² Events,,Quincy,Adams,62301,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
7,"Gem City Gymnastics & Tumbling, LLC","Gem City Gymnastics & Tumbling, LLC",Quincy,Adams,62301,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
8,GEMSBB3 LLC,Quincy Gems Baseball,Quincy,Adams,62301,145000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
9,Historical Society of Quincy & Adams County,,Quincy,Adams,62301,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
10,I Do Bridal,Brittney Meyer Dba I Do 2,Quincy,Adams,62301,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
11,International Travel Associates Inc,Travel House of Quincy,Quincy,Adams,62301,110000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
12,J Js Catering LLC,,Quincy,Adams,62301,130000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
13,Kristopher's Hair Studio Inc,Kristopher's Hair Studio,Quincy,Adams,62301,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
14,Qdance Inc,Qdance,Quincy,Adams,62301,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
15,Quincy Art Center,Quincy Art Center,Quincy,Adams,62301,30000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
16,Riverside Smoke House Inc,,Quincy,Adams,62301,35000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
17,RPW7 LLC,"The Park Bench Revelry, and Revelry Sports Bar",Quincy,Adams,62301,50000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
18,Second String Music,,Quincy,Adams,62301,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
19,Shil&Saloni LLC,Quincy Inn & Suites,Quincy,Adams,62301,115000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
20,The Convenient Chef,The Convenient Chef,Quincy,Adams,62301,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
21,The Quincy Museum Inc,,Quincy,Adams,62301,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
22,The Red Light Bar & Grill LLC,The Red Light Bar & Grill,Quincy,Adams,62301,75000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
23,Utopia Inc,Utopia Inc,Quincy,Adams,62301,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
24,YMCA of West Central Illinois,YMCA of West Central Illinois,Quincy,Adams,62301,105000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
25,Beacon of Light LLC,Firehouse Subs,Quincy,Adams,62305,30000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
26,"Beacon of Light, LLC d/b/a Firehouse Subs",Firehouse Subs,Quincy,Adams,62305,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
27,Dunnbelly LLC,,Quincy,Adams,62305,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
28,Nufit For You LLC,Nufit For You,Quincy,Adams,62305,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
29,Scotties Fun Spot Inc,Scotties Fun Spot,Quincy,Adams,62305,65000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
30,The Ambiance LLC,The Ambiance,Quincy,Adams,62305,75000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
31,Corner Cafe,,Greenville,Bond,62246,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
32,Double J. Plus One Inc,3st Place Bar & Grill,Greenville,Bond,62246,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
33,Jo's Java,Jo's Java,Greenville,Bond,62246,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
34,JWP Inc,Super 8,Greenville,Bond,62246,40000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
35,Purvi Hospitality Inc,Surestay Hotel,Greenville,Bond,62246,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
36,Steven Unterbrink,Sew Unique Embroidery,Greenville,Bond,62246,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
37,Travel Connections Agency Inc,,Greenville,Bond,62246,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
38,The Wooden Tie LLC,The Wooden Tie LLC,Pierron,Bond,62273,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
39,Nuby's Steakhouse Inc,Nuby's Steakhouse,Pocahontas,Bond,62275,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
40,Apollo A.C. Inc,Apollo A.C. Inc,Belvidere,Boone,61008,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
41,Buchanan Street Pub Inc.,Buchanan Street Pub,Belvidere,Boone,61008,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
42,Greater Belvidere Area Chamber of Commerce,Greater Belvidere Area Chamber of Commerce,Belvidere,Boone,61008,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
43,Jesus Lemus,Chuy Store,Belvidere,Boone,61008,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
44,KV Gaming Inc,Cherry Poker,Belvidere,Boone,61008,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
45,la costa bora,la costa bora,Belvidere,Boone,61008,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
46,"NGK Belvidere, LLC",Niko's Cabin,Belvidere,Boone,61008,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
47,Niche Insurance Brokers Inc,,Belvidere,Boone,61008,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
48,Paul Kasin,Kasin Concessions,Belvidere,Boone,61008,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
49,Payal Foods Inc,Belvidere Oasis Subway,Belvidere,Boone,61008,75000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
50,Pita X-Press Inc,Pita X-Press,Belvidere,Boone,61008,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
51,"Pizzazz Fitness Belvidere, LLC",Planet Fitness,Belvidere,Boone,61008,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
52,STEAM PLANT RESTAURANT 2 INC,STEAMPLANT FAMILY RESTAURANT,Belvidere,Boone,61008,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
53,Wind Ridge Herb Farm Inc,Wind Ridge Farm Inc,Caledonia,Boone,61011,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
54,Event Print Solutions Inc,Generation 3,Loves Park,Boone,61111,130000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
55,"Lucky Dawg, LLC",Lucky Dawg,Poplar Grove,Boone,61065,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
56,Poplar Grove Aviation Education Association,Poplar Grove Vintage Wings and Wheels Museum,Poplar Grove,Boone,61065,35000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
57,Sgt. P'slapghans For Veterans,,Poplar Grove,Boone,61065,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
58,The Golf Club LLC,Timber Pointe Golf Club,Poplar Grove,Boone,61065,65000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
59,Renee's Place,Renee's Place Ltd,Mt Sterling,Brown,62353,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
60,WACHTER INVESTMENTS CORP,SPORTSMAN'S,Mt Sterling,Brown,62353,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
61,Wachter Investments Corp,Sportsman's,Mt Sterling,Brown,62353,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
62,Ladd Sound Productions,Ladd Sound Productions,Ladd,Bureau,61329,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
63,Softails Inc,Softails,Ladd,Bureau,61329,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
64,815 Fitness Club LLC,CrossFit 56,Princeton,Bureau,61356,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
65,"Black Rose III, LLc",The Black Rose Saloon,Princeton,Bureau,61356,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
66,Prrinceton Theater Group,,Princeton,Bureau,61356,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
67,Creative Apparel,Robert Zeglis,Spring Valley,Bureau,61362,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
68,Little Lotus,Little Lotus,Spring Valley,Bureau,61362,10000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
69,M.J. Mautino Leasing Company,,Spring Valley,Bureau,61362,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
70,Verucchi Family Property LLC,Verucchi's Ristorante,Spring Valley,Bureau,61362,90000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
71,American Legion Post 685,,Brussels,Calhoun,62013,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
72,Burch-Stegman Inc,Wittmonds,Brussels,Calhoun,62013,25000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
73,Calhoun Knights of Columbus 4417,,Hardin,Calhoun,62047,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
74,Crunch Fitness LLC/The Calhoun Crunch,,Hardin,Calhoun,62047,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
75,The Wheel Deal Tire and Auto LLC,,Hardin,Calhoun,62047,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
76,Center For American Archeology,,Kampsville,Calhoun,62053,50000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
77,Timber Lake Playhouse,,Mount Carroll,Carroll,61053,80000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
78,Dwarika Liquors Inc,Dwarika Liquors Inc,Savanna,Carroll,61074,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
79,Fund 01235,Savanna Inn & Suites,Savanna,Carroll,61074,60000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
80,Savanna Historical Society NFP,,Savanna,Carroll,61074,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
81,Savanna Marketplace Partnership,Savanna Marketplace and Circa 1888,Savanna,Carroll,61074,20000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
82,Trend Setters Salon and Spa,Erin Musch,Arenzville,Cass,62611,5000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
83,88 Bar & Grill LLC,The Nook,Beardstown,Cass,62618,20000,Round 1,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
84,Aquatic Protein LLC,Aquatic Protein LLC,Beardstown,Cass,62618,150000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
85,Conner Family Amusements Inc,,Beardstown,Cass,62618,15000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
86,Heritage Preservation Foundation,Beardstown Grand Opera House,Beardstown,Cass,62618,10000,Round 2,https://dceo.illinois.gov/content/dam/soi/en/web/dceo/smallbizassistance/documents/bigawardsall.pdf,2021-04-09,Illinois Business Interruption Grant (BIG) Program,CARES Act (2020),grant,historical_closed,Historical CARES Act-funded grant award from a closed program.
